u,view_over,K,beat_cv,rho,N_beats,estimator,axis,estimand,bias_mcse,relbias_pct_mcse,rmse_mcse,sd_err_mcse,bias,relbias_pct,rmse,sd_err,panel,s_det,f_rej
base,True,3,0.1,0.3,3.0,A5,AP,T1,0.0059690072990824,0.0536466046919297,0.0068327630102602,0.0042207466419191,-1.1409840586664448,-10.349435906152875,2.2056096224701127,1.8875658435270373,a,,
base,True,3,0.15,0.3,3.0,A5,AP,T1,0.0062695824069716,0.0559282081410975,0.0071220141672686,0.0044332864016649,-1.11988279453295,-10.07630270705948,2.2770297586127923,1.9826160384151184,a,,
base,True,3,0.2,0.3,3.0,A5,AP,T1,0.0065702332422681,0.058099657095655,0.007168358658198,0.0046458797090417,-1.1078520296155254,-9.93147060361582,2.3545890166521453,2.077690180412021,a,,
base,True,3,0.25,0.3,3.0,A5,AP,T1,0.0070578617957771,0.0619598985637908,0.007771902413986,0.0049906868899682,-1.1048036667878731,-9.781672081726915,2.490357934427061,2.231891868534185,a,,
base,True,3,0.3,0.3,3.0,A5,AP,T1,0.0074710587211116,0.0652198655528209,0.0079388209680531,0.0052828626987204,-1.0828718192547078,-9.5509195986257,2.598889647839508,2.362556209157737,a,,
base,True,3,0.05,0.3,3.0,A6,AP,T1,0.005957021462315,0.0591337822447924,0.0055637649673874,0.004212271333086,-0.3556794987110957,-3.2540780973739927,1.917050570524128,1.8837755891422443,a,,
base,True,3,0.1,0.3,3.0,A6,AP,T1,0.0066873841129429,0.0644992296927853,0.0070670382413999,0.0047287182983117,-0.3098475866175874,-2.846225240527517,2.1373047123025533,2.1147365385324552,a,,
base,True,3,0.15,0.3,3.0,A6,AP,T1,0.0077299043078592,0.0726220829205106,0.0081782764179003,0.0054658950835541,-0.2420636919139693,-2.225967437773716,2.4563544411156317,2.444410370798257,a,,
base,True,3,0.2,0.3,3.0,A6,AP,T1,0.0090112639458758,0.0827215176568865,0.0099730271450254,0.0063719577030588,-0.1591517461876403,-1.4398186336154206,2.8540385186014645,2.84961186659239,a,,
base,True,3,0.25,0.3,3.0,A6,AP,T1,0.0105691889456781,0.0947857351735561,0.0154168901029448,0.007473582543137,-0.0748256914169226,-0.6586297806686492,3.343091783556892,3.3422710089016645,a,,
base,True,3,0.3,0.3,3.0,A6,AP,T1,0.0122068504881527,0.1086148804509544,0.0163429685248989,0.0086315899151605,0.0678508289082946,0.7781275964850384,3.860722032443699,3.860145059970092,a,,
base,True,3,0.05,0.3,3.0,A7,AP,T1,0.0049634762360434,0.0496884205846536,0.0044656389118641,0.0035097252534347,0.1351148815049641,1.5591367510226373,1.5753859938708996,1.569589001801697,a,,
base,True,3,0.1,0.3,3.0,A7,AP,T1,0.0051279552664299,0.0510196392570922,0.0046950227450397,0.0036260300727095,0.1909523719255266,2.0916272666343354,1.6327979158087484,1.6216018381374089,a,,
base,True,3,0.15,0.3,3.0,A7,AP,T1,0.0054089789585981,0.0527319368003975,0.0051717633822464,0.003824744824692,0.2669869540749441,2.8258541898687044,1.73117246802525,1.7104693325095874,a,,
base,True,3,0.2,0.3,3.0,A7,AP,T1,0.0057454044239224,0.0550344509844095,0.0057869945805013,0.0040626347420392,0.324540655142246,3.419285970853521,1.8456058156093051,1.816856405840243,a,,
base,True,3,0.25,0.3,3.0,A7,AP,T1,0.00621464707604,0.0584188973313205,0.0068701755727523,0.0043944410624092,0.3983186256262588,4.147728403219388,2.005193989033427,1.965243961439209,a,,
base,True,3,0.3,0.3,3.0,A7,AP,T1,0.0066915087565532,0.06224862406764,0.0071232931641836,0.0047316348763615,0.4830636213751411,5.007059261244766,2.170468758104924,2.1160408653669487,a,,
base,False,3,0.05,0.3,3.0,A1,AP,T1,0.0050882136019503,0.0497517204654171,0.0045121113465184,0.0035979283317513,-0.4095039803565379,-3.575998721116012,1.6603190614810812,1.6090344203612392,b,,
base,False,3,0.1,0.3,3.0,A1,AP,T1,0.0054892029101056,0.0531842391738681,0.0050037749405508,0.0038814720084531,-0.3556896310610366,-3.0634372228716265,1.771897243388264,1.73583837347582,b,,
base,False,3,0.15,0.3,3.0,A1,AP,T1,0.0061643244973595,0.0581630779875819,0.0056943118803916,0.004358857447859,-0.2968234945562581,-2.460020322516077,1.971790008824159,1.949330564802875,b,,
base,False,3,0.2,0.3,3.0,A1,AP,T1,0.0070282655256528,0.0647357286889821,0.0070100032595577,0.0049697590620262,-0.2290186981358758,-1.817320735551721,2.234289998520248,2.2225327061503632,b,,
base,False,3,0.25,0.3,3.0,A1,AP,T1,0.00791230539111,0.0716572948132461,0.0082239723133673,0.0055948727713065,-0.162645654582358,-1.1888019435609802,2.507358902230956,2.502090657873712,b,,
base,False,3,0.3,0.3,3.0,A1,AP,T1,0.0089834226554843,0.0798404247458927,0.0100942902620403,0.0063522708393914,-0.0862663600031504,-0.3896033134770847,2.842102996672089,2.840807677528854,b,,
base,False,3,0.05,0.3,3.0,A2,AP,T1,0.0054727999302328,0.0475664115869271,0.0062963373776177,0.0038698732921597,-1.5075415112098347,-13.668510189377006,2.2951700076720707,1.7306512957946372,b,,
base,False,3,0.1,0.3,3.0,A2,AP,T1,0.0055570855184921,0.0486876433912604,0.0063688821060145,0.0039294725011709,-1.4439093594688055,-13.10376490638117,2.274414936449735,1.757304739077288,b,,
base,False,3,0.15,0.3,3.0,A2,AP,T1,0.0057230092904118,0.0500939638415956,0.0064302402533322,0.0040467989120889,-1.3896995802453986,-12.530778000182286,2.281779065622461,1.8097744428005424,b,,
base,False,3,0.2,0.3,3.0,A2,AP,T1,0.0060070893395605,0.0525096031463301,0.0066755710800072,0.0042476748456239,-1.3343305496599158,-11.97717475389254,2.3214034901282408,1.899608442112789,b,,
base,False,3,0.25,0.3,3.0,A2,AP,T1,0.0062924176072256,0.0547750281960276,0.0069162996264841,0.0044494334073495,-1.2688656470833723,-11.311460421060255,2.3599644849449146,1.9898371627779885,b,,
base,False,3,0.3,0.3,3.0,A2,AP,T1,0.006655335900772,0.0577803320760352,0.007127149460766,0.0047060566768523,-1.2090584686995487,-10.69483606103184,2.427164535512302,2.1046020039927984,b,,
base,False,3,0.05,0.3,3.0,A3,AP,T1,0.0049457102926758,0.0482307909588027,0.004408276950094,0.0034971627715927,-0.1077882794918366,-0.2934834719687972,1.5676730791378382,1.5639709172193708,b,,
base,False,3,0.1,0.3,3.0,A3,AP,T1,0.0052897609550697,0.0510683535844777,0.0049503524223075,0.0037404445444551,0.0544188801030084,1.182234244775095,1.6736458792464812,1.6727692895847963,b,,
base,False,3,0.15,0.3,3.0,A3,AP,T1,0.0058611832626299,0.0554337454911641,0.0058037485953016,0.0041445031533503,0.2695826804669478,3.176230440346376,1.87296219714971,1.8534688893567548,b,,
base,False,3,0.2,0.3,3.0,A3,AP,T1,0.0066736822161139,0.0612753958532023,0.0076499840390911,0.0047190295457049,0.5149638041870437,5.410164007209558,2.172313654552681,2.110403618308013,b,,
base,False,3,0.25,0.3,3.0,A3,AP,T1,0.0074966051428264,0.0675530599570871,0.0089039130177844,0.0053009268370709,0.7836108314249749,7.886621867567981,2.496777643840763,2.3706346970263383,b,,
base,False,3,0.3,0.3,3.0,A3,AP,T1,0.0084723264229425,0.074930280288085,0.0109893889312283,0.0059908694205106,1.0670608560646129,10.522988423689824,2.8838478794692723,2.679184857692558,b,,
base,False,3,0.05,0.3,3.0,A4,AP,T1,0.0049450412999731,0.0482287712185901,0.0044039005076738,0.0034966897199508,-0.1089530413687236,-0.3034362074175025,1.5675425536916308,1.5637593631515183,b,,
base,False,3,0.1,0.3,3.0,A4,AP,T1,0.0052893505818566,0.0510724296526127,0.0049436737638925,0.0037401543653224,0.0504736520935733,1.1550609117268291,1.6733925331806747,1.6726395181803968,b,,
base,False,3,0.15,0.3,3.0,A4,AP,T1,0.0058623727144205,0.0554286798910471,0.0057882255722603,0.0041453442269827,0.2568658459598885,3.082782985422564,1.8715467078555916,1.8538450270392768,b,,
base,False,3,0.2,0.3,3.0,A4,AP,T1,0.0066789840007193,0.0613121339119685,0.0076368056665753,0.0047227784922966,0.4884338546324068,5.203691657118621,2.167811280926065,2.112080189809685,b,,
base,False,3,0.25,0.3,3.0,A4,AP,T1,0.0075049925427279,0.067607567058482,0.0088749340539609,0.005306857654072,0.7411707509032759,7.547110344606711,2.4863163643675192,2.3732870257598977,b,,
base,False,3,0.3,0.3,3.0,A4,AP,T1,0.0084671194204827,0.0749396536189462,0.0109033987425761,0.0059871874953519,1.0075985532853868,10.035367058041704,2.860838038153013,2.677538258937051,b,,
base,False,3,0.05,0.3,3.0,A5,AP,T1,0.0057982461702284,0.0513604122286787,0.0070664127207329,0.0040999996860071,-1.3534177174833493,-12.36474052271205,2.2789628701223066,1.8335664332270352,b,,
base,False,3,0.1,0.3,3.0,A5,AP,T1,0.0059141272429304,0.0525948227288124,0.007053179317659,0.0041819403880304,-1.323286387167547,-12.070339420476207,2.291013310768635,1.8702112459712048,b,,
base,False,3,0.15,0.3,3.0,A5,AP,T1,0.0061284449731374,0.0542378814119957,0.007096199078764,0.0043334866661216,-1.3153943836623463,-11.908884591909317,2.3422230050979493,1.937984463012388,b,,
base,False,3,0.2,0.3,3.0,A5,AP,T1,0.0064987566970661,0.0571168711711047,0.0073536259694082,0.0045953379065239,-1.3091065951586651,-11.768899674496522,2.436616856302108,2.0550873122002047,b,,
base,False,3,0.25,0.3,3.0,A5,AP,T1,0.0068928468700087,0.0600080302454023,0.0078302945598746,0.0048740031335402,-1.2889098503965792,-11.48767964109896,2.532266749070932,2.1797095671990125,b,,
base,False,3,0.3,0.3,3.0,A5,AP,T1,0.0073342421684067,0.0635399789443545,0.0080101420836731,0.005186118302801,-1.2844272903374063,-11.388732810806088,2.651190391416434,2.319291016341744,b,,
base,False,3,0.05,0.3,3.0,A6,AP,T1,0.0057508904423138,0.0575408424828217,0.0048898610724501,0.0040665139622416,-0.4401708218298362,-4.017636392442925,1.8710936287634456,1.8185912371804955,b,,
base,False,3,0.1,0.3,3.0,A6,AP,T1,0.0064416967205973,0.0629415791320547,0.0057902879449871,0.0045549902084895,-0.3982379463470289,-3.649966529662709,2.075595729054573,2.0370433633125056,b,,
base,False,3,0.15,0.3,3.0,A6,AP,T1,0.0074668061948479,0.0707985593568393,0.0071543387337667,0.0052798556935271,-0.3366565011123793,-3.035152060102229,2.3850788921309225,2.3612114422774573,b,,
base,False,3,0.2,0.3,3.0,A6,AP,T1,0.008787662771515,0.0808961514180155,0.0096137848592496,0.0062138470058315,-0.2520799663290347,-2.291941037280406,2.7902990493842497,2.778902966745544,b,,
base,False,3,0.25,0.3,3.0,A6,AP,T1,0.0102856507442305,0.0929211172879727,0.011833671270864,0.0072730897557015,-0.1494612878508909,-1.3717686355757484,3.2560242636049024,3.2526083568774515,b,,
base,False,3,0.3,0.3,3.0,A6,AP,T1,0.011939191598309,0.1061112002240525,0.0151232729508716,0.008442325552783,-0.0244546357904254,-0.1424576511424351,3.7755642077746487,3.775503887180278,b,,
base,False,3,0.05,0.3,3.0,A7,AP,T1,0.0050275340243815,0.0501730990408659,0.0046025807770789,0.0035550211764366,0.1405139798449201,1.5957588335489925,1.5960353188651384,1.589845853103832,b,,
base,False,3,0.1,0.3,3.0,A7,AP,T1,0.0051694900744295,0.05136793549825,0.0048108411481976,0.0036553997639501,0.2007222450007086,2.17697765607629,1.6470049966448324,1.6347362976830693,b,,
base,False,3,0.15,0.3,3.0,A7,AP,T1,0.0054350177021113,0.0534179588091793,0.0050604792352375,0.0038431570888653,0.2713117041123917,2.892921238231001,1.739977656062652,1.718703506200628,b,,
base,False,3,0.2,0.3,3.0,A7,AP,T1,0.0058467180226021,0.056255053134341,0.0060116446896664,0.0041342746328924,0.3405254069521797,3.637097566740868,1.8799825882838412,1.848894578817868,b,,
base,False,3,0.25,0.3,3.0,A7,AP,T1,0.0062162012565081,0.0589513052707216,0.0063081778266671,0.0043955400394523,0.4193345944507927,4.375663047210839,2.009954891803915,1.9657354364566304,b,,
base,False,3,0.3,0.3,3.0,A7,AP,T1,0.0067149421714778,0.062491896804016,0.0070415222664875,0.0047482048858112,0.4929238371143372,5.10099185778213,2.179902212342623,2.123451161818681,b,,
low,True,3,0.05,0.3,3.0,A1,AP,T1,0.005239482357974,0.0513069130163626,0.0053011603582111,0.0037048920297371,-0.0645617708239388,-0.4044033398892986,1.6581189064806758,1.6568698011467675,c,,
low,True,3,0.1,0.3,3.0,A1,AP,T1,0.005670582838912,0.0545926414454318,0.0057396703795567,0.004009727627363,-0.0063592650671913,0.1717778664208878,1.7931980532107712,1.7931957431625911,c,,
low,True,3,0.15,0.3,3.0,A1,AP,T1,0.006408028717276,0.0599852386517184,0.0071446374618987,0.0045311832159967,0.0518829240294468,0.7480809313823077,2.027050561559152,2.026396605835952,c,,
low,True,3,0.2,0.3,3.0,A1,AP,T1,0.0072667262261651,0.0666983751956542,0.0079285079580671,0.0051383770834971,0.120602342845597,1.4358931416958054,2.301091724463279,2.2979406007561614,c,,
low,True,3,0.25,0.3,3.0,A1,AP,T1,0.0082419638755287,0.0743737239638769,0.009409046401685,0.0058279776866422,0.2035019854731224,2.2108130836404705,2.6142574434579164,2.606337823949947,c,,
low,True,3,0.3,0.3,3.0,A1,AP,T1,0.0092908620466061,0.0827392046161692,0.0115667735770567,0.006569664404628,0.2585398229646787,2.719032250886181,2.949367436730749,2.938028549368892,c,,
low,True,3,0.05,0.3,3.0,A2,AP,T1,0.0049021773730971,0.046403257543826,0.0046450613244626,0.0034663801950405,-0.3441226003320297,-2.9742079899082032,1.5879328173593683,1.5502045993128073,c,,
low,True,3,0.1,0.3,3.0,A2,AP,T1,0.0050175796978922,0.0474118592896563,0.004708066276757,0.0035479823694797,-0.2850264040839444,-2.3703874971053827,1.6120873045182786,1.5866980186758948,c,,
low,True,3,0.15,0.3,3.0,A2,AP,T1,0.0053258138660758,0.0495842719012568,0.0051623665700375,0.0037659379297763,-0.2246337506772069,-1.802534188344702,1.6990765995853612,1.6841702210906653,c,,
low,True,3,0.2,0.3,3.0,A2,AP,T1,0.0056450438506792,0.0522309996572274,0.0056040317101047,0.0039916687453043,-0.1676410896221339,-1.2126167753240509,1.7929650515330218,1.785119605967396,c,,
low,True,3,0.25,0.3,3.0,A2,AP,T1,0.0060538391134755,0.0554304689097193,0.006265662147679,0.0042807320930649,-0.0950203955986043,-0.5189315511095448,1.9167391653003716,1.9143920186797323,c,,
low,True,3,0.3,0.3,3.0,A2,AP,T1,0.0065358235153176,0.0590411703787617,0.0069114336499984,0.0046215482361185,-0.0221361686976886,0.1617767230163631,2.066917075093618,2.066808869329229,c,,
low,True,3,0.05,0.3,3.0,A3,AP,T1,0.0056344604624508,0.0530719268273509,0.007328131778263,0.0039841851223019,0.6059877013732171,6.423821931026389,1.8819946379740569,1.7817728447510384,c,,
low,True,3,0.1,0.3,3.0,A3,AP,T1,0.0059161471373317,0.0553556775960958,0.0075659603936928,0.0041833686762003,0.8231338998986126,8.391459652590997,2.043916366053464,1.8708499926653253,c,,
low,True,3,0.15,0.3,3.0,A3,AP,T1,0.0065259041898273,0.0594314557531245,0.0092318194611977,0.0046145341787292,1.0984874542082583,10.8610402942405,2.337814074965784,2.063672103189041,c,,
low,True,3,0.2,0.3,3.0,A3,AP,T1,0.0072463243040511,0.0645840677867869,0.0102346326399461,0.0051239506738888,1.4115406753471325,13.747432009334515,2.6913409596132185,2.2914889465036223,c,,
low,True,3,0.25,0.3,3.0,A3,AP,T1,0.0081911748446124,0.0714325927029144,0.0121112920025939,0.0057920642389037,1.745018517412089,16.77709951484197,3.1232286282414474,2.59027692216512,c,,
low,True,3,0.3,0.3,3.0,A3,AP,T1,0.0092745312532436,0.0792289962839734,0.0139696084858873,0.0065581167321608,2.1033135178170363,20.019440503746708,3.609090568833278,2.932864299066598,c,,
low,True,3,0.05,0.3,3.0,A4,AP,T1,0.0052727028228572,0.0512357184787595,0.0058969276104284,0.0037283825631832,0.4993773270874512,5.620569801882955,1.7405428518800217,1.667375034542826,c,,
low,True,3,0.1,0.3,3.0,A4,AP,T1,0.0055558267830109,0.0533874366398449,0.0064339953450295,0.0039285824363261,0.6850823570237933,7.321237050114327,1.885743379406691,1.756906691968055,c,,
low,True,3,0.15,0.3,3.0,A4,AP,T1,0.0061328025117801,0.0573523973488556,0.0078851882393206,0.0043365679266515,0.9226869695684392,9.456110688994926,2.147659260076997,1.9393624377227,c,,
low,True,3,0.2,0.3,3.0,A4,AP,T1,0.0068735187715722,0.0625555707478238,0.0089195182904305,0.0048603360357326,1.1808514923343525,11.854613685051392,2.473638824081546,2.173597485809083,c,,
low,True,3,0.25,0.3,3.0,A4,AP,T1,0.0078005265573158,0.0694528040837895,0.0104880917742765,0.0055158328047367,1.4710393016723984,14.495892068166713,2.872058014036149,2.466743086975014,c,,
low,True,3,0.3,0.3,3.0,A4,AP,T1,0.0088610001008216,0.0770663257917101,0.0128152770321167,0.0062657045879869,1.755589155632171,17.09094656994438,3.306621696645476,2.802094266557803,c,,
low,True,3,0.05,0.3,3.0,A5,AP,T1,0.0049492088155397,0.0473560104033908,0.0046340033072092,0.0034996366132031,-0.3592178876639589,-3.110707990277924,1.6057645487839929,1.565077247288965,c,,
low,True,3,0.1,0.3,3.0,A5,AP,T1,0.0051501863017531,0.0488614107731358,0.0049151360678004,0.0036417498671385,-0.3089470977994685,-2.5718638342373525,1.6576681450448316,1.6286319087739258,c,,
low,True,3,0.15,0.3,3.0,A5,AP,T1,0.0055327240433319,0.051642180764715,0.0053007278585666,0.003912246250754,-0.2666019809857758,-2.1668223300561147,1.7697879927258269,1.7496009642105,c,,
low,True,3,0.2,0.3,3.0,A5,AP,T1,0.0059960342968956,0.0553277487702948,0.0059137512223477,0.0042398577109035,-0.2336674376866133,-1.792484221324639,1.9104468712745115,1.8961125306676372,c,,
low,True,3,0.25,0.3,3.0,A5,AP,T1,0.0064754855958573,0.0591509910492622,0.0067911644523161,0.0045788826707771,-0.1839888809938297,-1.304686132449729,2.055967253297393,2.047728343852174,c,,
low,True,3,0.3,0.3,3.0,A5,AP,T1,0.0070469050041728,0.0634400666196043,0.0073217438421641,0.0049829392295864,-0.1511168789303615,-1.0106481650120362,2.2335338963201554,2.228427026802444,c,,
low,True,3,0.05,0.3,3.0,A6,AP,T1,0.0059089489646342,0.0590048645076164,0.0056018229217004,0.0041782787740242,-0.0973111786710626,-0.8587223335291225,1.8710965599032316,1.8685737305937975,c,,
low,True,3,0.1,0.3,3.0,A6,AP,T1,0.0066344622572519,0.0642720011630358,0.0065502726472056,0.0046912967081712,-0.0470972416937596,-0.37509731730515,2.0985192585191483,2.098001178333806,c,,
low,True,3,0.15,0.3,3.0,A6,AP,T1,0.0077864734501319,0.0730342988854477,0.008744042589879,0.0055058957076646,0.0194169333193545,0.2327944702539932,2.46236334993268,2.462299104284642,c,,
low,True,3,0.2,0.3,3.0,A6,AP,T1,0.0091656202251694,0.083878806016615,0.0104690887312608,0.006481104620602,0.1117465626538495,1.1072507668480196,2.9005624793950484,2.89842360796408,c,,
low,True,3,0.25,0.3,3.0,A6,AP,T1,0.0107094964595009,0.0961631084086733,0.0135205444748556,0.0075727954336782,0.2257453208025228,2.139101179930125,3.3941387270051364,3.386640140553205,c,,
low,True,3,0.3,0.3,3.0,A6,AP,T1,0.012318381233251,0.1093710792196821,0.016540364493904,0.0087104544556541,0.3344513727754744,3.1238080035697062,3.909726026079891,3.895414178334733,c,,
low,True,3,0.05,0.3,3.0,A7,AP,T1,0.0046897574379459,0.0456257562802439,0.004339739652694,0.0033161758674124,0.1095447513986528,1.2230617424976151,1.4870644039217351,1.4830315177624986,c,,
low,True,3,0.1,0.3,3.0,A7,AP,T1,0.0048492820398765,0.0468384931503551,0.0044961372013587,0.0034289773592125,0.170833663065192,1.8364421383734413,1.5429563361051188,1.533477626255748,c,,
low,True,3,0.15,0.3,3.0,A7,AP,T1,0.0051722650175756,0.0491303255416833,0.0049800866261733,0.0036573619548772,0.2357056908267974,2.456791082588468,1.6525020307299048,1.635613811755004,c,,
low,True,3,0.2,0.3,3.0,A7,AP,T1,0.0055280815010241,0.0519980852635711,0.0054971790712219,0.0039089634611922,0.293486753103831,3.06403446319494,1.7725891861226246,1.7481328634278694,c,,
low,True,3,0.25,0.3,3.0,A7,AP,T1,0.0059989438839348,0.0555295368790441,0.0064039121922888,0.0042419151099164,0.3717156752823392,3.8024596966815087,1.9330983751953237,1.8970326228770864,c,,
low,True,3,0.3,0.3,3.0,A7,AP,T1,0.006514974993234,0.0593053154466708,0.007177061178038,0.0046068060310643,0.4487426394221526,4.528897172881674,2.108510713224605,2.0602159877659765,c,,
low,False,3,0.05,0.3,3.0,A1,AP,T1,0.0049695335693347,0.0494498858869365,0.0042456351280574,0.0035140084562969,-0.1604585242486262,-1.2904645818392824,1.5796672533842857,1.5715044987764122,d,,
low,False,3,0.1,0.3,3.0,A1,AP,T1,0.0054421767293597,0.0527306122696768,0.0049475931251832,0.0038482193108905,-0.1116149685501391,-0.787851849814682,1.72457445164754,1.7209673893942667,d,,
low,False,3,0.15,0.3,3.0,A1,AP,T1,0.0061581576412572,0.0583214945664976,0.0059516756682824,0.0043544968002871,-0.0418450434420032,-0.1290053142151826,1.9478202273856264,1.9473804336742897,d,,
low,False,3,0.2,0.3,3.0,A1,AP,T1,0.0070781708383393,0.0651058450278345,0.0071213952497213,0.0050050476234873,0.0182605290167614,0.4256185850781878,2.2383774454031102,2.238314151693591,d,,
low,False,3,0.25,0.3,3.0,A1,AP,T1,0.0080209092428857,0.0728215673272897,0.0084449377363748,0.0056716676753356,0.0841730035208751,1.1988296976643764,2.537817816116354,2.5364342113015543,d,,
low,False,3,0.3,0.3,3.0,A1,AP,T1,0.0090617270849011,0.0810531624482975,0.0104569183054687,0.006407640709279,0.1697412735172103,1.9707175972372315,2.8705782973402107,2.865569712312569,d,,
low,False,3,0.05,0.3,3.0,A2,AP,T1,0.0046353403173734,0.0442416804076767,0.0042761404545233,0.0032776969600479,-0.5623623754923213,-5.007513082892352,1.569989790022934,1.465823313290776,d,,
low,False,3,0.1,0.3,3.0,A2,AP,T1,0.0048011470857955,0.0453707509252494,0.0044504279656589,0.0033949406365856,-0.5104611257601714,-4.486934371737774,1.6017642909752043,1.5182560172593742,d,,
low,False,3,0.15,0.3,3.0,A2,AP,T1,0.005051241046661,0.0474702431408669,0.0048743926233822,0.0035717846564697,-0.4469882000732183,-3.8597597290733874,1.6586972439586096,1.597342671798166,d,,
low,False,3,0.2,0.3,3.0,A2,AP,T1,0.0054277433245945,0.050213512928067,0.0051214665940147,0.0038380133014752,-0.3873328514940907,-3.267096340901712,1.7595559204574838,1.71640314604933,d,,
low,False,3,0.25,0.3,3.0,A2,AP,T1,0.0058098468999675,0.0534100216440711,0.0055848441413028,0.0041082026816874,-0.3193634020317101,-2.5616794532296683,1.8647764821400117,1.8372349060765771,d,,
low,False,3,0.3,0.3,3.0,A2,AP,T1,0.0062399679604758,0.0566627383387561,0.0067835940925888,0.004412345721023,-0.2445448081522072,-1.85472216333193,1.9883368026495245,1.9732511281579144,d,,
low,False,3,0.05,0.3,3.0,A3,AP,T1,0.0047569084164375,0.0471574935624106,0.0042459079816467,0.0033636590170834,0.2472052659724096,3.2052112542624065,1.5244361526755392,1.5042665216767248,d,,
low,False,3,0.1,0.3,3.0,A3,AP,T1,0.0051368644627669,0.0496122954164901,0.0052339472059007,0.0036323298573534,0.4641991698614731,5.132763851820984,1.6894354479551486,1.6244191733920903,d,,
low,False,3,0.15,0.3,3.0,A3,AP,T1,0.0057424954616385,0.0541100244788699,0.006492633266681,0.0040605777847972,0.7632079664806565,7.813818517305113,1.9697915718520371,1.815936511195782,d,,
low,False,3,0.2,0.3,3.0,A3,AP,T1,0.0065781987356272,0.0597905577518554,0.00798288827151,0.0046515121915738,1.0825418979222396,10.684282154099929,2.345021012400369,2.080209090582188,d,,
low,False,3,0.25,0.3,3.0,A3,AP,T1,0.0074882228375786,0.0667906809000317,0.0096003431413481,0.0052949996225521,1.419778526447377,13.883050933083082,2.7609895177640937,2.3679839793637503,d,,
low,False,3,0.3,0.3,3.0,A3,AP,T1,0.0085348465935802,0.0743513259751714,0.0123163878270227,0.0060350780781733,1.7732865933341777,17.06894395713749,3.229370393139688,2.698955471584299,d,,
low,False,3,0.05,0.3,3.0,A4,AP,T1,0.0047561855725466,0.0471563856360328,0.0042440046831781,0.0033631478867108,0.2465755397984677,3.199785151340365,1.5241085904802745,1.5040379383679334,d,,
low,False,3,0.1,0.3,3.0,A4,AP,T1,0.0051337593826886,0.0496149784886738,0.0051899228904173,0.0036301342231956,0.4589519082592071,5.096742937630334,1.687056323465141,1.6234372608556051,d,,
low,False,3,0.15,0.3,3.0,A4,AP,T1,0.005734466620405,0.0540856698517548,0.0064711564379939,0.0040549005083295,0.7471583384229915,7.696817089564532,1.9612810712953943,1.8133975686688304,d,,
low,False,3,0.2,0.3,3.0,A4,AP,T1,0.0065699164547332,0.0598288237789552,0.0079331827818034,0.0046456557053075,1.049350467105208,10.423137331790675,2.327546661450468,2.0775900033975714,d,,
low,False,3,0.25,0.3,3.0,A4,AP,T1,0.0074885356110602,0.0668628175655602,0.0095544130856315,0.0052952207879077,1.3659908183970348,13.449479240945276,2.7338052962109707,2.368082887023119,d,,
low,False,3,0.3,0.3,3.0,A4,AP,T1,0.0085352967523374,0.0745297249420965,0.0121859515168217,0.0060353963900747,1.691737681355081,16.40015434820478,3.185440722454637,2.699097824282459,d,,
low,False,3,0.05,0.3,3.0,A5,AP,T1,0.004753138769299,0.045665128782414,0.0043432486423764,0.0033609934607013,-0.5329155937406597,-4.772831867600736,1.5947442596683397,1.5030744545834454,d,,
low,False,3,0.1,0.3,3.0,A5,AP,T1,0.004979342552735,0.0472419615778462,0.004624363229808,0.0035209444896561,-0.4981072047187183,-4.386494310575892,1.6515057430382167,1.5746063716839758,d,,
low,False,3,0.15,0.3,3.0,A5,AP,T1,0.0053164210335556,0.0499416023356143,0.0051510293162125,0.0037592961609978,-0.4595525113494598,-3.978841489130224,1.7428693315789088,1.6811999466462408,d,,
low,False,3,0.2,0.3,3.0,A5,AP,T1,0.0057952819274647,0.0533262688776084,0.0055374984359187,0.0040979036393676,-0.4302802263552575,-3.64101547268325,1.882454979482826,1.832629057359938,d,,
low,False,3,0.25,0.3,3.0,A5,AP,T1,0.0062780411893015,0.0573033174949276,0.0062528832178311,0.0044392676939175,-0.3905448704119872,-3.208959182506141,2.023330422709205,1.985290940254519,d,,
low,False,3,0.3,0.3,3.0,A5,AP,T1,0.0067959177100881,0.0612066990089871,0.0080602433862031,0.0048054635245667,-0.3504112742001036,-2.809106244637498,2.1774277551317343,2.1490578754954472,d,,
low,False,3,0.05,0.3,3.0,A6,AP,T1,0.0056595424704821,0.0572356516854751,0.0047605406030563,0.0040019208689455,-0.1959240143060905,-1.7886647443540895,1.8003878155775044,1.789704472117981,d,,
low,False,3,0.1,0.3,3.0,A6,AP,T1,0.0064058270641571,0.0623325264269766,0.0058825560165163,0.0045296264043624,-0.1510882456608215,-1.3657992645840522,2.0313169769746198,2.0257003819886146,d,,
low,False,3,0.15,0.3,3.0,A6,AP,T1,0.0075432766507761,0.0714752733303948,0.0074844584429702,0.0053339287418403,-0.085351808675474,-0.7602395664152921,2.3869081032239063,2.385393523721904,d,,
low,False,3,0.2,0.3,3.0,A6,AP,T1,0.0089624372599885,0.0819512972865837,0.0103116629445847,0.0063374318497353,-0.0007641936712123,0.0165007092172053,2.8341574449267077,2.834171512792257,d,,
low,False,3,0.25,0.3,3.0,A6,AP,T1,0.0104798023996235,0.0946817150872808,0.012958853148956,0.0074103763942434,0.1220389984135691,1.2492738584390266,3.3162342384685326,3.314004501130847,d,,
