cell,u_anchor,u_long,anchor_mean_pct,long_mean_pct,combo,axis,estimand,cutoff_mm,estimator,nri_events_vs_A1_mcse,nri_nonevents_vs_A1_mcse,nri_vs_A1_mcse,ppv_mcse,prevalence_mcse,sensitivity_mcse,specificity_mcse,nri_events_vs_A1,nri_nonevents_vs_A1,nri_vs_A1,ppv,prevalence,sensitivity,specificity,panel
6,0.125,0.1,10.0,8.0,10/8,AP,T1,7.0,A2,0.0009645788173112,0.0024129885063425,0.0025986392259308,0.0006749194179767,0.0012294159259583,0.0010292458651892,0.0026121757922817,0.0408516594835525,0.0116385581119672,0.0524902175955197,0.9638778046706352,0.81441,0.904630345894574,0.8512312085780483,AP specificity 7 mm
7,0.125,0.25,10.0,20.0,10/20,AP,T1,7.0,A2,0.0011033275669791,0.0023573550924989,0.0026027782756483,0.0005655033355509,0.0012318902808286,0.0013242895074326,0.0020219336626298,-0.0356018882769472,0.0682354202401372,0.0326335319631899,0.9774664246823956,0.81344,0.8276332612116444,0.9168096054888508,AP specificity 7 mm
8,0.125,0.5,10.0,40.0,10/40,AP,T1,7.0,A2,0.0015071635696479,0.0025290441160449,0.0029440798505773,0.0004848932322024,0.0012298249367288,0.0016524641332816,0.0014162924559342,-0.1977648142462388,0.1155854643337819,-0.0821793499124569,0.9869028995525158,0.81425,0.6663064169481118,0.9612382234185732,AP specificity 7 mm
9,0.25,0.1,20.0,8.0,20/8,AP,T1,7.0,A2,0.0012880752425239,0.0021151636993122,0.0024765006168566,0.0006281339269107,0.0012303357163798,0.0011548908172837,0.0023675642216097,0.1279773969657883,-0.0164560365689701,0.1115213603968181,0.9701009331555894,0.81405,0.8760641238253178,0.8817961817692929,AP specificity 7 mm
10,0.25,0.25,20.0,20.0,20/20,AP,T1,7.0,A2,0.001306760439893,0.002020844902871,0.0024065404564912,0.0005318494976085,0.0012394886651357,0.0014271925520499,0.0017903752299715,0.0450378194291919,0.0328110988025531,0.077848918231745,0.9811537225987058,0.81043,0.7914193699640931,0.9350108139473544,AP specificity 7 mm
11,0.25,0.5,20.0,40.0,20/40,AP,T1,7.0,A2,0.0015522792004035,0.0021443319970979,0.0026472118218577,0.0004618528701158,0.0012244291629163,0.001699732283357,0.0012720441843397,-0.1289275433331291,0.0719847536074053,-0.0569427897257237,0.9889804466540096,0.81635,0.618950205181601,0.9693438606044106,AP specificity 7 mm
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,7.0,A3,0.0007556919874763,0.0025858963113263,0.0026940545860964,0.0009315665834809,0.0012323226326737,0.0006021043904322,0.0035377633193643,0.048827572638853,-0.1462539495528303,-0.0974263769139772,0.9189693148577622,0.81327,0.9695918944507974,0.6276441921490923,AP specificity 7 mm
1,0.03,0.25,2.4,20.0,2.4/20,AP,T1,7.0,A3,0.0006385607206428,0.0020743782110234,0.0021704388395706,0.0008898534122991,0.0012282637355226,0.0007331715236666,0.003436276101903,0.0344108190363988,-0.0872852976126174,-0.0528744785762185,0.9286089677743008,0.81486,0.9540902731757602,0.67716322782759,AP specificity 7 mm
2,0.03,0.5,2.4,40.0,2.4/40,AP,T1,7.0,A3,0.0005077321252372,0.0016228847179456,0.001700454856425,0.0008645093625725,0.0012331354244364,0.0008169285544493,0.0033091460971549,0.021415831231933,-0.0519647153167602,-0.0305488840848271,0.9344204312615864,0.81295,0.9424318838796976,0.7125367548783748,AP specificity 7 mm
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,7.0,A3,0.0008394388088349,0.002664797382232,0.0027938866480458,0.0009265243293449,0.0012344533004532,0.0006253667553304,0.0035098854706608,0.0609652523909752,-0.1582342592098949,-0.0972690068189197,0.9203720189289228,0.81243,0.9671479388993514,0.6375753052193848,AP specificity 7 mm
4,0.06,0.25,4.8,20.0,4.8/20,AP,T1,7.0,A3,0.0007107405464577,0.0021518120854153,0.0022661525489954,0.0008714417469506,0.0012302846625882,0.0007629430618464,0.0033652142383582,0.0429692778262311,-0.0951433335126122,-0.0521740556863811,0.9324420440983232,0.81407,0.9501271389438256,0.6985962458989943,AP specificity 7 mm
5,0.06,0.5,4.8,40.0,4.8/40,AP,T1,7.0,A3,0.0005623980030459,0.001650984606692,0.0017441449725765,0.0008311496271681,0.001232678397231,0.0008842245391422,0.0031875199218184,0.0264164401756176,-0.0538342163001016,-0.027417776124484,0.940876238730348,0.81313,0.9317698277028272,0.7452239524803339,AP specificity 7 mm
6,0.125,0.1,10.0,8.0,10/8,AP,T1,7.0,A3,0.0010391307919153,0.0028654446473747,0.0030480429507923,0.000911480301313,0.0012294159259583,0.0006766142231168,0.0034964537923481,0.0974324971451725,-0.187563985128509,-0.0901314879833365,0.9237904177484068,0.81441,0.961211183556194,0.6520286653375721,AP specificity 7 mm
7,0.125,0.25,10.0,20.0,10/20,AP,T1,7.0,A3,0.0009054710523777,0.002330240342974,0.0024999795764601,0.0008421203355328,0.0012318902808286,0.0008638100538648,0.0032343125236793,0.0718553304484657,-0.1143867924528301,-0.0425314620043644,0.938795156930748,0.81344,0.9350904799370574,0.7341873927958834,AP specificity 7 mm
8,0.125,0.5,10.0,40.0,10/40,AP,T1,7.0,A3,0.0007324929112985,0.0018625682167696,0.0020014260484022,0.0008015294761347,0.0012298249367288,0.0010036366720946,0.0030570354682785,0.0457844642308873,-0.0692328398384926,-0.0234483756076052,0.9469183772591324,0.81425,0.909855695425238,0.7764199192462988,AP specificity 7 mm
9,0.25,0.1,20.0,8.0,20/8,AP,T1,7.0,A3,0.0014206532334307,0.0030534340720584,0.0033677463149804,0.0008933920509643,0.0012303357163798,0.0007240000123569,0.0034345500604484,0.2072477120569989,-0.2231782737294971,-0.0159305616724982,0.9279092243261624,0.81405,0.9553344389165284,0.6750739446087658,AP specificity 7 mm
10,0.25,0.25,20.0,20.0,20/20,AP,T1,7.0,A3,0.0013218711123859,0.0025434135002703,0.0028664081131475,0.0008314041213412,0.0012394886651357,0.0009682701639236,0.0031059287418053,0.1707735399726071,-0.1431133618188532,0.0276601781537539,0.9421136686270534,0.81043,0.9171550905075084,0.7590863533259482,AP specificity 7 mm
11,0.25,0.5,20.0,40.0,20/40,AP,T1,7.0,A3,0.001127947099196,0.002059081706301,0.0023477823859566,0.0007736698172049,0.0012244291629163,0.0011937801124625,0.0028816283914804,0.1177191155754272,-0.0851075415191941,0.032611574056233,0.9534751926164808,0.81635,0.8655968640901575,0.8122515654778111,AP specificity 7 mm
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,7.0,A4,0.0007426460670898,0.0025334597012256,0.0026400646277503,0.0009263455408959,0.0012323226326737,0.0006187061833759,0.003523807785713,0.0470692389981187,-0.1392384726610614,-0.0921692336629427,0.9202413103714356,0.81327,0.9678335608100632,0.6346596690408611,AP specificity 7 mm
1,0.03,0.25,2.4,20.0,2.4/20,AP,T1,7.0,A4,0.0006244355133515,0.0020223524612238,0.0021165606978664,0.0008859672703102,0.0012282637355226,0.000744903401287,0.003422835924267,0.0328522691014407,-0.0825321378416333,-0.0496798687401926,0.9294789658351994,0.81486,0.9525317232408022,0.6819163875985741,AP specificity 7 mm
2,0.03,0.5,2.4,40.0,2.4/40,AP,T1,7.0,A4,0.0004967635519326,0.0015721955813113,0.0016488095622064,0.000861192551288,0.0012331354244364,0.000823126458367,0.0032974689232108,0.0204809643889538,-0.0485966319165998,-0.028115667527646,0.9350787387145248,0.81295,0.9414970170367182,0.7159048382785351,AP specificity 7 mm
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,7.0,A4,0.0008238804944463,0.0025993290458826,0.0027267729201197,0.0009193452295353,0.0012344533004532,0.0006468958659267,0.0034896695603557,0.058577354356683,-0.1489044090206323,-0.0903270546639492,0.922085102878722,0.81243,0.9647600408650592,0.6469051554086475,AP specificity 7 mm
4,0.06,0.25,4.8,20.0,4.8/20,AP,T1,7.0,A4,0.0006939108482,0.0020883623713475,0.0022006293779985,0.0008660379421818,0.0012302846625882,0.0007779828433459,0.0033453945017404,0.0408687213630277,-0.0890119937610928,-0.0481432723980651,0.9335881740981782,0.81407,0.948026582480622,0.7047275856505136,AP specificity 7 mm
5,0.06,0.5,4.8,40.0,4.8/40,AP,T1,7.0,A4,0.0005487127613553,0.0015924247396964,0.0016843106144864,0.0008268588603918,0.001232678397231,0.0008920069206276,0.00317104289061,0.0251128355859456,-0.0498742441269331,-0.0247614085409874,0.9416647997411196,0.81313,0.9304662231131552,0.7491839246535025,AP specificity 7 mm
6,0.125,0.1,10.0,8.0,10/8,AP,T1,7.0,A4,0.0010174065628336,0.0027752371674801,0.0029558513917077,0.0009000239601011,0.0012294159259583,0.0007130635527292,0.0034599951227774,0.0929384462371532,-0.1728002586346247,-0.0798618123974714,0.9264684898929846,0.81441,0.9567171326481748,0.6667923918314564,AP specificity 7 mm
7,0.125,0.25,10.0,20.0,10/20,AP,T1,7.0,A4,0.0008834567761252,0.0022504979310601,0.0024176924562457,0.0008336956007727,0.0012318902808286,0.0008864788456645,0.0031995831628209,0.0681304091266719,-0.1056496569468267,-0.0375192478201548,0.940464515808682,0.81344,0.9313655586152636,0.7429245283018868,AP specificity 7 mm
8,0.125,0.5,10.0,40.0,10/40,AP,T1,7.0,A4,0.0007090327431056,0.0017938511964486,0.0019288933474394,0.0007957779886342,0.0012298249367288,0.0010186211082248,0.0030304581050764,0.0427632790911882,-0.0638492597577388,-0.0210859806665506,0.947966415036204,0.81425,0.9068345102855389,0.7818034993270525,AP specificity 7 mm
9,0.25,0.1,20.0,8.0,20/8,AP,T1,7.0,A4,0.0013849154207027,0.0029229334127645,0.0032344289230025,0.0008767036672406,0.0012303357163798,0.0008211564242277,0.0033601287766085,0.1936244702413856,-0.1981177735950524,-0.0044933033536667,0.9321951456782918,0.81405,0.9417111971009152,0.7001344447432105,AP specificity 7 mm
10,0.25,0.25,20.0,20.0,20/20,AP,T1,7.0,A4,0.0012758489006428,0.0024013006447389,0.0027191975293632,0.0008164416220931,0.0012394886651357,0.0010407829874194,0.0030218977788294,0.1563737768838764,-0.1249142796856042,0.0314594971982722,0.9454409180192288,0.81043,0.9027553274187776,0.7772854354591971,AP specificity 7 mm
11,0.25,0.5,20.0,40.0,20/40,AP,T1,7.0,A4,0.001074704899818,0.0019211306479932,0.0022013027025722,0.0007620648124149,0.0012244291629163,0.0012383971442972,0.0028086671154606,0.1053959698658663,-0.073128233052001,0.0322677368138652,0.9557110516567194,0.81635,0.8532737183805965,0.824230873945004,AP specificity 7 mm
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,10.0,A1,0.0,0.0,0.0,0.0015262328603971,0.0015811364365544,0.0015434072884299,0.0015141585290245,0.0,0.0,0.0,0.8665069072455597,0.49913,0.8620800192334662,0.8676502884980135,AP specificity 10 mm
1,0.03,0.25,2.4,20.0,2.4/20,AP,T1,10.0,A1,0.0,0.0,0.0,0.0015354442892314,0.001581138160946,0.0015321086706497,0.0015342574862041,0.0,0.0,0.0,0.8634709223262139,0.49954,0.8643351883733035,0.8635855013387683,AP specificity 10 mm
2,0.03,0.5,2.4,40.0,2.4/40,AP,T1,10.0,A1,0.0,0.0,0.0,0.0015201428006078,0.0015811384202529,0.0015246382551047,0.0015203113190103,0.0,0.0,0.0,0.8667800680408245,0.50036,0.8656367415460868,0.866764070130494,AP specificity 10 mm
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,10.0,A1,0.0,0.0,0.0,0.0014931328576974,0.0015811353436692,0.0016531087686433,0.0014200249746272,0.0,0.0,0.0,0.8796596605029274,0.49895,0.8371179476901494,0.8859594850813292,AP specificity 10 mm
4,0.06,0.25,4.8,20.0,4.8/20,AP,T1,10.0,A1,0.0,0.0,0.0,0.001495036212512,0.0015811370984199,0.0016487523228777,0.0014336429174696,0.0,0.0,0.0,0.8785694831451258,0.50074,0.8374605583736071,0.8839081841124865,AP specificity 10 mm
5,0.06,0.5,4.8,40.0,4.8/40,AP,T1,10.0,A1,0.0,0.0,0.0,0.0015003285577121,0.0015811328947941,0.0016569278008322,0.0014399465817384,0.0,0.0,0.0,0.8776224509043656,0.50137,0.8351915750842691,0.8828991436536109,AP specificity 10 mm
6,0.125,0.1,10.0,8.0,10/8,AP,T1,10.0,A1,0.0,0.0,0.0,0.0014528668679303,0.0015811385261892,0.001895327662114,0.0012439286669076,0.0,0.0,0.0,0.9004072217122143,0.49969,0.7655146190638196,0.9154324318922268,AP specificity 10 mm
7,0.125,0.25,10.0,20.0,10/20,AP,T1,10.0,A1,0.0,0.0,0.0,0.0014371643563887,0.0015811382178671,0.0018916300555006,0.0012318386068482,0.0,0.0,0.0,0.90282028344084,0.50044,0.7663256334425705,0.917367283209224,AP specificity 10 mm
8,0.125,0.5,10.0,40.0,10/40,AP,T1,10.0,A1,0.0,0.0,0.0,0.0014444301652394,0.0015811261809229,0.0018977071966511,0.0012420323571932,0.0,0.0,0.0,0.9017018572134736,0.502,0.7630876494023905,0.916144578313253,AP specificity 10 mm
9,0.25,0.1,20.0,8.0,20/8,AP,T1,10.0,A1,0.0,0.0,0.0,0.0014789170744136,0.0015811378734949,0.0021819875263666,0.0009916935894551,0.0,0.0,0.0,0.9214566334239952,0.49945,0.6104915406947642,0.9480771151733094,AP specificity 10 mm
10,0.25,0.25,20.0,20.0,20/20,AP,T1,10.0,A1,0.0,0.0,0.0,0.0014739896361695,0.0015811369061532,0.0021803556517225,0.0009903487785768,0.0,0.0,0.0,0.92180859080633,0.49922,0.6125756179640238,0.9482008067414832,AP specificity 10 mm
11,0.25,0.5,20.0,40.0,20/40,AP,T1,10.0,A1,0.0,0.0,0.0,0.001478013978449,0.0015811109357031,0.0021723294247942,0.0010089815501657,0.0,0.0,0.0,0.9205964975195744,0.50297,0.6124619758633716,0.9465424622256202,AP specificity 10 mm
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,10.0,A2,0.0013132946896057,0.0012794405113361,0.0018334969222212,0.0013662619916704,0.0015811364365544,0.0015655130490929,0.0012980884020103,-0.0047682968364955,0.0392916325593467,0.0345233357228512,0.9017744246817836,0.49913,0.8573117223969707,0.9069419210573602,AP specificity 10 mm
1,0.03,0.25,2.4,20.0,2.4/20,AP,T1,10.0,A2,0.0016882435654149,0.0013755453786762,0.0021776802852949,0.0012215468510651,0.001581138160946,0.0019566138295681,0.0009728839638161,-0.1219321776033951,0.0865603644646925,-0.0353718131387026,0.9369647052878908,0.49954,0.7424030107699083,0.9501458658034608,AP specificity 10 mm
2,0.03,0.5,2.4,40.0,2.4/40,AP,T1,10.0,A2,0.0021630839955154,0.0014530963537457,0.0026058436992506,0.0011528108881981,0.0015811384202529,0.0022308520454177,0.0006434815678915,-0.3342393476696778,0.1121007125130093,-0.2221386351566684,0.9618014107433532,0.50036,0.5313973938764089,0.9788647826435032,AP specificity 10 mm
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,10.0,A2,0.0013725766435488,0.0012186660999847,0.0018355145615515,0.0013535870683838,0.0015811353436692,0.0016075361551197,0.0012667402690153,0.0108227277282292,0.0258656820676579,0.0366884097958872,0.905448786542824,0.49895,0.8479406754183786,0.9118251671489872,AP specificity 10 mm
4,0.06,0.25,4.8,20.0,4.8/20,AP,T1,10.0,A2,0.0016861075613577,0.0012859164387223,0.0021205046087769,0.0012090816489284,0.0015811370984199,0.001977457496464,0.0009528144178391,-0.1046650956584255,0.0685013820454272,-0.0361637136129982,0.9391860762733556,0.50074,0.7327954627151815,0.9524095661579136,AP specificity 10 mm
5,0.06,0.5,4.8,40.0,4.8/40,AP,T1,10.0,A2,0.0021560913896889,0.0013787514610042,0.0025592353686037,0.0011293058495632,0.0015811328947941,0.0022313540462815,0.000616624674906,-0.3159343399086503,0.0977678840021659,-0.2181664559064843,0.9642936513815838,0.50137,0.5192572351756188,0.9806670276557768,AP specificity 10 mm
6,0.125,0.1,10.0,8.0,10/8,AP,T1,10.0,A2,0.0015477636960369,0.0011341227413459,0.0019188034946831,0.0013005564180921,0.0015811385261892,0.0017058478626383,0.0011714321602385,0.0578958954551822,0.0104135436029661,0.0683094390581483,0.9172890424701816,0.49969,0.8234105145190018,0.925845975495193,AP specificity 10 mm
7,0.125,0.25,10.0,20.0,10/20,AP,T1,10.0,A2,0.00172744817969,0.0011343800434953,0.0020666144528177,0.0011773092519911,0.0015811382178671,0.0020444410715504,0.0008821380271185,-0.0642634481656142,0.0421170630154535,-0.0221463851501606,0.9455298993487272,0.50044,0.7020621852769563,0.9594843462246776,AP specificity 10 mm
8,0.125,0.5,10.0,40.0,10/40,AP,T1,10.0,A2,0.0021533938123934,0.0011951726953319,0.0024628322482299,0.0010678341667111,0.0015811261809229,0.002231061638433,0.0005464816174289,-0.2741633466135458,0.0687550200803212,-0.2054083265332245,0.9702719797596456,0.502,0.4889243027888446,0.9848995983935744,AP specificity 10 mm
9,0.25,0.1,20.0,8.0,20/8,AP,T1,10.0,A2,0.0018850656851492,0.0009810195489065,0.0021250581151262,0.0012613260538022,0.0015811378734949,0.0018718879153641,0.0010554622309567,0.1633596956652317,-0.0073519128958146,0.1560077827694171,0.9287070187663696,0.49945,0.773851236359996,0.9407252022774948,AP specificity 10 mm
10,0.25,0.25,20.0,20.0,20/20,AP,T1,10.0,A2,0.0018885664328111,0.0009309546236017,0.0021055544833479,0.0011109830028868,0.0015811369061532,0.0021413946735816,0.0007525525719843,0.0326108729618204,0.0225847677622908,0.0551956407241112,0.956551437396056,0.49922,0.6451864909258443,0.970785574503774,AP specificity 10 mm
11,0.25,0.5,20.0,40.0,20/40,AP,T1,10.0,A2,0.0021536584212233,0.0009705877376135,0.0023622627186051,0.0010640732168337,0.0015811109357031,0.0022116002552999,0.0004866047429335,-0.1756168359941944,0.0415467879202462,-0.1340700480739482,0.973763517106896,0.50297,0.4368451398691771,0.9880892501458663,AP specificity 10 mm
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,10.0,A3,0.0012249354663264,0.0013138138874451,0.0017962666359725,0.0016382112229408,0.0015811364365544,0.0010323985338457,0.0018744573207098,0.0815418828762045,-0.0955936670193862,-0.0140517841431816,0.8048909699911135,0.49913,0.9436219021096708,0.7720566214786272,AP specificity 10 mm
1,0.03,0.25,2.4,20.0,2.4/20,AP,T1,10.0,A3,0.0009898405637664,0.0010195205709707,0.001420987873386,0.0016085106722373,0.001581138160946,0.0012414716681847,0.0017587675005422,0.0516074788805701,-0.0550493545937737,-0.0034418757132036,0.8268427995735222,0.49954,0.9159426672538736,0.8085361467449946,AP specificity 10 mm
2,0.03,0.5,2.4,40.0,2.4/40,AP,T1,10.0,A3,0.0007501721447609,0.000787891622583,0.001087902319012,0.0015747721467076,0.0015811384202529,0.0013725502984333,0.0016616934546026,0.0289991206331441,-0.032043071011128,-0.0030439503779838,0.8442533288069103,0.50036,0.894635862179231,0.8347209991193659,AP specificity 10 mm
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,10.0,A3,0.0013446652701675,0.0013754618064727,0.0019235435710843,0.0016343602800206,0.0015811353436692,0.0010845717795293,0.0018508586453026,0.1002705681932057,-0.1060373216245883,-0.0057667534313826,0.8092148517249732,0.49895,0.937388515883355,0.7799221634567408,AP specificity 10 mm
4,0.06,0.25,4.8,20.0,4.8/20,AP,T1,10.0,A3,0.0011183935614078,0.001068065392315,0.0015464694760839,0.001587837950324,0.0015811370984199,0.0013127859288353,0.0017070834092135,0.06714063186484,-0.0606297320033649,0.006510899861475,0.8369733924611973,0.50074,0.9046011902384472,0.8232784521091215,AP specificity 10 mm
5,0.06,0.5,4.8,40.0,4.8/40,AP,T1,10.0,A3,0.0008788123620571,0.0007998709811582,0.0011883201396103,0.0015562540015856,0.0015811328947941,0.0014742536080614,0.0015994646105213,0.0403494425274747,-0.0329903936786795,0.0073590488487951,0.8543430450944902,0.50137,0.8755410176117439,0.8499087499749313,AP specificity 10 mm
6,0.125,0.1,10.0,8.0,10/8,AP,T1,10.0,A3,0.0016351027015627,0.001454625587285,0.0021884918194597,0.0016228873300207,0.0015811385261892,0.0011830876745163,0.0018045646854552,0.1588184674498189,-0.1203453858607663,0.0384730815890525,0.8183557760453579,0.49969,0.9243330865136384,0.7950870460314605,AP specificity 10 mm
7,0.125,0.25,10.0,20.0,10/20,AP,T1,10.0,A3,0.0014109574208275,0.0011690388062397,0.0018323352787857,0.0015728642860866,0.0015811382178671,0.001460194816861,0.0016248834413402,0.1122212453041323,-0.0737048602770438,0.0385163850270885,0.849157911001236,0.50044,0.8785468787467029,0.8436624229321803,AP specificity 10 mm
8,0.125,0.5,10.0,40.0,10/40,AP,T1,10.0,A3,0.001139675414747,0.0008937902018379,0.0014483511231328,0.0015332530682788,0.0015811261809229,0.0016638467704049,0.0014838214103446,0.0701195219123506,-0.0415060240963855,0.028613497815965,0.8701268982733513,0.502,0.8332071713147411,0.8746385542168674,AP specificity 10 mm
9,0.25,0.1,20.0,8.0,20/8,AP,T1,10.0,A3,0.0020606981371424,0.001551318678755,0.0025793538833352,0.0016100938214746,0.0015811378734949,0.0012426245817718,0.0017605166669191,0.3052958254079487,-0.1400859055039456,0.165209919904003,0.8263595302619693,0.49945,0.9157873661027128,0.8079912096693637,AP specificity 10 mm
10,0.25,0.25,20.0,20.0,20/20,AP,T1,10.0,A3,0.0018897773174115,0.0012499841249372,0.0022657710877311,0.0015678150291056,0.0015811369061532,0.0016206980682611,0.0015382574877628,0.2322022354873602,-0.0855665162346739,0.1466357192526863,0.85976106988502,0.49922,0.8447778534513841,0.8626342905068094,AP specificity 10 mm
11,0.25,0.5,20.0,40.0,20/40,AP,T1,10.0,A3,0.0016042600625973,0.0009632688561704,0.0018712394923453,0.0015361533226891,0.0015811109357031,0.0018898642693453,0.0013570823045513,0.1527924130663856,-0.0484678993219725,0.1043245137444131,0.883689962347323,0.50297,0.7652543889297573,0.8980745629036476,AP specificity 10 mm
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,10.0,A4,0.0011836414300947,0.0012359112340493,0.0017112812783076,0.0016265058230402,0.0015811364365544,0.001081598606948,0.0018382072355628,0.0756516338428866,-0.0834747539281649,-0.0078231200852783,0.812375249500998,0.49913,0.9377316530763528,0.7841755345698485,AP specificity 10 mm
1,0.03,0.25,2.4,20.0,2.4/20,AP,T1,10.0,A4,0.0009498146672791,0.0009519160532825,0.0013447275094514,0.001598638040239,0.001581138160946,0.0012698641811478,0.0017321972919359,0.0473035192376986,-0.0476161931023458,-0.0003126738646471,0.8317808219178082,0.49954,0.911638707611002,0.8159693082364224,AP specificity 10 mm
2,0.03,0.5,2.4,40.0,2.4/40,AP,T1,10.0,A4,0.0007130297780357,0.0007274598466572,0.0010186310877173,0.0015660463275073,0.0015811384202529,0.0013889296051766,0.0016418246432708,0.0261211927412263,-0.0271795692898887,-0.0010583765486624,0.8477248978816377,0.50036,0.8917579342873131,0.8395845008406052,AP specificity 10 mm
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,10.0,A4,0.0012955246964944,0.0012859487355879,0.0018253899281488,0.0016193012904106,0.0015811353436692,0.0011469794588999,0.0018041979580324,0.0922537328389618,-0.0911685460532881,0.0010851867856737,0.818509169858613,0.49895,0.9293716805291112,0.7947909390280411,AP specificity 10 mm
4,0.06,0.25,4.8,20.0,4.8/20,AP,T1,10.0,A4,0.0010746647736481,0.0009869222134134,0.0014590818452194,0.0015727574780245,0.0015811370984199,0.0013460580518804,0.001670622416007,0.0616287893917002,-0.0512558586708328,0.0103729307208674,0.8434689748201439,0.50074,0.8990893477653074,0.8326523254416537,AP specificity 10 mm
5,0.06,0.5,4.8,40.0,4.8/40,AP,T1,10.0,A4,0.0008299911571006,0.000735143632373,0.0011087477084909,0.0015467808666243,0.0015811328947941,0.001496943850571,0.0015759769057657,0.035821848136107,-0.0277159416802037,0.0081059064559033,0.8581085064156727,0.50137,0.8710134232203761,0.8551832019734071,AP specificity 10 mm
6,0.125,0.1,10.0,8.0,10/8,AP,T1,10.0,A4,0.0015759877689878,0.0013384683739648,0.0020676641497359,0.0015995476111335,0.0015811385261892,0.0012757127575102,0.0017327308833811,0.1451900178110428,-0.0995382862625172,0.0456517315485256,0.8316641690120253,0.49969,0.9107046368748624,0.8158941456297096,AP specificity 10 mm
7,0.125,0.25,10.0,20.0,10/20,AP,T1,10.0,A4,0.0013498900064147,0.0010648012788214,0.0017193035778472,0.0015484419895177,0.0015811382178671,0.0015140032792339,0.0015658325725053,0.1014906881943889,-0.0602730402754423,0.0412176479189465,0.8588237620629647,0.50044,0.8678163216369594,0.8570942429337818,AP specificity 10 mm
8,0.125,0.5,10.0,40.0,10/40,AP,T1,10.0,A4,0.0010762653060933,0.0008071849013706,0.0013453231857441,0.0015144900637278,0.0015811261809229,0.0016955719270514,0.0014426101678527,0.0619920318725099,-0.033574297188755,0.0284177346837549,0.8762773182135528,0.502,0.8250796812749004,0.882570281124498,AP specificity 10 mm
9,0.25,0.1,20.0,8.0,20/8,AP,T1,10.0,A4,0.0020005872933237,0.0014097887170657,0.0024474177708299,0.0015852157109687,0.0015811378734949,0.0014185085972339,0.0016548489992487,0.276163780158174,-0.112036759564479,0.1641270205936949,0.84364938751405,0.49945,0.8866553208529382,0.8360403556088303,AP specificity 10 mm
10,0.25,0.25,20.0,20.0,20/20,AP,T1,10.0,A4,0.0017976452633574,0.001108838970791,0.0021121203460069,0.0015407695212218,0.0015811369061532,0.0017386337266181,0.0014401211925006,0.202215456111534,-0.065917169216023,0.136298286895511,0.873419080543686,0.49922,0.8147910740755578,0.8822836375254602,AP specificity 10 mm
11,0.25,0.5,20.0,40.0,20/40,AP,T1,10.0,A4,0.0015016312303078,0.0008486736913446,0.0017248603961528,0.0015143471676744,0.0015811109357031,0.0019487324553932,0.0012877545772029,0.1304252738731932,-0.0371808542743898,0.0932444195988033,0.8924050632911392,0.50297,0.7428872497365648,0.9093616079512304,AP specificity 10 mm
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,13.0,A1,0.0,0.0,0.0,0.0025267276003571,0.0013782075184818,0.0024063792216005,0.000985132014682,0.0,0.0,0.0,0.7814579439252336,0.25494,0.8199576370910803,0.9215365205486806,AP specificity 13 mm
1,0.03,0.25,2.4,20.0,2.4/20,AP,T1,13.0,A1,0.0,0.0,0.0,0.0025042864907486,0.0013797862555483,0.0023686562485078,0.000982701508504,0.0,0.0,0.0,0.7846987638739374,0.25583,0.8262908962983231,0.922060819436419,AP specificity 13 mm
2,0.03,0.5,2.4,40.0,2.4/40,AP,T1,13.0,A1,0.0,0.0,0.0,0.0025075961398554,0.0013816919045141,0.0023876930575501,0.0009852331110573,0.0,0.0,0.0,0.7840457533330858,0.25691,0.8217663773305827,0.921745683564575,AP specificity 13 mm
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,13.0,A1,0.0,0.0,0.0,0.00250855625808,0.0013787227679994,0.0025632269169865,0.0009055933571841,0.0,0.0,0.0,0.8049376778485833,0.25523,0.7868980919170944,0.934650966070062,AP specificity 13 mm
4,0.06,0.25,4.8,20.0,4.8/20,AP,T1,13.0,A1,0.0,0.0,0.0,0.0025269513728056,0.0013781897369375,0.0025603155565258,0.0009206370027622,0.0,0.0,0.0,0.7991883181474555,0.25493,0.7879025614874672,0.9322613982578818,AP specificity 13 mm
5,0.06,0.5,4.8,40.0,4.8/40,AP,T1,13.0,A1,0.0,0.0,0.0,0.0025277947751225,0.0013806698776318,0.0025850202317805,0.0009172050528314,0.0,0.0,0.0,0.8004800960192039,0.25633,0.7805563141263215,0.9329406860569875,AP specificity 13 mm
6,0.125,0.1,10.0,8.0,10/8,AP,T1,13.0,A1,0.0,0.0,0.0,0.0025120292588417,0.0013808110366737,0.002870525608591,0.0007653810609888,0.0,0.0,0.0,0.8403574788334901,0.25641,0.6967746967746967,0.9543565674632526,AP specificity 13 mm
