u_level,variant,p_K,p_beat_cv,p_view_over,estimator,metric,value,mcse,n
base,median/triggered,2,0.15,False,A5,bias_mm,-1.1282558499159867,0.005993125619473914,100000
base,median/triggered,2,0.15,False,A5,rmse_mm,2.2056021432693647,0.006571639238093943,100000
base,median/triggered,2,0.15,False,A6,bias_mm,-0.34311689908273074,0.007510189012514515,100000
base,median/triggered,2,0.15,False,A6,rmse_mm,2.399576359248966,0.0073495380719181685,100000
base,median/triggered,2,0.15,False,A7,bias_mm,0.25146507518466504,0.005702616857053295,100000
base,median/triggered,2,0.15,False,A7,rmse_mm,1.820765241878659,0.005543506558918012,100000
base,median/triggered,2,0.15,False,A4,bias_mm,0.01878978762142691,0.00601409739762296,100000
base,median/triggered,2,0.15,False,A4,rmse_mm,1.9019078940792262,0.00595056303959794,100000
base,median/triggered,2,0.15,True,A1,bias_mm,-0.20896427332626866,0.006395363397570988,100000
base,median/triggered,2,0.15,True,A1,rmse_mm,2.0331484120823204,0.006447952207875393,100000
base,median/triggered,2,0.15,True,A2,bias_mm,-0.944317692513002,0.006200378824002233,100000
base,median/triggered,2,0.15,True,A2,rmse_mm,2.176273699654768,0.00654582027998751,100000
base,median/triggered,2,0.15,True,A3,bias_mm,0.2240521630288315,0.006423215218380149,100000
base,median/triggered,2,0.15,True,A3,rmse_mm,2.0435086220095067,0.007379764613946848,100000
base,median/triggered,2,0.15,True,A5,bias_mm,-0.944317692513002,0.006200378824002233,100000
base,median/triggered,2,0.15,True,A5,rmse_mm,2.176273699654768,0.00654582027998751,100000
base,median/triggered,2,0.15,True,A6,bias_mm,-0.24653869568294787,0.007716075330995318,100000
base,median/triggered,2,0.15,True,A6,rmse_mm,2.452448499359362,0.00790245166530363,100000
base,median/triggered,2,0.15,True,A7,bias_mm,0.2552927883243329,0.005689290106998166,100000
base,median/triggered,2,0.15,True,A7,rmse_mm,1.8171252658821329,0.005561506335433092,100000
base,median/triggered,2,0.15,True,A4,bias_mm,0.14550415515087406,0.006294360657079768,100000
base,median/triggered,2,0.15,True,A4,rmse_mm,1.9957528525169277,0.006646744450819476,100000
base,median/triggered,2,0.2,False,A1,bias_mm,-0.2377964712253317,0.007004377654663694,100000
base,median/triggered,2,0.2,False,A1,rmse_mm,2.227695835013411,0.006749948486361923,100000
base,median/triggered,2,0.2,False,A2,bias_mm,-1.064487612547342,0.006338591722845465,100000
base,median/triggered,2,0.2,False,A2,rmse_mm,2.2695524233677036,0.0066907587309826795,100000
base,median/triggered,2,0.2,False,A3,bias_mm,0.20147037781167546,0.006746600472133059,100000
base,median/triggered,2,0.2,False,A3,rmse_mm,2.142943440591994,0.0068530647353807,100000
base,median/triggered,2,0.2,False,A5,bias_mm,-1.064487612547342,0.006338591722845465,100000
base,median/triggered,2,0.2,False,A5,rmse_mm,2.2695524233677036,0.0066907587309826795,100000
base,median/triggered,2,0.2,False,A6,bias_mm,-0.2678364839038935,0.008799067435386207,100000
base,median/triggered,2,0.2,False,A6,rmse_mm,2.795356458802646,0.009361029845046498,100000
base,median/triggered,2,0.2,False,A7,bias_mm,0.3180040864557044,0.006178999580807408,100000
base,median/triggered,2,0.2,False,A7,rmse_mm,1.979669669649086,0.006028983847013912,100000
base,median/triggered,2,0.2,False,A4,bias_mm,0.18478754158056251,0.00675475954517174,100000
base,median/triggered,2,0.2,False,A4,rmse_mm,2.1440099020423737,0.006862991419193735,100000
base,median/triggered,2,0.2,True,A1,bias_mm,-0.15040891592781533,0.007219217827036509,100000
base,median/triggered,2,0.2,True,A1,rmse_mm,2.2878551807981027,0.007801859571468922,100000
base,median/triggered,2,0.2,True,A2,bias_mm,-0.8855884229690774,0.006545695573487849,100000
base,median/triggered,2,0.2,True,A2,rmse_mm,2.2514077957678302,0.006578588270316388,100000
base,median/triggered,2,0.2,True,A3,bias_mm,0.3980631974827107,0.007173572051473563,100000
base,median/triggered,2,0.2,True,A3,rmse_mm,2.3031318778616314,0.008879355881383626,100000
base,median/triggered,2,0.2,True,A5,bias_mm,-0.8855884229690774,0.006545695573487849,100000
base,median/triggered,2,0.2,True,A5,rmse_mm,2.2514077957678302,0.006578588270316388,100000
base,median/triggered,2,0.2,True,A6,bias_mm,-0.16122073431267325,0.009019272806222417,100000
base,median/triggered,2,0.2,True,A6,rmse_mm,2.8566832119079435,0.010875396286766032,100000
base,median/triggered,2,0.2,True,A7,bias_mm,0.3158235612563496,0.006186280663642118,100000
base,median/triggered,2,0.2,True,A7,rmse_mm,1.981593575058072,0.006381903786678131,100000
base,median/triggered,2,0.2,True,A4,bias_mm,0.2933260987676576,0.007043957448365564,100000
