u,view_errors,r_mean,beat_cv,N_beats,cell,axis,t_warn,t_adj,value,mcse,n
low,False,0.64,0.3,5,356,SL,3.0,4.0,0.09207,0.0009142927053192539,100000
low,False,0.64,0.3,5,356,AP,3.0,5.0,0.21622,0.0013018022568731396,100000
low,False,0.64,0.3,5,356,SL,3.0,5.0,0.12428,0.00104323766036316,100000
low,False,0.64,0.3,5,356,AP,3.0,6.0,0.24967,0.0013687033685207324,100000
low,False,0.64,0.3,5,356,SL,3.0,6.0,0.13635,0.0010851667037833405,100000
low,False,0.64,0.3,5,356,AP,4.0,5.0,0.09056,0.000907517968968108,100000
low,False,0.64,0.3,5,356,SL,4.0,5.0,0.04203,0.000634535098320022,100000
low,False,0.64,0.3,5,356,AP,4.0,6.0,0.13392,0.001076965336489527,100000
low,False,0.64,0.3,5,356,SL,4.0,6.0,0.05863,0.0007429167052907075,100000
low,False,0.64,0.3,7,357,AP,2.0,4.0,0.3156,0.0014696824146733197,100000
low,False,0.64,0.3,7,357,SL,2.0,4.0,0.2254,0.0013213434072942582,100000
low,False,0.64,0.3,7,357,AP,2.0,5.0,0.35519,0.0015133739257037566,100000
low,False,0.64,0.3,7,357,SL,2.0,5.0,0.24092,0.001352322275199222,100000
low,False,0.64,0.3,7,357,AP,2.0,6.0,0.37299,0.0015292758413706798,100000
low,False,0.64,0.3,7,357,SL,2.0,6.0,0.24631,0.0013625027849512822,100000
low,False,0.64,0.3,7,357,AP,3.0,4.0,0.13399,0.0010772032301288369,100000
low,False,0.64,0.3,7,357,SL,3.0,4.0,0.07514,0.0008336304960832467,100000
low,False,0.64,0.3,7,357,AP,3.0,5.0,0.19221,0.0012460550385115419,100000
low,False,0.64,0.3,7,357,SL,3.0,5.0,0.09914,0.0009450463501860637,100000
low,False,0.64,0.3,7,357,AP,3.0,6.0,0.21844,0.0013066138159379763,100000
low,False,0.64,0.3,7,357,SL,3.0,6.0,0.10754,0.0009796690686144991,100000
low,False,0.64,0.3,7,357,AP,4.0,5.0,0.07588,0.0008373901456310553,100000
low,False,0.64,0.3,7,357,SL,4.0,5.0,0.03141,0.0005515742189406607,100000
low,False,0.64,0.3,7,357,AP,4.0,6.0,0.11114,0.000993921025031667,100000
low,False,0.64,0.3,7,357,SL,4.0,6.0,0.04285,0.0006404207796441337,100000
low,False,0.64,0.3,10,358,AP,2.0,4.0,0.28634,0.0014295083224661548,100000
low,False,0.64,0.3,10,358,SL,2.0,4.0,0.17869,0.0012114449384928727,100000
low,False,0.64,0.3,10,358,AP,2.0,5.0,0.31769,0.0014722875530955221,100000
low,False,0.64,0.3,10,358,SL,2.0,5.0,0.18912,0.0012383603094414809,100000
low,False,0.64,0.3,10,358,AP,2.0,6.0,0.33016,0.001487126001386567,100000
low,False,0.64,0.3,10,358,SL,2.0,6.0,0.1922,0.0012460303367093435,100000
low,False,0.64,0.3,10,358,AP,3.0,4.0,0.11501,0.001008874124457556,100000
low,False,0.64,0.3,10,358,SL,3.0,4.0,0.0548,0.00071970104904745,100000
low,False,0.64,0.3,10,358,AP,3.0,5.0,0.16237,0.0011662160310165523,100000
low,False,0.64,0.3,10,358,SL,3.0,5.0,0.07126,0.0008135232780935037,100000
low,False,0.64,0.3,10,358,AP,3.0,6.0,0.18182,0.0012196781854243357,100000
low,False,0.64,0.3,10,358,SL,3.0,6.0,0.07643,0.000840169358522435,100000
low,False,0.64,0.3,10,358,AP,4.0,5.0,0.06167,0.0007607023800409724,100000
low,False,0.64,0.3,10,358,SL,4.0,5.0,0.02167,0.0004604390415679365,100000
low,False,0.64,0.3,10,358,AP,4.0,6.0,0.08826,0.0008970516841297384,100000
low,False,0.64,0.3,10,358,SL,4.0,6.0,0.02868,0.0005278016445597721,100000
low,False,0.64,0.3,13,359,AP,2.0,4.0,0.19106,0.0012432058413633681,100000
low,False,0.64,0.3,13,359,SL,2.0,4.0,0.08488,0.0008813364034238005,100000
low,False,0.64,0.3,13,359,AP,2.0,5.0,0.2053,0.001277309320407551,100000
low,False,0.64,0.3,13,359,SL,2.0,5.0,0.0879,0.000895397062760427,100000
low,False,0.64,0.3,13,359,AP,2.0,6.0,0.20994,0.0012878866269978892,100000
low,False,0.64,0.3,13,359,SL,2.0,6.0,0.08878,0.0008994337752163858,100000
low,False,0.64,0.3,13,359,AP,3.0,4.0,0.06634,0.0007870133696450143,100000
low,False,0.64,0.3,13,359,SL,3.0,4.0,0.02188,0.0004626150192114389,100000
low,False,0.64,0.3,13,359,AP,3.0,5.0,0.08835,0.000897464637186335,100000
low,False,0.64,0.3,13,359,SL,3.0,5.0,0.02709,0.0005133822347919725,100000
low,False,0.64,0.3,13,359,AP,3.0,6.0,0.09593,0.0009312756579015689,100000
low,False,0.64,0.3,13,359,SL,3.0,6.0,0.02848,0.0005260122584122922,100000
low,False,0.64,0.3,13,359,AP,4.0,5.0,0.03028,0.0005418774916897731,100000
low,False,0.64,0.3,13,359,SL,4.0,5.0,0.00717,0.0002668068795964602,100000
low,False,0.64,0.3,13,359,AP,4.0,6.0,0.04097,0.0006268289966170997,100000
low,False,0.64,0.3,13,359,SL,4.0,6.0,0.00925,0.0003027282196954886,100000
low,False,0.8,0.05,1,360,AP,2.0,4.0,0.22962,0.0013300175021404793,100000
low,False,0.8,0.05,1,360,SL,2.0,4.0,0.21581,0.0013009075443704676,100000
low,False,0.8,0.05,1,360,AP,2.0,5.0,0.23571,0.0013422026519866515,100000
low,False,0.8,0.05,1,360,SL,2.0,5.0,0.22035,0.0013107092641009292,100000
low,False,0.8,0.05,1,360,AP,2.0,6.0,0.23662,0.0013439902365716798,100000
low,False,0.8,0.05,1,360,SL,2.0,6.0,0.22085,0.0013117746662441685,100000
low,False,0.8,0.05,1,360,AP,3.0,4.0,0.06879,0.0008003620174645971,100000
low,False,0.8,0.05,1,360,SL,3.0,4.0,0.06096,0.0007565968437681987,100000
low,False,0.8,0.05,1,360,AP,3.0,5.0,0.08113,0.0008634113915162343,100000
low,False,0.8,0.05,1,360,SL,3.0,5.0,0.07079,0.000811041157402015,100000
low,False,0.8,0.05,1,360,AP,3.0,6.0,0.0831,0.000872893979816564,100000
low,False,0.8,0.05,1,360,SL,3.0,6.0,0.07199,0.000817358182806045,100000
low,False,0.8,0.05,1,360,AP,4.0,5.0,0.01836,0.0004245339845053633,100000
low,False,0.8,0.05,1,360,SL,4.0,5.0,0.01414,0.000373363902915105,100000
low,False,0.8,0.05,1,360,AP,4.0,6.0,0.02148,0.00045846057191431414,100000
low,False,0.8,0.05,1,360,SL,4.0,6.0,0.01626,0.0003999451512395168,100000
low,False,0.8,0.05,3,361,AP,2.0,4.0,0.06784,0.0007952215691239769,100000
low,False,0.8,0.05,3,361,SL,2.0,4.0,0.05999,0.0007509407426688207,100000
low,False,0.8,0.05,3,361,AP,2.0,5.0,0.06795,0.0007958190592088129,100000
low,False,0.8,0.05,3,361,SL,2.0,5.0,0.06003,0.0007511750734682295,100000
low,False,0.8,0.05,3,361,AP,2.0,6.0,0.06795,0.0007958190592088129,100000
low,False,0.8,0.05,3,361,SL,2.0,6.0,0.06003,0.0007511750734682295,100000
low,False,0.8,0.05,3,361,AP,3.0,4.0,0.00559,0.000235770055350547,100000
low,False,0.8,0.05,3,361,SL,3.0,4.0,0.00396,0.0001986030815470898,100000
low,False,0.8,0.05,3,361,AP,3.0,5.0,0.00584,0.00024095423631884956,100000
low,False,0.8,0.05,3,361,SL,3.0,5.0,0.00403,0.0002003436822063526,100000
low,False,0.8,0.05,3,361,AP,3.0,6.0,0.00584,0.00024095423631884956,100000
low,False,0.8,0.05,3,361,SL,3.0,6.0,0.00403,0.0002003436822063526,100000
low,False,0.8,0.05,3,361,AP,4.0,5.0,0.00036,5.9989199027825e-05,100000
low,False,0.8,0.05,3,361,SL,4.0,5.0,9e-05,2.9998649969623634e-05,100000
low,False,0.8,0.05,3,361,AP,4.0,6.0,0.00036,5.9989199027825e-05,100000
low,False,0.8,0.05,3,361,SL,4.0,6.0,9e-05,2.9998649969623634e-05,100000
low,False,0.8,0.05,5,362,AP,2.0,4.0,0.0228,0.00047201864369958945,100000
low,False,0.8,0.05,5,362,SL,2.0,4.0,0.02022,0.0004450971983735687,100000
low,False,0.8,0.05,5,362,AP,2.0,5.0,0.0228,0.00047201864369958945,100000
low,False,0.8,0.05,5,362,SL,2.0,5.0,0.02023,0.00044520497638728167,100000
low,False,0.8,0.05,5,362,AP,2.0,6.0,0.0228,0.00047201864369958945,100000
low,False,0.8,0.05,5,362,SL,2.0,6.0,0.02023,0.00044520497638728167,100000
low,False,0.8,0.05,5,362,AP,3.0,4.0,0.00053,7.278180404469238e-05,100000
low,False,0.8,0.05,5,362,SL,3.0,4.0,0.00038,6.163242653019594e-05,100000
low,False,0.8,0.05,5,362,AP,3.0,5.0,0.00053,7.278180404469238e-05,100000
low,False,0.8,0.05,5,362,SL,3.0,5.0,0.00039,6.243780105032527e-05,100000
low,False,0.8,0.05,5,362,AP,3.0,6.0,0.00053,7.278180404469238e-05,100000
low,False,0.8,0.05,5,362,SL,3.0,6.0,0.00039,6.243780105032527e-05,100000
low,False,0.8,0.05,5,362,AP,4.0,5.0,1e-05,9.999949999874999e-06,100000
low,False,0.8,0.05,5,362,SL,4.0,5.0,1e-05,9.999949999874999e-06,100000
low,False,0.8,0.05,5,362,AP,4.0,6.0,1e-05,9.999949999874999e-06,100000
low,False,0.8,0.05,5,362,SL,4.0,6.0,1e-05,9.999949999874999e-06,100000
low,False,0.8,0.05,7,363,AP,2.0,4.0,0.00845,0.0002894580712296688,100000
low,False,0.8,0.05,7,363,SL,2.0,4.0,0.00741,0.00027120272675620357,100000
low,False,0.8,0.05,7,363,AP,2.0,5.0,0.00846,0.00028962783705990694,100000
low,False,0.8,0.05,7,363,SL,2.0,5.0,0.00741,0.00027120272675620357,100000
low,False,0.8,0.05,7,363,AP,2.0,6.0,0.00846,0.00028962783705990694,100000
low,False,0.8,0.05,7,363,SL,2.0,6.0,0.00741,0.00027120272675620357,100000
low,False,0.8,0.05,7,363,AP,3.0,4.0,0.00018,4.242258832273203e-05,100000
low,False,0.8,0.05,7,363,SL,3.0,4.0,5e-05,2.2360120751015635e-05,100000
low,False,0.8,0.05,7,363,AP,3.0,5.0,0.00019,4.358484828469637e-05,100000
low,False,0.8,0.05,7,363,SL,3.0,5.0,5e-05,2.2360120751015635e-05,100000
low,False,0.8,0.05,7,363,AP,3.0,6.0,0.00019,4.358484828469637e-05,100000
low,False,0.8,0.05,7,363,SL,3.0,6.0,5e-05,2.2360120751015635e-05,100000
low,False,0.8,0.05,7,363,AP,4.0,5.0,1e-05,9.999949999874999e-06,100000
low,False,0.8,0.05,7,363,SL,4.0,5.0,0.0,0.0,100000
low,False,0.8,0.05,7,363,AP,4.0,6.0,1e-05,9.999949999874999e-06,100000
low,False,0.8,0.05,7,363,SL,4.0,6.0,0.0,0.0,100000
low,False,0.8,0.05,10,364,AP,2.0,4.0,0.00265,0.0001625723685009233,100000
low,False,0.8,0.05,10,364,SL,2.0,4.0,0.00219,0.0001478243518504309,100000
low,False,0.8,0.05,10,364,AP,2.0,5.0,0.00265,0.0001625723685009233,100000
low,False,0.8,0.05,10,364,SL,2.0,5.0,0.00219,0.0001478243518504309,100000
low,False,0.8,0.05,10,364,AP,2.0,6.0,0.00265,0.0001625723685009233,100000
low,False,0.8,0.05,10,364,SL,2.0,6.0,0.00219,0.0001478243518504309,100000
low,False,0.8,0.05,10,364,AP,3.0,4.0,4e-05,1.9999599995999918e-05,100000
low,False,0.8,0.05,10,364,SL,3.0,4.0,0.0,0.0,100000
low,False,0.8,0.05,10,364,AP,3.0,5.0,4e-05,1.9999599995999918e-05,100000
low,False,0.8,0.05,10,364,SL,3.0,5.0,0.0,0.0,100000
low,False,0.8,0.05,10,364,AP,3.0,6.0,4e-05,1.9999599995999918e-05,100000
low,False,0.8,0.05,10,364,SL,3.0,6.0,0.0,0.0,100000
low,False,0.8,0.05,10,364,AP,4.0,5.0,0.0,0.0,100000
low,False,0.8,0.05,10,364,SL,4.0,5.0,0.0,0.0,100000
low,False,0.8,0.05,10,364,AP,4.0,6.0,0.0,0.0,100000
low,False,0.8,0.05,10,364,SL,4.0,6.0,0.0,0.0,100000
low,False,0.8,0.05,13,365,AP,2.0,4.0,0.00051,7.139607132048654e-05,100000
low,False,0.8,0.05,13,365,SL,2.0,4.0,0.00052,7.20922742046608e-05,100000
low,False,0.8,0.05,13,365,AP,2.0,5.0,0.00051,7.139607132048654e-05,100000
low,False,0.8,0.05,13,365,SL,2.0,5.0,0.00052,7.20922742046608e-05,100000
low,False,0.8,0.05,13,365,AP,2.0,6.0,0.00051,7.139607132048654e-05,100000
low,False,0.8,0.05,13,365,SL,2.0,6.0,0.00052,7.20922742046608e-05,100000
low,False,0.8,0.05,13,365,AP,3.0,4.0,0.0,0.0,100000
low,False,0.8,0.05,13,365,SL,3.0,4.0,0.0,0.0,100000
low,False,0.8,0.05,13,365,AP,3.0,5.0,0.0,0.0,100000
low,False,0.8,0.05,13,365,SL,3.0,5.0,0.0,0.0,100000
low,False,0.8,0.05,13,365,AP,3.0,6.0,0.0,0.0,100000
low,False,0.8,0.05,13,365,SL,3.0,6.0,0.0,0.0,100000
low,False,0.8,0.05,13,365,AP,4.0,5.0,0.0,0.0,100000
low,False,0.8,0.05,13,365,SL,4.0,5.0,0.0,0.0,100000
low,False,0.8,0.05,13,365,AP,4.0,6.0,0.0,0.0,100000
low,False,0.8,0.05,13,365,SL,4.0,6.0,0.0,0.0,100000
low,False,0.8,0.1,1,366,AP,2.0,4.0,0.30504,0.0014559896922712056,100000
low,False,0.8,0.1,1,366,SL,2.0,4.0,0.27906,0.0014183988028759753,100000
low,False,0.8,0.1,1,366,AP,2.0,5.0,0.32861,0.0014853466528053309,100000
low,False,0.8,0.1,1,366,SL,2.0,5.0,0.29499,0.0014421196202118601,100000
low,False,0.8,0.1,1,366,AP,2.0,6.0,0.33607,0.001493743468939697,100000
low,False,0.8,0.1,1,366,SL,2.0,6.0,0.29913,0.00144793384897239,100000
low,False,0.8,0.1,1,366,AP,3.0,4.0,0.12038,0.0010290221358163292,100000
low,False,0.8,0.1,1,366,SL,3.0,4.0,0.1013,0.0009541399792483282,100000
low,False,0.8,0.1,1,366,AP,3.0,5.0,0.15942,0.0011576064253449874,100000
low,False,0.8,0.1,1,366,SL,3.0,5.0,0.12924,0.001060834682690946,100000
low,False,0.8,0.1,1,366,AP,3.0,6.0,0.17207,0.0011935741078793558,100000
low,False,0.8,0.1,1,366,SL,3.0,6.0,0.13687,0.0010869066339847227,100000
low,False,0.8,0.1,1,366,AP,4.0,5.0,0.05521,0.0007222316518957059,100000
low,False,0.8,0.1,1,366,SL,4.0,5.0,0.03941,0.0006152792203544664,100000
low,False,0.8,0.1,1,366,AP,4.0,6.0,0.07338,0.000824593085103192,100000
low,False,0.8,0.1,1,366,SL,4.0,6.0,0.05085,0.0006947249635647189,100000
low,False,0.8,0.1,3,367,AP,2.0,4.0,0.1686,0.0011839511814259911,100000
low,False,0.8,0.1,3,367,SL,2.0,4.0,0.13245,0.0010719468153784497,100000
low,False,0.8,0.1,3,367,AP,2.0,5.0,0.1727,0.0011953020957063533,100000
low,False,0.8,0.1,3,367,SL,2.0,5.0,0.13411,0.0010776108198231864,100000
low,False,0.8,0.1,3,367,AP,2.0,6.0,0.1734,0.0011972152688635408,100000
low,False,0.8,0.1,3,367,SL,2.0,6.0,0.13451,0.0010789673762445276,100000
low,False,0.8,0.1,3,367,AP,3.0,4.0,0.0403,0.0006218995899660973,100000
low,False,0.8,0.1,3,367,SL,3.0,4.0,0.02589,0.0005021922729393593,100000
low,False,0.8,0.1,3,367,AP,3.0,5.0,0.04789,0.0006752521595670761,100000
low,False,0.8,0.1,3,367,SL,3.0,5.0,0.0293,0.0005333058222071085,100000
low,False,0.8,0.1,3,367,AP,3.0,6.0,0.04932,0.0006847447524442958,100000
low,False,0.8,0.1,3,367,SL,3.0,6.0,0.02998,0.0005392698730691341,100000
low,False,0.8,0.1,3,367,AP,4.0,5.0,0.01039,0.0003206563253703254,100000
low,False,0.8,0.1,3,367,SL,4.0,5.0,0.0049,0.00022081643960538807,100000
low,False,0.8,0.1,3,367,AP,4.0,6.0,0.01258,0.00035244494038076354,100000
low,False,0.8,0.1,3,367,SL,4.0,6.0,0.00586,0.00024136404868994058,100000
low,False,0.8,0.1,5,368,AP,2.0,4.0,0.10089,0.0009524243166782334,100000
low,False,0.8,0.1,5,368,SL,2.0,4.0,0.07386,0.0008270713415419494,100000
low,False,0.8,0.1,5,368,AP,2.0,5.0,0.10187,0.0009565171357586857,100000
low,False,0.8,0.1,5,368,SL,2.0,5.0,0.0743,0.0008293341304926501,100000
low,False,0.8,0.1,5,368,AP,2.0,6.0,0.10207,0.0009573490225617822,100000
low,False,0.8,0.1,5,368,SL,2.0,6.0,0.07438,0.0008297446330046371,100000
low,False,0.8,0.1,5,368,AP,3.0,4.0,0.01734,0.00041278716549815356,100000
low,False,0.8,0.1,5,368,SL,3.0,4.0,0.00935,0.0003043448291001508,100000
low,False,0.8,0.1,5,368,AP,3.0,5.0,0.01948,0.00043704152663105137,100000
low,False,0.8,0.1,5,368,SL,3.0,5.0,0.0104,0.0003208089774304952,100000
low,False,0.8,0.1,5,368,AP,3.0,6.0,0.01984,0.00044098043494014564,100000
low,False,0.8,0.1,5,368,SL,3.0,6.0,0.01052,0.0003226349268135736,100000
low,False,0.8,0.1,5,368,AP,4.0,5.0,0.00301,0.00017323221120796211,100000
low,False,0.8,0.1,5,368,SL,4.0,5.0,0.00146,0.00012074222128153847,100000
low,False,0.8,0.1,5,368,AP,4.0,6.0,0.00356,0.00018834347347333275,100000
low,False,0.8,0.1,5,368,SL,4.0,6.0,0.00159,0.00012599491656412176,100000
low,False,0.8,0.1,7,369,AP,2.0,4.0,0.06539,0.0007817553830962727,100000
low,False,0.8,0.1,7,369,SL,2.0,4.0,0.04403,0.0006487785377152977,100000
low,False,0.8,0.1,7,369,AP,2.0,5.0,0.06583,0.0007841964747434153,100000
low,False,0.8,0.1,7,369,SL,2.0,5.0,0.0442,0.0006499719993968971,100000
low,False,0.8,0.1,7,369,AP,2.0,6.0,0.06591,0.0007846392285630383,100000
low,False,0.8,0.1,7,369,SL,2.0,6.0,0.04422,0.000650112233387436,100000
low,False,0.8,0.1,7,369,AP,3.0,4.0,0.00851,0.0002904751263017197,100000
low,False,0.8,0.1,7,369,SL,3.0,4.0,0.00424,0.00020547560439137296,100000
low,False,0.8,0.1,7,369,AP,3.0,5.0,0.00946,0.00030611286153966154,100000
low,False,0.8,0.1,7,369,SL,3.0,5.0,0.00454,0.00021258853214602147,100000
low,False,0.8,0.1,7,369,AP,3.0,6.0,0.00958,0.0003080296024735285,100000
low,False,0.8,0.1,7,369,SL,3.0,6.0,0.0046,0.00021398224225388423,100000
low,False,0.8,0.1,7,369,AP,4.0,5.0,0.00131,0.00011438023867784156,100000
low,False,0.8,0.1,7,369,SL,4.0,5.0,0.0004,6.323290282756281e-05,100000
low,False,0.8,0.1,7,369,AP,4.0,6.0,0.00156,0.00012480249997496044,100000
low,False,0.8,0.1,7,369,SL,4.0,6.0,0.00049,6.998284789861012e-05,100000
low,False,0.8,0.1,10,370,AP,2.0,4.0,0.03617,0.000590438236397339,100000
low,False,0.8,0.1,10,370,SL,2.0,4.0,0.02218,0.00046570427955946466,100000
low,False,0.8,0.1,10,370,AP,2.0,5.0,0.03634,0.0005917719526979966,100000
low,False,0.8,0.1,10,370,SL,2.0,5.0,0.02222,0.0004661144880820591,100000
low,False,0.8,0.1,10,370,AP,2.0,6.0,0.03637,0.0005920069518172907,100000
low,False,0.8,0.1,10,370,SL,2.0,6.0,0.02222,0.0004661144880820591,100000
low,False,0.8,0.1,10,370,AP,3.0,4.0,0.00322,0.00017915444733525318,100000
low,False,0.8,0.1,10,370,SL,3.0,4.0,0.00137,0.00011696679443329205,100000
low,False,0.8,0.1,10,370,AP,3.0,5.0,0.00357,0.00018860686890991008,100000
low,False,0.8,0.1,10,370,SL,3.0,5.0,0.00145,0.0001203286125574462,100000
low,False,0.8,0.1,10,370,AP,3.0,6.0,0.0036,0.0001893948256948959,100000
low,False,0.8,0.1,10,370,SL,3.0,6.0,0.00145,0.0001203286125574462,100000
low,False,0.8,0.1,10,370,AP,4.0,5.0,0.00047,6.854043332223689e-05,100000
low,False,0.8,0.1,10,370,SL,4.0,5.0,0.00011,3.3164423709752596e-05,100000
low,False,0.8,0.1,10,370,AP,4.0,6.0,0.00051,7.139607132048654e-05,100000
low,False,0.8,0.1,10,370,SL,4.0,6.0,0.00011,3.3164423709752596e-05,100000
low,False,0.8,0.1,13,371,AP,2.0,4.0,0.02152,0.00045887786610382506,100000
low,False,0.8,0.1,13,371,SL,2.0,4.0,0.01175,0.0003407629307891338,100000
low,False,0.8,0.1,13,371,AP,2.0,5.0,0.02157,0.00045939890182715936,100000
low,False,0.8,0.1,13,371,SL,2.0,5.0,0.01177,0.00034104936739422345,100000
low,False,0.8,0.1,13,371,AP,2.0,6.0,0.02158,0.0004595030315460389,100000
low,False,0.8,0.1,13,371,SL,2.0,6.0,0.01177,0.00034104936739422345,100000
low,False,0.8,0.1,13,371,AP,3.0,4.0,0.00178,0.0001332978469443524,100000
low,False,0.8,0.1,13,371,SL,3.0,4.0,0.00056,7.481219151983184e-05,100000
low,False,0.8,0.1,13,371,AP,3.0,5.0,0.00189,0.00013734729338432558,100000
low,False,0.8,0.1,13,371,SL,3.0,5.0,0.0006,7.743642553733998e-05,100000
low,False,0.8,0.1,13,371,AP,3.0,6.0,0.00192,0.00013843097919179797,100000
low,False,0.8,0.1,13,371,SL,3.0,6.0,0.0006,7.743642553733998e-05,100000
low,False,0.8,0.1,13,371,AP,4.0,5.0,0.00018,4.242258832273203e-05,100000
low,False,0.8,0.1,13,371,SL,4.0,5.0,4e-05,1.9999599995999918e-05,100000
low,False,0.8,0.1,13,371,AP,4.0,6.0,0.00023,4.795279970971455e-05,100000
low,False,0.8,0.1,13,371,SL,4.0,6.0,4e-05,1.9999599995999918e-05,100000
low,False,0.8,0.15,1,372,AP,2.0,4.0,0.33993,0.0014979238802422506,100000
low,False,0.8,0.15,1,372,SL,2.0,4.0,0.32345,0.0014792906999640065,100000
low,False,0.8,0.15,1,372,AP,2.0,5.0,0.38618,0.0015396266027839348,100000
low,False,0.8,0.15,1,372,SL,2.0,5.0,0.35646,0.0015145833367629527,100000
low,False,0.8,0.15,1,372,AP,2.0,6.0,0.40609,0.0015530000383129421,100000
low,False,0.8,0.15,1,372,SL,2.0,6.0,0.36921,0.0015260864192436809,100000
low,False,0.8,0.15,1,372,AP,3.0,4.0,0.1521,0.0011356301774785665,100000
low,False,0.8,0.15,1,372,SL,3.0,4.0,0.13452,0.0010790012493041888,100000
low,False,0.8,0.15,1,372,AP,3.0,5.0,0.21962,0.0013091487906269478,100000
low,False,0.8,0.15,1,372,SL,3.0,5.0,0.18622,0.0012310244173045473,100000
low,False,0.8,0.15,1,372,AP,3.0,6.0,0.24942,0.0013682458244043722,100000
low,False,0.8,0.15,1,372,SL,3.0,6.0,0.20622,0.0012794268701258387,100000
low,False,0.8,0.15,1,372,AP,4.0,5.0,0.08952,0.0009028076738707973,100000
low,False,0.8,0.15,1,372,SL,4.0,5.0,0.07002,0.0008069522885524274,100000
low,False,0.8,0.15,1,372,AP,4.0,6.0,0.13041,0.0010649095355944559,100000
low,False,0.8,0.15,1,372,SL,4.0,6.0,0.09812,0.0009407043403748066,100000
low,False,0.8,0.15,3,373,AP,2.0,4.0,0.2572,0.0013822017218915624,100000
low,False,0.8,0.15,3,373,SL,2.0,4.0,0.21093,0.0012901105964218725,100000
low,False,0.8,0.15,3,373,AP,2.0,5.0,0.27424,0.0014107885114360691,100000
low,False,0.8,0.15,3,373,SL,2.0,5.0,0.22,0.001309961831505025,100000
low,False,0.8,0.15,3,373,AP,2.0,6.0,0.27973,0.0014194404781462306,100000
low,False,0.8,0.15,3,373,SL,2.0,6.0,0.22262,0.0013155239853381618,100000
low,False,0.8,0.15,3,373,AP,3.0,4.0,0.08972,0.0009037163360258571,100000
low,False,0.8,0.15,3,373,SL,3.0,4.0,0.06292,0.0007678611436972182,100000
low,False,0.8,0.15,3,373,AP,3.0,5.0,0.11732,0.0010176247717110663,100000
low,False,0.8,0.15,3,373,SL,3.0,5.0,0.07855,0.0008507637598064459,100000
low,False,0.8,0.15,3,373,AP,3.0,6.0,0.12637,0.001050717008047362,100000
low,False,0.8,0.15,3,373,SL,3.0,6.0,0.08296,0.0008722249618074456,100000
low,False,0.8,0.15,3,373,AP,4.0,5.0,0.03711,0.0005977695868810992,100000
low,False,0.8,0.15,3,373,SL,4.0,5.0,0.02136,0.0004572061941837621,100000
low,False,0.8,0.15,3,373,AP,4.0,6.0,0.05011,0.000689920197559109,100000
low,False,0.8,0.15,3,373,SL,4.0,6.0,0.02758,0.0005178739576383427,100000
low,False,0.8,0.15,5,374,AP,2.0,4.0,0.1985,0.0012613395656998951,100000
low,False,0.8,0.15,5,374,SL,2.0,4.0,0.1514,0.0011334815393291592,100000
low,False,0.8,0.15,5,374,AP,2.0,5.0,0.20668,0.0012804818530537635,100000
low,False,0.8,0.15,5,374,SL,2.0,5.0,0.15569,0.00114651918387788,100000
low,False,0.8,0.15,5,374,AP,2.0,6.0,0.20884,0.001285402094288009,100000
low,False,0.8,0.15,5,374,SL,2.0,6.0,0.15653,0.0011490359398208568,100000
low,False,0.8,0.15,5,374,AP,3.0,4.0,0.05818,0.000740237040413407,100000
low,False,0.8,0.15,5,374,SL,3.0,4.0,0.03657,0.0005935708474984262,100000
low,False,0.8,0.15,5,374,AP,3.0,5.0,0.07203,0.0008175676063788242,100000
low,False,0.8,0.15,5,374,SL,3.0,5.0,0.04408,0.0006491298298491604,100000
low,False,0.8,0.15,5,374,AP,3.0,6.0,0.0759,0.0008374914327920018,100000
low,False,0.8,0.15,5,374,SL,3.0,6.0,0.04551,0.0006590814813056122,100000
low,False,0.8,0.15,5,374,AP,4.0,5.0,0.01948,0.00043704152663105137,100000
low,False,0.8,0.15,5,374,SL,4.0,5.0,0.01033,0.0003197388168490026,100000
low,False,0.8,0.15,5,374,AP,4.0,6.0,0.02512,0.0004948634720809366,100000
low,False,0.8,0.15,5,374,SL,4.0,6.0,0.01256,0.0003521682325253089,100000
low,False,0.8,0.15,7,375,AP,2.0,4.0,0.15586,0.0011470294695429583,100000
low,False,0.8,0.15,7,375,SL,2.0,4.0,0.11423,0.0010058901883406557,100000
low,False,0.8,0.15,7,375,AP,2.0,5.0,0.16095,0.0011620890563980026,100000
low,False,0.8,0.15,7,375,SL,2.0,5.0,0.11649,0.0010144953420297208,100000
low,False,0.8,0.15,7,375,AP,2.0,6.0,0.16205,0.0011652887946770965,100000
low,False,0.8,0.15,7,375,SL,2.0,6.0,0.11686,0.0010158924175324865,100000
low,False,0.8,0.15,7,375,AP,3.0,4.0,0.03925,0.0006140801047094752,100000
low,False,0.8,0.15,7,375,SL,3.0,4.0,0.02279,0.00047191753410950947,100000
low,False,0.8,0.15,7,375,AP,3.0,5.0,0.048,0.0006759881655768835,100000
low,False,0.8,0.15,7,375,SL,3.0,5.0,0.02712,0.0005136585013411147,100000
low,False,0.8,0.15,7,375,AP,3.0,6.0,0.0502,0.0006905067704229989,100000
low,False,0.8,0.15,7,375,SL,3.0,6.0,0.02787,0.0005205118932358799,100000
low,False,0.8,0.15,7,375,AP,4.0,5.0,0.01176,0.0003409061806421233,100000
low,False,0.8,0.15,7,375,SL,4.0,5.0,0.00591,0.0002423854760500307,100000
low,False,0.8,0.15,7,375,AP,4.0,6.0,0.01497,0.000384003894511501,100000
