u,view_errors,r_mean,beat_cv,N_beats,cell,axis,metric,rule,tau,value,mcse,n,lo95,hi95
low,False,0.9,0.3,7,429,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.11392,0.0010047001224245968,100000,0.1119508239292522,0.11588917607074779
low,False,0.9,0.3,7,429,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.0617,0.0007608752197305415,100000,0.06020871196083605,0.06319128803916395
low,False,0.9,0.3,7,429,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.03441,0.0005764195685436087,100000,0.033280238396759,0.03553976160324101
low,False,0.9,0.3,10,430,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.10783,0.000980829705402523,100000,0.10590760908728045,0.10975239091271954
low,False,0.9,0.3,10,430,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.05939,0.0007474143957671674,100000,0.057925094691214596,0.0608549053087854
low,False,0.9,0.3,10,430,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.03278,0.0005630761191881609,100000,0.031676391077131494,0.0338836089228685
low,False,0.9,0.3,10,430,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.08307,0.0008727506808934611,100000,0.08135944008447334,0.08478055991552667
low,False,0.9,0.3,10,430,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.0423,0.0006364802432126231,100000,0.04105252163659201,0.043547478363407985
low,False,0.9,0.3,10,430,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.02183,0.00046209794524537754,100000,0.02092430466284509,0.02273569533715491
low,False,0.9,0.3,13,431,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.04676,0.0006676338996785588,100000,0.045451461591450415,0.04806853840854959
low,False,0.9,0.3,13,431,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.02267,0.0004707023592462651,100000,0.021747440321162253,0.023592559678837745
low,False,0.9,0.3,13,431,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.01082,0.00032715329128712734,100000,0.010178791326595717,0.011461208673404282
low,False,0.9,0.3,13,431,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.0328,0.0005632420438852199,100000,0.03169606587069855,0.033903934129301455
low,False,0.9,0.3,13,431,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.01519,0.0003867720762930023,100000,0.014431940654260463,0.015948059345739538
low,False,0.9,0.3,13,431,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00697,0.000263085900420376,100000,0.006454361106268478,0.007485638893731521
low,True,0.53,0.05,1,432,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.04572,0.0006605276799650412,100000,0.04442538952626499,0.047014610473735
low,True,0.53,0.05,1,432,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.02096,0.00045299755407728195,100000,0.020072141101920474,0.021847858898079525
low,True,0.53,0.05,1,432,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.0104,0.0003208089774304952,100000,0.009771225953359417,0.011028774046640582
low,True,0.53,0.05,1,432,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.01499,0.000384256423498684,100000,0.014236871243173825,0.015743128756826173
low,True,0.53,0.05,1,432,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00382,0.0001950745395996105,100000,0.003437660925068189,0.004202339074931811
low,True,0.53,0.05,1,432,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00129,0.00011350488535741534,100000,0.0010675345108753388,0.001512465489124661
low,True,0.53,0.05,3,433,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.02434,0.00048731472787101355,100000,0.023384880676703017,0.025295119323296984
low,True,0.53,0.05,3,433,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.01138,0.00033541758451220173,100000,0.010722593609389127,0.012037406390610872
low,True,0.53,0.05,3,433,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00567,0.0002374415949238886,100000,0.005204623021846595,0.006135376978153404
low,True,0.53,0.05,3,433,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.00376,0.00019354230545283894,100000,0.003380664048835432,0.004139335951164568
low,True,0.53,0.05,3,433,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00138,0.0001173923166139931,100000,0.0011499152855599716,0.0016100847144400283
low,True,0.53,0.05,3,433,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.0005,7.06929982388638e-05,100000,0.00036144426839976356,0.0006385557316002364
low,True,0.53,0.05,5,434,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.02151,0.00045877358141026384,100000,0.020610820296284815,0.022409179703715188
low,True,0.53,0.05,5,434,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.01046,0.0003217233034767609,100000,0.009829433907224475,0.011090566092775526
low,True,0.53,0.05,5,434,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00557,0.00023535027299750473,100000,0.005108721937534719,0.006031278062465281
low,True,0.53,0.05,5,434,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.00313,0.0001766409663696392,100000,0.0027837900649902965,0.0034762099350097034
low,True,0.53,0.05,5,434,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00108,0.00010386691484779935,100000,0.0008764245861072478,0.0012835754138927522
low,True,0.53,0.05,5,434,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00047,6.854043332223689e-05,100000,0.00033566321814401526,0.0006043367818559847
low,True,0.53,0.05,7,435,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.01959,0.00043824915173905354,100000,0.018731047439560916,0.020448952560439083
low,True,0.53,0.05,7,435,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00959,0.0003081887716968287,100000,0.008985961102269997,0.010194038897730002
low,True,0.53,0.05,7,435,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00508,0.00022481533755506987,100000,0.004639370031744215,0.005520629968255785
low,True,0.53,0.05,7,435,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.00262,0.0001616519594684828,100000,0.0023031679789123146,0.0029368320210876853
low,True,0.53,0.05,7,435,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00109,0.00010434614990501565,100000,0.000885485302647566,0.0012945146973524341
low,True,0.53,0.05,7,435,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00029,5.3843839016177145e-05,100000,0.0001844680139064974,0.0003955319860935026
low,True,0.53,0.05,10,436,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.01842,0.00042521410606893086,100000,0.01758659565981271,0.019253404340187286
low,True,0.53,0.05,10,436,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00895,0.00029782373142515017,100000,0.008366276208061036,0.009533723791938963
low,True,0.53,0.05,10,436,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00468,0.00021582626346207268,100000,0.004256988293359822,0.005103011706640178
low,True,0.53,0.05,10,436,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.00262,0.0001616519594684828,100000,0.0023031679789123146,0.0029368320210876853
low,True,0.53,0.05,10,436,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00093,9.639165420304809e-05,100000,0.0007410758278615771,0.001118924172138423
low,True,0.53,0.05,10,436,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00031,5.5669012924606445e-05,100000,0.00020089073875223664,0.00041910926124776336
low,True,0.53,0.05,13,437,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.01864,0.0004276979120828158,100000,0.017801727489442518,0.019478272510557483
low,True,0.53,0.05,13,437,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00909,0.0003001228398506185,100000,0.008501770038315024,0.009678229961684978
low,True,0.53,0.05,13,437,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00476,0.0002176543682079457,100000,0.004333405273869682,0.005186594726130318
low,True,0.53,0.05,13,437,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.00237,0.0001537655065351134,100000,0.002068625142749413,0.002671374857250587
low,True,0.53,0.05,13,437,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00095,9.742163517412341e-05,100000,0.0007590571022375843,0.0011409428977624157
low,True,0.53,0.05,13,437,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00045,6.706694416774929e-05,100000,0.00031855120384120144,0.0005814487961587985
low,True,0.53,0.1,1,438,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.0854,0.0008837807420395626,100000,0.08366782156170917,0.08713217843829084
low,True,0.53,0.1,1,438,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.04509,0.0006561775057101546,100000,0.0438039157111983,0.046376084288801696
low,True,0.53,0.1,1,438,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.02415,0.0004854562544658375,100000,0.023198523217672122,0.02510147678232788
low,True,0.53,0.1,1,438,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.02748,0.0005169608263688846,100000,0.026466775390906735,0.028493224609093266
low,True,0.53,0.1,1,438,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00887,0.0002965016542955536,100000,0.008288867431640269,0.00945113256835973
low,True,0.53,0.1,1,438,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00314,0.00017692202802364662,100000,0.0027932391942666612,0.0034867608057333388
low,True,0.53,0.1,3,439,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.03678,0.0005952077922877019,100000,0.03561341415459663,0.03794658584540337
low,True,0.53,0.1,3,439,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.01809,0.0004214587986980459,100000,0.017263955927068583,0.018916044072931414
low,True,0.53,0.1,3,439,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00945,0.0003059525698535641,100000,0.00885034397737953,0.01004965602262047
low,True,0.53,0.1,3,439,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.00639,0.0002519755523855439,100000,0.0058961369884442194,0.00688386301155578
low,True,0.53,0.1,3,439,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00226,0.0001501629914459618,100000,0.0019656859426336066,0.002554314057366393
low,True,0.53,0.1,3,439,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00091,9.53505060290715e-05,100000,0.0007231164408012369,0.0010968835591987631
low,True,0.53,0.1,5,440,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.02776,0.0005195130643208119,100000,0.026741773096401526,0.028778226903598474
low,True,0.53,0.1,5,440,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.01374,0.0003681197142235118,100000,0.01301849861243163,0.014461501387568371
low,True,0.53,0.1,5,440,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00705,0.0002645807532682602,100000,0.006531431248501328,0.007568568751498672
low,True,0.53,0.1,5,440,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.00457,0.00021328654669247192,100000,0.004151966046798437,0.004988033953201564
low,True,0.53,0.1,5,440,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00165,0.00012834630886784395,100000,0.001398445855086145,0.001901554144913855
low,True,0.53,0.1,5,440,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00067,8.182610219239335e-05,100000,0.000509623785442588,0.0008303762145574121
low,True,0.53,0.1,7,441,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.0247,0.0004908147308302798,100000,0.023738020796902962,0.025661979203097037
low,True,0.53,0.1,7,441,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.01258,0.00035244494038076354,100000,0.011889220604871556,0.013270779395128442
low,True,0.53,0.1,7,441,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00659,0.0002558626956005897,100000,0.006088518327679886,0.007091481672320115
low,True,0.53,0.1,7,441,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.00388,0.00019659464896074866,100000,0.0034946815654442955,0.004265318434555705
low,True,0.53,0.1,7,441,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00146,0.00012074222128153847,100000,0.0012233495930081507,0.0016966504069918491
low,True,0.53,0.1,7,441,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.0006,7.743642553733998e-05,100000,0.00044822739365813294,0.000751772606341867
low,True,0.53,0.1,10,442,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.02298,0.00047383456606710326,100000,0.022051301308552856,0.023908698691447145
low,True,0.53,0.1,10,442,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.01153,0.0003375953065432042,100000,0.010868325352606355,0.012191674647393645
low,True,0.53,0.1,10,442,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00588,0.00024177314987400896,100000,0.005406133330080338,0.006353866669919662
low,True,0.53,0.1,10,442,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.0028,0.0001670975762840383,100000,0.002472494765996031,0.003127505234003969
low,True,0.53,0.1,10,442,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00112,0.00010577077100976432,100000,0.0009126930965686181,0.0013273069034313817
low,True,0.53,0.1,10,442,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00048,6.926540261920089e-05,100000,0.00034424230442086056,0.0006157576955791394
low,True,0.53,0.1,13,443,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.02003,0.00044304400571500797,100000,0.01916164969838279,0.02089835030161721
low,True,0.53,0.1,13,443,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00997,0.00031417509608496977,100000,0.009354228121976917,0.010585771878023082
low,True,0.53,0.1,13,443,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00526,0.0002287429212019467,100000,0.004811672109189348,0.005708327890810652
low,True,0.53,0.1,13,443,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.00262,0.0001616519594684828,100000,0.0023031679789123146,0.0029368320210876853
low,True,0.53,0.1,13,443,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00101,0.00010044799151799901,100000,0.0008131255527524166,0.0012068744472475835
low,True,0.53,0.1,13,443,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00048,6.926540261920089e-05,100000,0.00034424230442086056,0.0006157576955791394
low,True,0.53,0.15,1,444,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.14919,0.0011266425515663785,100000,0.14698182115806174,0.15139817884193824
low,True,0.53,0.15,1,444,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.0902,0.0009058916049947697,100000,0.08842448506630804,0.09197551493369197
low,True,0.53,0.15,1,444,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.05391,0.0007141688308796457,100000,0.05251025480155381,0.05530974519844619
low,True,0.53,0.15,1,444,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.05042,0.0006919380290170501,100000,0.04906382637289563,0.05177617362710437
low,True,0.53,0.15,1,444,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.0207,0.0004502389365659083,100000,0.019817547892932535,0.021582452107067465
low,True,0.53,0.15,1,444,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00883,0.0002958383190190209,100000,0.008250167544902202,0.009409832455097796
low,True,0.53,0.15,3,445,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.06499,0.000779527420300274,100000,0.0634621543191986,0.06651784568080141
low,True,0.53,0.15,3,445,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.0346,0.0005779519011128867,100000,0.03346723508008718,0.03573276491991282
low,True,0.53,0.15,3,445,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.01849,0.0004260061020689727,100000,0.017655043376164487,0.019324956623835512
low,True,0.53,0.15,3,445,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.01238,0.00034966749348488204,100000,0.011694664300799396,0.013065335699200605
low,True,0.53,0.15,3,445,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00459,0.0002137505999991579,100000,0.004171056519023251,0.00500894348097675
low,True,0.53,0.15,3,445,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00186,0.00013625492284684616,100000,0.001592945256397404,0.002127054743602596
low,True,0.53,0.15,5,446,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.0465,0.0006658659775059843,100000,0.04519492665526346,0.04780507334473654
low,True,0.53,0.15,5,446,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.02362,0.00048023010734438544,100000,0.022678766277888868,0.02456123372211113
low,True,0.53,0.15,5,446,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.01257,0.000352306615038662,100000,0.011879491717562363,0.013260508282437636
low,True,0.53,0.15,5,446,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.00727,0.0002686474846336738,100000,0.006743460601427447,0.007796539398572554
low,True,0.53,0.15,5,446,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00279,0.0001667997571940679,100000,0.002463078480690886,0.003116921519309114
low,True,0.53,0.15,5,446,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.0011,0.0001048231844584012,100000,0.0008945503320961742,0.001305449667903826
low,True,0.53,0.15,7,447,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.03732,0.0005993931731342959,100000,0.036145210958811014,0.038494789041188984
low,True,0.53,0.15,7,447,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.01819,0.00042260056672938805,100000,0.017361718102830805,0.019018281897169198
low,True,0.53,0.15,7,447,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00959,0.0003081887716968287,100000,0.008985961102269997,0.010194038897730002
low,True,0.53,0.15,7,447,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.00625,0.00024921752546721107,100000,0.005761542621915183,0.006738457378084818
low,True,0.53,0.15,7,447,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00234,0.00015279150499945997,100000,0.0020405341506952385,0.0026394658493047616
low,True,0.53,0.15,7,447,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00104,0.00010192734667399127,100000,0.0008402260699034573,0.0012397739300965425
low,True,0.53,0.15,10,448,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.03041,0.0005430030561608286,100000,0.029345733558034798,0.0314742664419652
low,True,0.53,0.15,10,448,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.01488,0.00038286532357997637,100000,0.014129597748934896,0.015630402251065104
low,True,0.53,0.15,10,448,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00785,0.0002790766471777959,100000,0.007303019818290818,0.00839698018170918
low,True,0.53,0.15,10,448,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.0043,0.0002069180997399696,100000,0.0038944479735612504,0.00470555202643875
low,True,0.53,0.15,10,448,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00168,0.0001295058917578656,100000,0.0014261731143666869,0.0019338268856333132
low,True,0.53,0.15,10,448,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00068,8.243407062616766e-05,100000,0.000518432189199254,0.0008415678108007461
low,True,0.53,0.15,13,449,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.02794,0.000521146394019953,100000,0.026918571828991076,0.028961428171008923
low,True,0.53,0.15,13,449,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.01435,0.0003760861271038856,100000,0.01361288472997696,0.01508711527002304
low,True,0.53,0.15,13,449,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.0075,0.00027283236611516605,100000,0.006965258384379455,0.008034741615620546
low,True,0.53,0.15,13,449,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.00378,0.00019405441504897537,100000,0.00339966033246295,0.00416033966753705
low,True,0.53,0.15,13,449,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.0013,0.00011394340700540773,100000,0.001076675024232053,0.0015233249757679469
low,True,0.53,0.15,13,449,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.0006,7.743642553733998e-05,100000,0.00044822739365813294,0.000751772606341867
low,True,0.53,0.2,1,450,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.21475,0.0012985855285656005,100000,0.21220481911309044,0.21729518088690955
low,True,0.53,0.2,1,450,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.14627,0.0011174752216492319,100000,0.1440797887946755,0.14846021120532452
low,True,0.53,0.2,1,450,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.09808,0.0009405334316227149,100000,0.09623658833322302,0.09992341166677698
low,True,0.53,0.2,1,450,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.08388,0.0008766079260421959,100000,0.08216188002284262,0.08559811997715737
low,True,0.53,0.2,1,450,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.04045,0.0006230072030081194,100000,0.03922892831036339,0.04167107168963661
low,True,0.53,0.2,1,450,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.02036,0.0004466035199144763,100000,0.01948467317869434,0.021235326821305658
low,True,0.53,0.2,3,451,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.111,0.000993373041711924,100000,0.10905302459967413,0.11294697540032587
low,True,0.53,0.2,3,451,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.06405,0.0007742583386699817,100000,0.06253248152950702,0.06556751847049297
low,True,0.53,0.2,3,451,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.0379,0.0006038508921911103,100000,0.03671647398993755,0.03908352601006246
low,True,0.53,0.2,3,451,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.02341,0.00047814194440563357,100000,0.022472859002074956,0.024347140997925044
low,True,0.53,0.2,3,451,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00944,0.00030579219087478347,100000,0.008840658314404296,0.010039341685595705
low,True,0.53,0.2,3,451,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.0045,0.00021165419910788445,100000,0.004085165389299714,0.004914834610700285
low,True,0.53,0.2,5,452,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.07529,0.0008343944864391183,100000,0.07365461684478083,0.07692538315521916
low,True,0.53,0.2,5,452,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.04084,0.0006258761411014164,100000,0.039613305294982304,0.0420666947050177
low,True,0.53,0.2,5,452,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.02226,0.00046652430161782567,100000,0.02134562916370392,0.023174370836296077
low,True,0.53,0.2,5,452,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.01389,0.00037009549983754193,100000,0.013164626143756412,0.014615373856243587
low,True,0.53,0.2,5,452,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00525,0.00022852653018851007,100000,0.004802096227785608,0.005697903772214393
low,True,0.53,0.2,5,452,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00238,0.0001540887925840163,100000,0.0020779915137318613,0.002682008486268139
low,True,0.53,0.2,7,453,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.0605,0.0007539214150029165,100000,0.059022341167765224,0.06197765883223477
low,True,0.53,0.2,7,453,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.03237,0.0005596622472527516,100000,0.03127308214322551,0.0334669178567745
low,True,0.53,0.2,7,453,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.01797,0.00042008426654660606,100000,0.017146649960602247,0.018793350039397753
low,True,0.53,0.2,7,453,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.01004,0.00031526494254832714,100000,0.00942209206214321,0.01065790793785679
low,True,0.53,0.2,7,453,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00363,0.00019017947050089292,100000,0.003257255084279188,0.0040027449157208125
low,True,0.53,0.2,7,453,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00154,0.0001240011451560025,100000,0.0012969622195354606,0.0017830377804645393
low,True,0.53,0.2,10,454,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.04853,0.0006795207068220953,100000,0.04719816387737413,0.04986183612262586
low,True,0.53,0.2,10,454,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.02525,0.0004961092369629898,100000,0.024277643755485072,0.02622235624451493
low,True,0.53,0.2,10,454,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.01371,0.0003677232097651711,100000,0.012989275746895816,0.014430724253104184
low,True,0.53,0.2,10,454,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.0069,0.00026177070118712674,100000,0.006386938849418474,0.007413061150581526
low,True,0.53,0.2,10,454,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.00253,0.00015885839921137316,100000,0.0022186432564480804,0.00284135674355192
low,True,0.53,0.2,10,454,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00103,0.00010143663539372746,100000,0.0008311878463471685,0.0012288121536528317
low,True,0.53,0.2,13,455,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.04036,0.0006223429151199523,100000,0.039140230290709836,0.041579769709290164
low,True,0.53,0.2,13,455,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.0205,0.00044810434052796233,100000,0.019621731624321452,0.02137826837567855
low,True,0.53,0.2,13,455,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.0111,0.00033131239035085906,100000,0.01045063964215837,0.011749360357841632
low,True,0.53,0.2,13,455,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.00602,0.0002446172438729535,100000,0.005540559008229791,0.00649944099177021
low,True,0.53,0.2,13,455,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.0023,0.00015148300234679797,100000,0.0020030987687883603,0.0025969012312116397
low,True,0.53,0.2,13,455,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00097,9.844079946851306e-05,100000,0.0007770595769104954,0.0011629404230895047
low,True,0.53,0.25,1,456,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.2788,0.0014179935119738737,100000,0.2760207837642976,0.28157921623570237
low,True,0.53,0.25,1,456,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.20461,0.0012757144974483907,100000,0.20210964551072305,0.20711035448927692
low,True,0.53,0.25,1,456,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.14868,0.0011250522547864164,100000,0.1464749380824998,0.1508850619175002
low,True,0.53,0.25,1,456,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.12224,0.001035844497982202,100000,0.12020978207435681,0.12427021792564319
low,True,0.53,0.25,1,456,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.06797,0.0007959276292477853,100000,0.06641001050006899,0.06952998949993101
low,True,0.53,0.25,1,456,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.03827,0.0006066746005891462,100000,0.037080939623130894,0.0394590603768691
low,True,0.53,0.25,3,457,AP,p_any_adj,any adjudication (diff >= t_adj),4.0,0.15644,0.001148766844925462,100000,0.1541884583395525,0.1586915416604475
low,True,0.53,0.25,3,457,AP,p_any_adj,any adjudication (diff >= t_adj),5.0,0.09796,0.0009400204167995501,100000,0.0961175938238079,0.09980240617619211
low,True,0.53,0.25,3,457,AP,p_any_adj,any adjudication (diff >= t_adj),6.0,0.06215,0.0007634617049990129,100000,0.060653642542823315,0.06364635745717669
low,True,0.53,0.25,3,457,SL,p_any_adj,any adjudication (diff >= t_adj),4.0,0.04052,0.000623523292267418,100000,0.039297916793994386,0.041742083206005615
low,True,0.53,0.25,3,457,SL,p_any_adj,any adjudication (diff >= t_adj),5.0,0.01763,0.0004161632263907997,100000,0.016814335058150182,0.018445664941849817
low,True,0.53,0.25,3,457,SL,p_any_adj,any adjudication (diff >= t_adj),6.0,0.00833,0.00028741278851157615,100000,0.007766681281377698,0.008893318718622303
