rhythm_state,p_beat_cv,axis,estimand,W,p_N_beats,rmse_win,smallest_nowin_N_as_good
AF_rr0.2,0.15,SL,Tv,0.2,13,0.956117,10
AF_rr0.2,0.15,SL,Tv,0.25,1,1.7412,3
AF_rr0.2,0.15,SL,Tv,0.25,3,1.26182,3
AF_rr0.2,0.15,SL,Tv,0.25,5,1.11108,5
AF_rr0.2,0.15,SL,Tv,0.25,7,1.03117,7
AF_rr0.2,0.15,SL,Tv,0.25,10,0.967055,10
AF_rr0.2,0.15,SL,Tv,0.25,13,0.921113,10
AF_rr0.2,0.2,AP,T1,0.1,1,3.06935,3
AF_rr0.2,0.2,AP,T1,0.1,3,2.33522,3
AF_rr0.2,0.2,AP,T1,0.1,5,2.13916,5
AF_rr0.2,0.2,AP,T1,0.1,7,2.02786,5
AF_rr0.2,0.2,AP,T1,0.1,10,1.92412,7
AF_rr0.2,0.2,AP,T1,0.1,13,1.70547,
AF_rr0.2,0.2,AP,T1,0.15,1,3.0576,3
AF_rr0.2,0.2,AP,T1,0.15,3,2.34025,3
AF_rr0.2,0.2,AP,T1,0.15,5,2.13962,5
AF_rr0.2,0.2,AP,T1,0.15,7,2.02422,5
AF_rr0.2,0.2,AP,T1,0.15,10,1.9258,7
AF_rr0.2,0.2,AP,T1,0.15,13,1.86177,7
AF_rr0.2,0.2,AP,T1,0.2,1,3.06983,3
AF_rr0.2,0.2,AP,T1,0.2,3,2.33402,3
AF_rr0.2,0.2,AP,T1,0.2,5,2.10628,5
AF_rr0.2,0.2,AP,T1,0.2,7,1.9918,5
AF_rr0.2,0.2,AP,T1,0.2,10,1.87939,7
AF_rr0.2,0.2,AP,T1,0.2,13,1.82195,10
AF_rr0.2,0.2,AP,T1,0.25,1,3.06724,3
AF_rr0.2,0.2,AP,T1,0.25,3,2.31065,3
AF_rr0.2,0.2,AP,T1,0.25,5,2.06926,5
AF_rr0.2,0.2,AP,T1,0.25,7,1.94736,5
AF_rr0.2,0.2,AP,T1,0.25,10,1.85513,7
AF_rr0.2,0.2,AP,T1,0.25,13,1.79577,10
AF_rr0.2,0.2,AP,T2,0.1,1,2.999,3
AF_rr0.2,0.2,AP,T2,0.1,3,2.24998,3
AF_rr0.2,0.2,AP,T2,0.1,5,2.05272,5
AF_rr0.2,0.2,AP,T2,0.1,7,1.93239,5
AF_rr0.2,0.2,AP,T2,0.1,10,1.81563,7
AF_rr0.2,0.2,AP,T2,0.1,13,1.58912,
AF_rr0.2,0.2,AP,T2,0.15,1,2.9951,3
AF_rr0.2,0.2,AP,T2,0.15,3,2.25727,3
AF_rr0.2,0.2,AP,T2,0.15,5,2.04525,5
AF_rr0.2,0.2,AP,T2,0.15,7,1.91618,5
AF_rr0.2,0.2,AP,T2,0.15,10,1.80669,7
AF_rr0.2,0.2,AP,T2,0.15,13,1.74356,7
AF_rr0.2,0.2,AP,T2,0.2,1,3.00977,3
AF_rr0.2,0.2,AP,T2,0.2,3,2.2508,3
AF_rr0.2,0.2,AP,T2,0.2,5,2.00604,5
AF_rr0.2,0.2,AP,T2,0.2,7,1.88513,5
AF_rr0.2,0.2,AP,T2,0.2,10,1.75807,7
AF_rr0.2,0.2,AP,T2,0.2,13,1.69722,10
AF_rr0.2,0.2,AP,T2,0.25,1,3.00474,3
AF_rr0.2,0.2,AP,T2,0.25,3,2.22751,3
AF_rr0.2,0.2,AP,T2,0.25,5,1.96755,5
AF_rr0.2,0.2,AP,T2,0.25,7,1.83127,7
AF_rr0.2,0.2,AP,T2,0.25,10,1.72816,10
AF_rr0.2,0.2,AP,T2,0.25,13,1.65601,10
AF_rr0.2,0.2,AP,Tv,0.1,1,2.76544,3
AF_rr0.2,0.2,AP,Tv,0.1,3,1.9408,3
AF_rr0.2,0.2,AP,Tv,0.1,5,1.70297,5
AF_rr0.2,0.2,AP,Tv,0.1,7,1.56425,5
AF_rr0.2,0.2,AP,Tv,0.1,10,1.40548,7
AF_rr0.2,0.2,AP,Tv,0.1,13,1.09001,13
AF_rr0.2,0.2,AP,Tv,0.15,1,2.75792,3
AF_rr0.2,0.2,AP,Tv,0.15,3,1.93993,3
AF_rr0.2,0.2,AP,Tv,0.15,5,1.68895,5
AF_rr0.2,0.2,AP,Tv,0.15,7,1.53933,5
AF_rr0.2,0.2,AP,Tv,0.15,10,1.40539,7
AF_rr0.2,0.2,AP,Tv,0.15,13,1.29812,7
AF_rr0.2,0.2,AP,Tv,0.2,1,2.76815,3
AF_rr0.2,0.2,AP,Tv,0.2,3,1.92906,3
AF_rr0.2,0.2,AP,Tv,0.2,5,1.64049,5
AF_rr0.2,0.2,AP,Tv,0.2,7,1.48784,5
AF_rr0.2,0.2,AP,Tv,0.2,10,1.35143,7
AF_rr0.2,0.2,AP,Tv,0.2,13,1.26077,10
AF_rr0.2,0.2,AP,Tv,0.25,1,2.7671,3
AF_rr0.2,0.2,AP,Tv,0.25,3,1.89659,3
AF_rr0.2,0.2,AP,Tv,0.25,5,1.59988,5
AF_rr0.2,0.2,AP,Tv,0.25,7,1.43369,5
AF_rr0.2,0.2,AP,Tv,0.25,10,1.29143,7
AF_rr0.2,0.2,AP,Tv,0.25,13,1.20433,10
AF_rr0.2,0.2,SL,T1,0.1,1,2.19967,1
AF_rr0.2,0.2,SL,T1,0.1,3,1.67892,3
AF_rr0.2,0.2,SL,T1,0.1,5,1.54205,5
AF_rr0.2,0.2,SL,T1,0.1,7,1.47432,5
AF_rr0.2,0.2,SL,T1,0.1,10,1.39558,7
AF_rr0.2,0.2,SL,T1,0.1,13,1.25465,
AF_rr0.2,0.2,SL,T1,0.15,1,2.19605,1
AF_rr0.2,0.2,SL,T1,0.15,3,1.68098,3
AF_rr0.2,0.2,SL,T1,0.15,5,1.54626,5
AF_rr0.2,0.2,SL,T1,0.15,7,1.46603,5
AF_rr0.2,0.2,SL,T1,0.15,10,1.39968,7
AF_rr0.2,0.2,SL,T1,0.15,13,1.34961,10
AF_rr0.2,0.2,SL,T1,0.2,1,2.20274,1
AF_rr0.2,0.2,SL,T1,0.2,3,1.68611,3
AF_rr0.2,0.2,SL,T1,0.2,5,1.51999,5
AF_rr0.2,0.2,SL,T1,0.2,7,1.44513,5
AF_rr0.2,0.2,SL,T1,0.2,10,1.37366,7
AF_rr0.2,0.2,SL,T1,0.2,13,1.33189,10
AF_rr0.2,0.2,SL,T1,0.25,1,2.21212,1
AF_rr0.2,0.2,SL,T1,0.25,3,1.65602,3
AF_rr0.2,0.2,SL,T1,0.25,5,1.5046,5
AF_rr0.2,0.2,SL,T1,0.25,7,1.41352,7
AF_rr0.2,0.2,SL,T1,0.25,10,1.34361,10
AF_rr0.2,0.2,SL,T1,0.25,13,1.30743,10
AF_rr0.2,0.2,SL,T2,0.1,1,2.16398,1
AF_rr0.2,0.2,SL,T2,0.1,3,1.64229,3
AF_rr0.2,0.2,SL,T2,0.1,5,1.5089,5
AF_rr0.2,0.2,SL,T2,0.1,7,1.43264,5
AF_rr0.2,0.2,SL,T2,0.1,10,1.34257,7
AF_rr0.2,0.2,SL,T2,0.1,13,1.18982,
AF_rr0.2,0.2,SL,T2,0.15,1,2.15682,1
AF_rr0.2,0.2,SL,T2,0.15,3,1.64477,3
AF_rr0.2,0.2,SL,T2,0.15,5,1.5093,5
AF_rr0.2,0.2,SL,T2,0.15,7,1.42495,5
AF_rr0.2,0.2,SL,T2,0.15,10,1.3604,5
AF_rr0.2,0.2,SL,T2,0.15,13,1.29486,7
AF_rr0.2,0.2,SL,T2,0.2,1,2.16556,1
AF_rr0.2,0.2,SL,T2,0.2,3,1.64834,3
AF_rr0.2,0.2,SL,T2,0.2,5,1.4823,5
AF_rr0.2,0.2,SL,T2,0.2,7,1.4061,5
AF_rr0.2,0.2,SL,T2,0.2,10,1.32273,7
AF_rr0.2,0.2,SL,T2,0.2,13,1.28203,10
AF_rr0.2,0.2,SL,T2,0.25,1,2.17412,1
AF_rr0.2,0.2,SL,T2,0.25,3,1.61844,3
AF_rr0.2,0.2,SL,T2,0.25,5,1.4597,5
AF_rr0.2,0.2,SL,T2,0.25,7,1.36333,5
AF_rr0.2,0.2,SL,T2,0.25,10,1.29086,10
AF_rr0.2,0.2,SL,T2,0.25,13,1.24835,10
AF_rr0.2,0.2,SL,Tv,0.1,1,2.02663,1
AF_rr0.2,0.2,SL,Tv,0.1,3,1.46482,3
AF_rr0.2,0.2,SL,Tv,0.1,5,1.31162,5
AF_rr0.2,0.2,SL,Tv,0.1,7,1.22746,5
AF_rr0.2,0.2,SL,Tv,0.1,10,1.11011,7
AF_rr0.2,0.2,SL,Tv,0.1,13,0.919226,
AF_rr0.2,0.2,SL,Tv,0.15,1,2.0233,1
AF_rr0.2,0.2,SL,Tv,0.15,3,1.46833,3
AF_rr0.2,0.2,SL,Tv,0.15,5,1.3087,5
AF_rr0.2,0.2,SL,Tv,0.15,7,1.21453,5
AF_rr0.2,0.2,SL,Tv,0.15,10,1.13897,5
AF_rr0.2,0.2,SL,Tv,0.15,13,1.05478,7
AF_rr0.2,0.2,SL,Tv,0.2,1,2.03094,1
AF_rr0.2,0.2,SL,Tv,0.2,3,1.46669,3
AF_rr0.2,0.2,SL,Tv,0.2,5,1.28658,5
AF_rr0.2,0.2,SL,Tv,0.2,7,1.18769,5
AF_rr0.2,0.2,SL,Tv,0.2,10,1.10148,7
AF_rr0.2,0.2,SL,Tv,0.2,13,1.04705,7
AF_rr0.2,0.2,SL,Tv,0.25,1,2.03227,1
AF_rr0.2,0.2,SL,Tv,0.25,3,1.43586,3
AF_rr0.2,0.2,SL,Tv,0.25,5,1.25346,5
AF_rr0.2,0.2,SL,Tv,0.25,7,1.15126,5
AF_rr0.2,0.2,SL,Tv,0.25,10,1.06038,7
AF_rr0.2,0.2,SL,Tv,0.25,13,1.00955,10
AF_rr0.2,0.25,AP,T1,0.1,1,3.58074,1
AF_rr0.2,0.25,AP,T1,0.1,3,2.626,3
AF_rr0.2,0.25,AP,T1,0.1,5,2.35746,5
AF_rr0.2,0.25,AP,T1,0.1,7,2.22283,5
AF_rr0.2,0.25,AP,T1,0.1,10,1.98809,7
AF_rr0.2,0.25,AP,T1,0.1,13,1.70181,
AF_rr0.2,0.25,AP,T1,0.15,1,3.54096,3
AF_rr0.2,0.25,AP,T1,0.15,3,2.63567,3
AF_rr0.2,0.25,AP,T1,0.15,5,2.36812,5
AF_rr0.2,0.25,AP,T1,0.15,7,2.22389,5
AF_rr0.2,0.25,AP,T1,0.15,10,2.08373,7
AF_rr0.2,0.25,AP,T1,0.15,13,1.92559,10
AF_rr0.2,0.25,AP,T1,0.2,1,3.5395,3
AF_rr0.2,0.25,AP,T1,0.2,3,2.63472,3
AF_rr0.2,0.25,AP,T1,0.2,5,2.35055,5
AF_rr0.2,0.25,AP,T1,0.2,7,2.18535,5
AF_rr0.2,0.25,AP,T1,0.2,10,2.05914,7
AF_rr0.2,0.25,AP,T1,0.2,13,1.96001,10
AF_rr0.2,0.25,AP,T1,0.25,1,3.5459,3
AF_rr0.2,0.25,AP,T1,0.25,3,2.60083,3
AF_rr0.2,0.25,AP,T1,0.25,5,2.31634,5
AF_rr0.2,0.25,AP,T1,0.25,7,2.15303,5
AF_rr0.2,0.25,AP,T1,0.25,10,2.01655,7
AF_rr0.2,0.25,AP,T1,0.25,13,1.93105,10
AF_rr0.2,0.25,AP,T2,0.1,1,3.53796,1
AF_rr0.2,0.25,AP,T2,0.1,3,2.56465,3
AF_rr0.2,0.25,AP,T2,0.1,5,2.28448,5
AF_rr0.2,0.25,AP,T2,0.1,7,2.13732,5
AF_rr0.2,0.25,AP,T2,0.1,10,1.89413,7
AF_rr0.2,0.25,AP,T2,0.1,13,1.61406,
AF_rr0.2,0.25,AP,T2,0.15,1,3.49991,3
AF_rr0.2,0.25,AP,T2,0.15,3,2.57285,3
AF_rr0.2,0.25,AP,T2,0.15,5,2.29375,5
AF_rr0.2,0.25,AP,T2,0.15,7,2.14367,5
AF_rr0.2,0.25,AP,T2,0.15,10,1.9945,7
AF_rr0.2,0.25,AP,T2,0.15,13,1.82668,10
AF_rr0.2,0.25,AP,T2,0.2,1,3.49248,3
AF_rr0.2,0.25,AP,T2,0.2,3,2.57031,3
AF_rr0.2,0.25,AP,T2,0.2,5,2.28255,5
AF_rr0.2,0.25,AP,T2,0.2,7,2.10066,5
AF_rr0.2,0.25,AP,T2,0.2,10,1.96277,7
AF_rr0.2,0.25,AP,T2,0.2,13,1.85838,10
AF_rr0.2,0.25,AP,T2,0.25,1,3.50826,3
AF_rr0.2,0.25,AP,T2,0.25,3,2.54039,3
AF_rr0.2,0.25,AP,T2,0.25,5,2.23975,5
AF_rr0.2,0.25,AP,T2,0.25,7,2.07192,5
AF_rr0.2,0.25,AP,T2,0.25,10,1.91694,7
AF_rr0.2,0.25,AP,T2,0.25,13,1.80657,10
AF_rr0.2,0.25,AP,Tv,0.1,1,3.32885,1
AF_rr0.2,0.25,AP,Tv,0.1,3,2.2851,3
AF_rr0.2,0.25,AP,Tv,0.1,5,1.97148,5
AF_rr0.2,0.25,AP,Tv,0.1,7,1.80409,5
AF_rr0.2,0.25,AP,Tv,0.1,10,1.50642,7
AF_rr0.2,0.25,AP,Tv,0.1,13,1.10097,
AF_rr0.2,0.25,AP,Tv,0.15,1,3.28621,3
AF_rr0.2,0.25,AP,Tv,0.15,3,2.2903,3
AF_rr0.2,0.25,AP,Tv,0.15,5,1.97872,5
AF_rr0.2,0.25,AP,Tv,0.15,7,1.80541,5
AF_rr0.2,0.25,AP,Tv,0.15,10,1.6307,7
AF_rr0.2,0.25,AP,Tv,0.15,13,1.41317,10
AF_rr0.2,0.25,AP,Tv,0.2,1,3.29145,3
AF_rr0.2,0.25,AP,Tv,0.2,3,2.28863,3
AF_rr0.2,0.25,AP,Tv,0.2,5,1.96286,5
AF_rr0.2,0.25,AP,Tv,0.2,7,1.75233,5
AF_rr0.2,0.25,AP,Tv,0.2,10,1.59198,7
AF_rr0.2,0.25,AP,Tv,0.2,13,1.47085,7
AF_rr0.2,0.25,AP,Tv,0.25,1,3.31223,1
AF_rr0.2,0.25,AP,Tv,0.25,3,2.2593,3
AF_rr0.2,0.25,AP,Tv,0.25,5,1.90586,5
AF_rr0.2,0.25,AP,Tv,0.25,7,1.71601,5
AF_rr0.2,0.25,AP,Tv,0.25,10,1.53024,7
AF_rr0.2,0.25,AP,Tv,0.25,13,1.40549,10
AF_rr0.2,0.25,SL,T1,0.1,1,2.50032,1
AF_rr0.2,0.25,SL,T1,0.1,3,1.84203,3
AF_rr0.2,0.25,SL,T1,0.1,5,1.67116,5
AF_rr0.2,0.25,SL,T1,0.1,7,1.57284,5
AF_rr0.2,0.25,SL,T1,0.1,10,1.41445,10
AF_rr0.2,0.25,SL,T1,0.1,13,1.25406,
AF_rr0.2,0.25,SL,T1,0.15,1,2.48769,3
AF_rr0.2,0.25,SL,T1,0.15,3,1.86218,3
AF_rr0.2,0.25,SL,T1,0.15,5,1.66834,5
AF_rr0.2,0.25,SL,T1,0.15,7,1.5767,5
AF_rr0.2,0.25,SL,T1,0.15,10,1.49083,7
AF_rr0.2,0.25,SL,T1,0.15,13,1.37188,10
AF_rr0.2,0.25,SL,T1,0.2,1,2.50806,1
AF_rr0.2,0.25,SL,T1,0.2,3,1.85513,3
AF_rr0.2,0.25,SL,T1,0.2,5,1.65794,5
AF_rr0.2,0.25,SL,T1,0.2,7,1.56104,5
AF_rr0.2,0.25,SL,T1,0.2,10,1.47009,7
AF_rr0.2,0.25,SL,T1,0.2,13,1.40551,10
AF_rr0.2,0.25,SL,T1,0.25,1,2.48253,3
AF_rr0.2,0.25,SL,T1,0.25,3,1.84807,3
AF_rr0.2,0.25,SL,T1,0.25,5,1.64013,5
AF_rr0.2,0.25,SL,T1,0.25,7,1.53303,5
AF_rr0.2,0.25,SL,T1,0.25,10,1.44255,7
AF_rr0.2,0.25,SL,T1,0.25,13,1.38684,10
AF_rr0.2,0.25,SL,T2,0.1,1,2.47304,1
AF_rr0.2,0.25,SL,T2,0.1,3,1.81698,3
AF_rr0.2,0.25,SL,T2,0.1,5,1.64475,5
AF_rr0.2,0.25,SL,T2,0.1,7,1.54151,5
AF_rr0.2,0.25,SL,T2,0.1,10,1.37417,10
AF_rr0.2,0.25,SL,T2,0.1,13,1.20583,
AF_rr0.2,0.25,SL,T2,0.15,1,2.46234,3
AF_rr0.2,0.25,SL,T2,0.15,3,1.83453,3
AF_rr0.2,0.25,SL,T2,0.15,5,1.63874,5
AF_rr0.2,0.25,SL,T2,0.15,7,1.54683,5
AF_rr0.2,0.25,SL,T2,0.15,10,1.45503,7
AF_rr0.2,0.25,SL,T2,0.15,13,1.32239,10
AF_rr0.2,0.25,SL,T2,0.2,1,2.48153,1
AF_rr0.2,0.25,SL,T2,0.2,3,1.83243,3
AF_rr0.2,0.25,SL,T2,0.2,5,1.62967,5
AF_rr0.2,0.25,SL,T2,0.2,7,1.52851,5
AF_rr0.2,0.25,SL,T2,0.2,10,1.43629,7
AF_rr0.2,0.25,SL,T2,0.2,13,1.36448,10
AF_rr0.2,0.25,SL,T2,0.25,1,2.4609,3
AF_rr0.2,0.25,SL,T2,0.25,3,1.82028,3
AF_rr0.2,0.25,SL,T2,0.25,5,1.61309,5
AF_rr0.2,0.25,SL,T2,0.25,7,1.49974,5
AF_rr0.2,0.25,SL,T2,0.25,10,1.40414,7
AF_rr0.2,0.25,SL,T2,0.25,13,1.34057,10
AF_rr0.2,0.25,SL,Tv,0.1,1,2.3477,3
AF_rr0.2,0.25,SL,Tv,0.1,3,1.65401,3
AF_rr0.2,0.25,SL,Tv,0.1,5,1.46051,5
AF_rr0.2,0.25,SL,Tv,0.1,7,1.35181,5
AF_rr0.2,0.25,SL,Tv,0.1,10,1.15139,7
AF_rr0.2,0.25,SL,Tv,0.1,13,0.925781,
AF_rr0.2,0.25,SL,Tv,0.15,1,2.34368,3
AF_rr0.2,0.25,SL,Tv,0.15,3,1.66781,3
AF_rr0.2,0.25,SL,Tv,0.15,5,1.46103,5
AF_rr0.2,0.25,SL,Tv,0.15,7,1.35603,5
AF_rr0.2,0.25,SL,Tv,0.15,10,1.25624,7
AF_rr0.2,0.25,SL,Tv,0.15,13,1.09162,10
AF_rr0.2,0.25,SL,Tv,0.2,1,2.35818,1
AF_rr0.2,0.25,SL,Tv,0.2,3,1.66509,3
AF_rr0.2,0.25,SL,Tv,0.2,5,1.44931,5
AF_rr0.2,0.25,SL,Tv,0.2,7,1.33181,5
AF_rr0.2,0.25,SL,Tv,0.2,10,1.22861,7
AF_rr0.2,0.25,SL,Tv,0.2,13,1.14789,7
AF_rr0.2,0.25,SL,Tv,0.25,1,2.34057,3
AF_rr0.2,0.25,SL,Tv,0.25,3,1.65397,3
AF_rr0.2,0.25,SL,Tv,0.25,5,1.42515,5
AF_rr0.2,0.25,SL,Tv,0.25,7,1.30075,5
AF_rr0.2,0.25,SL,Tv,0.25,10,1.19037,7
AF_rr0.2,0.25,SL,Tv,0.25,13,1.12025,10
AF_rr0.2,0.3,AP,T1,0.1,1,4.07603,3
AF_rr0.2,0.3,AP,T1,0.1,3,2.92267,3
AF_rr0.2,0.3,AP,T1,0.1,5,2.589,5
AF_rr0.2,0.3,AP,T1,0.1,7,2.41939,5
AF_rr0.2,0.3,AP,T1,0.1,10,2.02056,10
AF_rr0.2,0.3,AP,T1,0.1,13,1.73372,
AF_rr0.2,0.3,AP,T1,0.15,1,4.13847,3
AF_rr0.2,0.3,AP,T1,0.15,3,2.95222,3
AF_rr0.2,0.3,AP,T1,0.15,5,2.60613,5
AF_rr0.2,0.3,AP,T1,0.15,7,2.43055,5
AF_rr0.2,0.3,AP,T1,0.15,10,2.25971,7
AF_rr0.2,0.3,AP,T1,0.15,13,1.94278,13
AF_rr0.2,0.3,AP,T1,0.2,1,4.10533,3
AF_rr0.2,0.3,AP,T1,0.2,3,2.94393,3
AF_rr0.2,0.3,AP,T1,0.2,5,2.58796,5
AF_rr0.2,0.3,AP,T1,0.2,7,2.41305,5
AF_rr0.2,0.3,AP,T1,0.2,10,2.23387,7
AF_rr0.2,0.3,AP,T1,0.2,13,2.09929,10
AF_rr0.2,0.3,AP,T1,0.25,1,4.13593,3
AF_rr0.2,0.3,AP,T1,0.25,3,2.94038,3
AF_rr0.2,0.3,AP,T1,0.25,5,2.55944,5
AF_rr0.2,0.3,AP,T1,0.25,7,2.37168,5
AF_rr0.2,0.3,AP,T1,0.25,10,2.20992,7
AF_rr0.2,0.3,AP,T1,0.25,13,2.0857,10
AF_rr0.2,0.3,AP,T2,0.1,1,4.06296,3
AF_rr0.2,0.3,AP,T2,0.1,3,2.87521,3
AF_rr0.2,0.3,AP,T2,0.1,5,2.52499,5
AF_rr0.2,0.3,AP,T2,0.1,7,2.35477,5
AF_rr0.2,0.3,AP,T2,0.1,10,1.94707,10
AF_rr0.2,0.3,AP,T2,0.1,13,1.68895,
AF_rr0.2,0.3,AP,T2,0.15,1,4.11402,3
AF_rr0.2,0.3,AP,T2,0.15,3,2.91168,3
AF_rr0.2,0.3,AP,T2,0.15,5,2.54438,5
AF_rr0.2,0.3,AP,T2,0.15,7,2.36951,5
AF_rr0.2,0.3,AP,T2,0.15,10,2.18353,7
AF_rr0.2,0.3,AP,T2,0.15,13,1.87086,13
AF_rr0.2,0.3,AP,T2,0.2,1,4.08664,3
AF_rr0.2,0.3,AP,T2,0.2,3,2.90375,3
AF_rr0.2,0.3,AP,T2,0.2,5,2.53435,5
AF_rr0.2,0.3,AP,T2,0.2,7,2.34405,5
AF_rr0.2,0.3,AP,T2,0.2,10,2.15858,7
AF_rr0.2,0.3,AP,T2,0.2,13,2.00722,10
AF_rr0.2,0.3,AP,T2,0.25,1,4.11527,3
AF_rr0.2,0.3,AP,T2,0.25,3,2.89771,3
AF_rr0.2,0.3,AP,T2,0.25,5,2.51179,5
AF_rr0.2,0.3,AP,T2,0.25,7,2.30756,5
AF_rr0.2,0.3,AP,T2,0.25,10,2.12032,7
AF_rr0.2,0.3,AP,T2,0.25,13,1.98353,10
AF_rr0.2,0.3,AP,Tv,0.1,1,3.87598,3
AF_rr0.2,0.3,AP,Tv,0.1,3,2.61976,3
AF_rr0.2,0.3,AP,Tv,0.1,5,2.24933,5
AF_rr0.2,0.3,AP,Tv,0.1,7,2.0463,5
AF_rr0.2,0.3,AP,Tv,0.1,10,1.55152,10
AF_rr0.2,0.3,AP,Tv,0.1,13,1.18195,
AF_rr0.2,0.3,AP,Tv,0.15,1,3.92801,3
AF_rr0.2,0.3,AP,Tv,0.15,3,2.65964,3
AF_rr0.2,0.3,AP,Tv,0.15,5,2.26251,5
AF_rr0.2,0.3,AP,Tv,0.15,7,2.07147,5
AF_rr0.2,0.3,AP,Tv,0.15,10,1.85861,7
AF_rr0.2,0.3,AP,Tv,0.15,13,1.4508,13
AF_rr0.2,0.3,AP,Tv,0.2,1,3.90956,3
AF_rr0.2,0.3,AP,Tv,0.2,3,2.65905,3
AF_rr0.2,0.3,AP,Tv,0.2,5,2.24911,5
AF_rr0.2,0.3,AP,Tv,0.2,7,2.04176,5
AF_rr0.2,0.3,AP,Tv,0.2,10,1.82759,7
AF_rr0.2,0.3,AP,Tv,0.2,13,1.65012,10
AF_rr0.2,0.3,AP,Tv,0.25,1,3.933,3
AF_rr0.2,0.3,AP,Tv,0.25,3,2.64577,3
AF_rr0.2,0.3,AP,Tv,0.25,5,2.22213,5
AF_rr0.2,0.3,AP,Tv,0.25,7,1.98798,5
AF_rr0.2,0.3,AP,Tv,0.25,10,1.7759,7
AF_rr0.2,0.3,AP,Tv,0.25,13,1.62697,10
AF_rr0.2,0.3,SL,T1,0.1,1,2.80946,3
AF_rr0.2,0.3,SL,T1,0.1,3,2.01637,3
AF_rr0.2,0.3,SL,T1,0.1,5,1.79801,5
AF_rr0.2,0.3,SL,T1,0.1,7,1.6864,5
AF_rr0.2,0.3,SL,T1,0.1,10,1.42472,10
AF_rr0.2,0.3,SL,T1,0.1,13,1.27219,
AF_rr0.2,0.3,SL,T1,0.15,1,2.83428,1
AF_rr0.2,0.3,SL,T1,0.15,3,2.04499,3
AF_rr0.2,0.3,SL,T1,0.15,5,1.82111,5
AF_rr0.2,0.3,SL,T1,0.15,7,1.69862,5
AF_rr0.2,0.3,SL,T1,0.15,10,1.58498,7
AF_rr0.2,0.3,SL,T1,0.15,13,1.37297,13
AF_rr0.2,0.3,SL,T1,0.2,1,2.83365,1
AF_rr0.2,0.3,SL,T1,0.2,3,2.03927,3
AF_rr0.2,0.3,SL,T1,0.2,5,1.81124,5
AF_rr0.2,0.3,SL,T1,0.2,7,1.69193,5
AF_rr0.2,0.3,SL,T1,0.2,10,1.58218,7
AF_rr0.2,0.3,SL,T1,0.2,13,1.47642,10
AF_rr0.2,0.3,SL,T1,0.25,1,2.82142,1
AF_rr0.2,0.3,SL,T1,0.25,3,2.04075,3
AF_rr0.2,0.3,SL,T1,0.25,5,1.80028,5
AF_rr0.2,0.3,SL,T1,0.25,7,1.67232,5
AF_rr0.2,0.3,SL,T1,0.25,10,1.55787,7
AF_rr0.2,0.3,SL,T1,0.25,13,1.47606,10
AF_rr0.2,0.3,SL,T2,0.1,1,2.79973,3
AF_rr0.2,0.3,SL,T2,0.1,3,2.00051,3
AF_rr0.2,0.3,SL,T2,0.1,5,1.78166,5
AF_rr0.2,0.3,SL,T2,0.1,7,1.66653,5
AF_rr0.2,0.3,SL,T2,0.1,10,1.39481,10
AF_rr0.2,0.3,SL,T2,0.1,13,1.2435,
AF_rr0.2,0.3,SL,T2,0.15,1,2.82024,1
AF_rr0.2,0.3,SL,T2,0.15,3,2.03355,3
AF_rr0.2,0.3,SL,T2,0.15,5,1.804,5
AF_rr0.2,0.3,SL,T2,0.15,7,1.67861,5
AF_rr0.2,0.3,SL,T2,0.15,10,1.555,7
AF_rr0.2,0.3,SL,T2,0.15,13,1.34278,
AF_rr0.2,0.3,SL,T2,0.2,1,2.82962,1
AF_rr0.2,0.3,SL,T2,0.2,3,2.02948,3
AF_rr0.2,0.3,SL,T2,0.2,5,1.79568,5
AF_rr0.2,0.3,SL,T2,0.2,7,1.67185,5
AF_rr0.2,0.3,SL,T2,0.2,10,1.556,7
AF_rr0.2,0.3,SL,T2,0.2,13,1.43966,10
AF_rr0.2,0.3,SL,T2,0.25,1,2.80828,1
AF_rr0.2,0.3,SL,T2,0.25,3,2.02541,3
AF_rr0.2,0.3,SL,T2,0.25,5,1.78154,5
AF_rr0.2,0.3,SL,T2,0.25,7,1.6483,5
AF_rr0.2,0.3,SL,T2,0.25,10,1.52964,7
AF_rr0.2,0.3,SL,T2,0.25,13,1.43741,10
AF_rr0.2,0.3,SL,Tv,0.1,1,2.68932,3
AF_rr0.2,0.3,SL,Tv,0.1,3,1.85476,3
AF_rr0.2,0.3,SL,Tv,0.1,5,1.61975,5
AF_rr0.2,0.3,SL,Tv,0.1,7,1.48673,5
AF_rr0.2,0.3,SL,Tv,0.1,10,1.16559,10
AF_rr0.2,0.3,SL,Tv,0.1,13,0.96969,
AF_rr0.2,0.3,SL,Tv,0.15,1,2.70774,1
AF_rr0.2,0.3,SL,Tv,0.15,3,1.88046,3
AF_rr0.2,0.3,SL,Tv,0.15,5,1.63488,5
AF_rr0.2,0.3,SL,Tv,0.15,7,1.50617,5
AF_rr0.2,0.3,SL,Tv,0.15,10,1.36255,7
AF_rr0.2,0.3,SL,Tv,0.15,13,1.10664,13
AF_rr0.2,0.3,SL,Tv,0.2,1,2.71322,1
AF_rr0.2,0.3,SL,Tv,0.2,3,1.8808,3
AF_rr0.2,0.3,SL,Tv,0.2,5,1.63193,5
AF_rr0.2,0.3,SL,Tv,0.2,7,1.49682,5
AF_rr0.2,0.3,SL,Tv,0.2,10,1.36396,7
