u,view_errors,r_mean,beat_cv,N_beats,cell,axis,tau,value,mcse,n,quantity
low,False,0.8,0.05,1,360,AP-SL,6.0,0.04823,0.0006775239265147763,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,3,361,AP-SL,2.0,0.48897,0.001580754057720555,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,3,361,AP-SL,3.0,0.2698,0.0014035952408012788,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,3,361,AP-SL,4.0,0.13374,0.0010763531595159648,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,3,361,AP-SL,5.0,0.06432,0.0007757766276448396,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,3,361,AP-SL,6.0,0.03024,0.0005415306307126126,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,5,362,AP-SL,2.0,0.47865,0.0015796967351362095,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,5,362,AP-SL,3.0,0.25385,0.0013762637011125447,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,5,362,AP-SL,4.0,0.1239,0.0010418675059718485,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,5,362,AP-SL,5.0,0.05855,0.0007424412266300948,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,5,362,AP-SL,6.0,0.02742,0.0005164120796418302,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,7,363,AP-SL,2.0,0.47125,0.0015785228458910566,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,7,363,AP-SL,3.0,0.24491,0.001359886362531811,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,7,363,AP-SL,4.0,0.11663,0.0010150243499542264,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,7,363,AP-SL,5.0,0.05458,0.0007183385246525485,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,7,363,AP-SL,6.0,0.02611,0.0005042644930986119,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,10,364,AP-SL,2.0,0.46978,0.0015782482428312726,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,10,364,AP-SL,3.0,0.24092,0.001352322275199222,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,10,364,AP-SL,4.0,0.1147,0.0010076899820877449,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,10,364,AP-SL,5.0,0.05493,0.0007205046502278802,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,10,364,AP-SL,6.0,0.02588,0.0005020978550043806,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,13,365,AP-SL,2.0,0.46498,0.001577255843545999,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,13,365,AP-SL,3.0,0.23508,0.0013409600799427252,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,13,365,AP-SL,4.0,0.11252,0.0009992960001921354,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,13,365,AP-SL,5.0,0.05294,0.0007080773714785695,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.05,13,365,AP-SL,6.0,0.02421,0.00048604398874998957,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,1,366,AP-SL,2.0,0.53132,0.0015780337689669383,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,1,366,AP-SL,3.0,0.34763,0.0015059328773222263,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,1,366,AP-SL,4.0,0.21228,0.0012931249034799383,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,1,366,AP-SL,5.0,0.12409,0.0010425529813875168,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,1,366,AP-SL,6.0,0.07106,0.0008124683156899105,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,3,367,AP-SL,2.0,0.4926,0.0015809656542758923,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,3,367,AP-SL,3.0,0.29124,0.0014367298368169294,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,3,367,AP-SL,4.0,0.15757,0.001152135821420374,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,3,367,AP-SL,5.0,0.0818,0.0008666531024579557,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,3,367,AP-SL,6.0,0.04303,0.0006417041304214895,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,5,368,AP-SL,2.0,0.48465,0.0015803935506702122,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,5,368,AP-SL,3.0,0.27202,0.0014072139837281324,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,5,368,AP-SL,4.0,0.14122,0.0011012579697781987,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,5,368,AP-SL,5.0,0.06988,0.0008062058397208494,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,5,368,AP-SL,6.0,0.03524,0.0005830792604783675,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,7,369,AP-SL,2.0,0.4786,0.0015796899695826392,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,7,369,AP-SL,3.0,0.26206,0.0013906277589635554,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,7,369,AP-SL,4.0,0.13147,0.0010685768063176367,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,7,369,AP-SL,5.0,0.06413,0.0007747086103819939,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,7,369,AP-SL,6.0,0.03129,0.0005505536840309035,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,10,370,AP-SL,2.0,0.47305,0.001578840389336427,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,10,370,AP-SL,3.0,0.25282,0.0013744164128822094,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,10,370,AP-SL,4.0,0.12474,0.0010448920154733695,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,10,370,AP-SL,5.0,0.06008,0.0007514678542692296,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,10,370,AP-SL,6.0,0.02921,0.0005325108064631177,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,13,371,AP-SL,2.0,0.46956,0.0015782059637449099,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,13,371,AP-SL,3.0,0.24333,0.0013569101337229375,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,13,371,AP-SL,4.0,0.11948,0.0010256925933241402,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,13,371,AP-SL,5.0,0.05623,0.0007284791493241244,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.1,13,371,AP-SL,6.0,0.02682,0.0005108883204771862,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,1,372,AP-SL,2.0,0.55818,0.0015703983176251813,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,1,372,AP-SL,3.0,0.38625,0.001539678334912848,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,1,372,AP-SL,4.0,0.25458,0.0013775667809583678,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,1,372,AP-SL,5.0,0.16229,0.0011659843733944292,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,1,372,AP-SL,6.0,0.10368,0.0009640044481225178,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,3,373,AP-SL,2.0,0.50475,0.0015810674795846001,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,3,373,AP-SL,3.0,0.31405,0.0014677281679520906,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,3,373,AP-SL,4.0,0.1851,0.0012281611864897863,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,3,373,AP-SL,5.0,0.10655,0.0009756899994362964,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,3,373,AP-SL,6.0,0.06006,0.0007513507596322772,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,5,374,AP-SL,2.0,0.49077,0.001580869403524529,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,5,374,AP-SL,3.0,0.29398,0.0014406795604852594,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,5,374,AP-SL,4.0,0.16478,0.0011731476957314456,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,5,374,AP-SL,5.0,0.08848,0.0008980606304699033,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,5,374,AP-SL,6.0,0.04733,0.0006714899187627466,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,7,375,AP-SL,2.0,0.48482,0.0015804099708619911,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,7,375,AP-SL,3.0,0.28323,0.001424818469490061,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,7,375,AP-SL,4.0,0.15279,0.0011377399346950954,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,7,375,AP-SL,5.0,0.0804,0.0008598595234106558,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,7,375,AP-SL,6.0,0.04276,0.0006397779489791751,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,10,376,AP-SL,2.0,0.47843,0.0015796668481043716,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,10,376,AP-SL,3.0,0.26734,0.0013995332236142162,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,10,376,AP-SL,4.0,0.13961,0.001095988357146188,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,10,376,AP-SL,5.0,0.07173,0.000815995141529654,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,10,376,AP-SL,6.0,0.03709,0.0005976146910844813,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,13,377,AP-SL,2.0,0.47221,0.0015786947643544017,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,13,377,AP-SL,3.0,0.26018,0.0013873945639218859,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,13,377,AP-SL,4.0,0.1333,0.0010748539900842346,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,13,377,AP-SL,5.0,0.06768,0.0007943514184540744,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.15,13,377,AP-SL,6.0,0.03455,0.0005775491104659413,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,1,378,AP-SL,2.0,0.59205,0.0015541132439433106,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,1,378,AP-SL,3.0,0.42892,0.0015650802969815957,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,1,378,AP-SL,4.0,0.29935,0.0014482388528830458,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,1,378,AP-SL,5.0,0.2069,0.0012809855190438336,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,1,378,AP-SL,6.0,0.14078,0.0010998226747980784,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,3,379,AP-SL,2.0,0.52412,0.0015792980263395506,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,3,379,AP-SL,3.0,0.34543,0.0015036891803161983,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,3,379,AP-SL,4.0,0.21758,0.0013047564661652382,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,3,379,AP-SL,5.0,0.13423,0.0010780181218328381,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,3,379,AP-SL,6.0,0.08159,0.000865638907974913,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,5,380,AP-SL,2.0,0.50471,0.0015810686762440145,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,5,380,AP-SL,3.0,0.31771,0.0014723123170713476,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,5,380,AP-SL,4.0,0.18988,0.0012402644298696952,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,5,380,AP-SL,5.0,0.11113,0.0009938818999257408,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,5,380,AP-SL,6.0,0.06361,0.0007717756662398731,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,7,381,AP-SL,2.0,0.49471,0.0015810503341133703,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,7,381,AP-SL,3.0,0.30351,0.0014539314973546725,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,7,381,AP-SL,4.0,0.17817,0.0012100638458362434,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,7,381,AP-SL,5.0,0.10156,0.0009552254519222151,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,7,381,AP-SL,6.0,0.05738,0.0007354422859749091,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,10,382,AP-SL,2.0,0.48068,0.0015799580298223115,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,10,382,AP-SL,3.0,0.28548,0.0014282197646020727,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,10,382,AP-SL,4.0,0.15928,0.0011571943726098914,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,10,382,AP-SL,5.0,0.08746,0.0008933686159699141,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,10,382,AP-SL,6.0,0.04741,0.0006720289569653975,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,13,383,AP-SL,2.0,0.47721,0.0015794955394049077,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,13,383,AP-SL,3.0,0.27706,0.0014152658986918325,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,13,383,AP-SL,4.0,0.15201,0.0011353543935705714,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,13,383,AP-SL,5.0,0.08119,0.0008637024018723116,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.2,13,383,AP-SL,6.0,0.04437,0.0006511628298666932,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,1,384,AP-SL,2.0,0.62549,0.0015305301692550852,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,1,384,AP-SL,3.0,0.47105,0.0015784862923066518,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,1,384,AP-SL,4.0,0.34735,0.0015056492868526852,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,1,384,AP-SL,5.0,0.25307,0.0013748657210796988,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,1,384,AP-SL,6.0,0.18257,0.0012216308570922724,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,3,385,AP-SL,2.0,0.54782,0.0015738908716934601,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,3,385,AP-SL,3.0,0.37783,0.0015332139156034295,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,3,385,AP-SL,4.0,0.25203,0.0013729926405483752,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,3,385,AP-SL,5.0,0.16426,0.0011716597304678522,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,3,385,AP-SL,6.0,0.1067,0.0009762945764470885,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,5,386,AP-SL,2.0,0.52187,0.0015796255983618395,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,5,386,AP-SL,3.0,0.34406,0.0015022739976449037,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,5,386,AP-SL,4.0,0.21633,0.0013020419774339073,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,5,386,AP-SL,5.0,0.136,0.0010839926199010766,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,5,386,AP-SL,6.0,0.08477,0.0008808180691834154,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,7,387,AP-SL,2.0,0.5081,0.0015809313394325511,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,7,387,AP-SL,3.0,0.32614,0.001482473272608987,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,7,387,AP-SL,4.0,0.20124,0.0012678425075694536,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,7,387,AP-SL,5.0,0.12223,0.0010358080280631155,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,7,387,AP-SL,6.0,0.07319,0.0008236092756884176,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,10,388,AP-SL,2.0,0.49838,0.001581130530980918,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,10,388,AP-SL,3.0,0.31058,0.0014632841952266142,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,10,388,AP-SL,4.0,0.18403,0.001225409968541141,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,10,388,AP-SL,5.0,0.10762,0.0009799894672903376,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,10,388,AP-SL,6.0,0.06276,0.0007669496880500049,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,13,389,AP-SL,2.0,0.48525,0.0015804506873040994,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,13,389,AP-SL,3.0,0.29022,0.0014352433647294805,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,13,389,AP-SL,4.0,0.16487,0.0011734048027002447,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,13,389,AP-SL,5.0,0.09332,0.0009198444303250415,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.25,13,389,AP-SL,6.0,0.05197,0.0007019196471106931,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,1,390,AP-SL,2.0,0.65282,0.0015054768267894396,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,1,390,AP-SL,3.0,0.51049,0.0015807908144343452,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,1,390,AP-SL,4.0,0.39279,0.0015443639982206268,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,1,390,AP-SL,5.0,0.29873,0.0014473782750200447,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,1,390,AP-SL,6.0,0.22516,0.0013208443299647387,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,3,391,AP-SL,2.0,0.56957,0.001565758650303424,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,3,391,AP-SL,3.0,0.40712,0.0015536193407652984,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,3,391,AP-SL,4.0,0.284,0.0014259873772232347,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,3,391,AP-SL,5.0,0.19543,0.0012539422438852595,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,3,391,AP-SL,6.0,0.1333,0.0010748539900842346,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,5,392,AP-SL,2.0,0.54353,0.0015751353564059185,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,5,392,AP-SL,3.0,0.3732,0.0015294500972571807,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,5,392,AP-SL,4.0,0.25029,0.0013698354496069958,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,5,392,AP-SL,5.0,0.16472,0.001172976221412864,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,5,392,AP-SL,6.0,0.10655,0.0009756899994362964,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,7,393,AP-SL,2.0,0.5236,0.0015793765858717799,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,7,393,AP-SL,3.0,0.34823,0.0015065386390663864,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,7,393,AP-SL,4.0,0.22408,0.0013185907386296931,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,7,393,AP-SL,5.0,0.14159,0.001102462116809462,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,7,393,AP-SL,6.0,0.08996,0.0009048049425152363,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,10,394,AP-SL,2.0,0.51047,0.0015807921403524247,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,10,394,AP-SL,3.0,0.33044,0.0014874454826984415,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,10,394,AP-SL,4.0,0.20505,0.0012767321469282428,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,10,394,AP-SL,5.0,0.12683,0.0010523504696630301,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,10,394,AP-SL,6.0,0.07701,0.0008430863532284223,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,13,395,AP-SL,2.0,0.48909,0.0015807623853697937,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,13,395,AP-SL,3.0,0.29346,0.0014399348193581542,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,13,395,AP-SL,4.0,0.16819,0.0011828022822940444,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,13,395,AP-SL,5.0,0.09681,0.0009350819423986328,100000,measured anchor |AP-SL| >= tau
low,False,0.8,0.3,13,395,AP-SL,6.0,0.05486,0.0007200720825028561,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,1,396,AP-SL,2.0,0.33627,0.0014939628077699925,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,1,396,AP-SL,3.0,0.15719,0.0011510052297882926,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,1,396,AP-SL,4.0,0.06659,0.0007883893194355184,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,1,396,AP-SL,5.0,0.02853,0.0005264602463624391,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,1,396,AP-SL,6.0,0.01159,0.00033846228593448934,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,3,397,AP-SL,2.0,0.23202,0.0013348659842845648,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,3,397,AP-SL,3.0,0.08987,0.0009043969432721453,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,3,397,AP-SL,4.0,0.03333,0.0005676188078279295,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,3,397,AP-SL,5.0,0.01307,0.00035915421618018073,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,3,397,AP-SL,6.0,0.00534,0.0002304665789219773,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,5,398,AP-SL,2.0,0.20284,0.001271597162626592,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,5,398,AP-SL,3.0,0.07373,0.0008264011562189395,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,5,398,AP-SL,4.0,0.02711,0.0005135664309512451,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,5,398,AP-SL,5.0,0.01057,0.00032339256484959574,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,5,398,AP-SL,6.0,0.00421,0.00020475047985291756,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,7,399,AP-SL,2.0,0.18736,0.0012339215145218921,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,7,399,AP-SL,3.0,0.06692,0.0007902006934950134,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,7,399,AP-SL,4.0,0.02406,0.0004845731771363331,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,7,399,AP-SL,5.0,0.00931,0.0003036992574900373,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,7,399,AP-SL,6.0,0.00388,0.00019659464896074866,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,10,400,AP-SL,2.0,0.17835,0.0012105423474624917,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,10,400,AP-SL,3.0,0.06338,0.0007704737218101602,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,10,400,AP-SL,4.0,0.02339,0.0004779425478025576,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,10,400,AP-SL,5.0,0.00938,0.0003048280761347288,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,10,400,AP-SL,6.0,0.00366,0.00019096084415397833,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,13,401,AP-SL,2.0,0.16531,0.0011746599673948203,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,13,401,AP-SL,3.0,0.05856,0.0007425006828279689,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,13,401,AP-SL,4.0,0.02198,0.0004636472754152665,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,13,401,AP-SL,5.0,0.00873,0.00029417319898318405,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.05,13,401,AP-SL,6.0,0.00323,0.0001794315217569087,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,1,402,AP-SL,2.0,0.40628,0.0015531148109524935,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,1,402,AP-SL,3.0,0.22132,0.001312773619479002,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,1,402,AP-SL,4.0,0.11347,0.001002968389830906,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,1,402,AP-SL,5.0,0.05731,0.0007350208425616243,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,1,402,AP-SL,6.0,0.0291,0.0005315372987853252,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,3,403,AP-SL,2.0,0.28547,0.0014282047440755824,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,3,403,AP-SL,3.0,0.12489,0.001045430475450185,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,3,403,AP-SL,4.0,0.05243,0.0007048481758506579,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,3,403,AP-SL,5.0,0.02303,0.00047433763396972835,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,3,403,AP-SL,6.0,0.01022,0.0003180495495988007,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,5,404,AP-SL,2.0,0.24397,0.0013581186954754727,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,5,404,AP-SL,3.0,0.10017,0.0009493996582051207,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,5,404,AP-SL,4.0,0.03883,0.000610919234432834,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,5,404,AP-SL,5.0,0.01606,0.00039751825618454306,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,5,404,AP-SL,6.0,0.00688,0.0002613936801072283,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,7,405,AP-SL,2.0,0.22336,0.0013170812822297642,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,7,405,AP-SL,3.0,0.08755,0.0008937840762734588,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,7,405,AP-SL,4.0,0.03357,0.0005695880537721977,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,7,405,AP-SL,5.0,0.0138,0.00036891137147016765,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,7,405,AP-SL,6.0,0.00556,0.0002351400944118208,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,10,406,AP-SL,2.0,0.20656,0.0012802068832809797,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,10,406,AP-SL,3.0,0.07852,0.0008506151280103124,100000,measured anchor |AP-SL| >= tau
low,False,0.9,0.1,10,406,AP-SL,4.0,0.02983,0.0005379606965197365,100000,measured anchor |AP-SL| >= tau
