cell,p_beat_cv,p_view_over,p_ai_shared_lambda,ai,sigma_ai_mm,ref,m,mcse_apparent,mcse_diff,mcse_true,apparent,diff,true,rel_diff_pct,diff_mci_lo,diff_mci_hi
0,0.05,False,0.0,independent,2.0,adj_tol3,mae,0.0025533059377738205,0.0021254960461457636,0.001881621811693014,1.9443216153983107,0.34788209296120953,1.596439522437101,21.79112256192066,0.3437161972286215,0.35204798869379755
0,0.05,False,0.0,independent,2.0,mean2,ba_bias,0.009092577888108532,0.008612266307218668,0.0031719172713051136,0.11931911176338338,0.1199154825925299,-0.000596370829146518,,0.10303575067196838,0.13679521451309143
0,0.05,False,0.0,independent,2.0,mean2,icc,0.0005053899682438152,0.00029159184768966283,0.0003520120505073868,0.8642846689105107,-0.04466871929471934,0.9089533882052301,,-0.045240228818884565,-0.04409720977055412
0,0.05,False,0.0,independent,2.0,mean2,loa_hi,0.010596619930886725,0.009663471704247808,0.005368132104153507,4.850654405390825,0.9364950221173899,3.9141593832734354,,0.9175549654620455,0.9554350787727343
0,0.05,False,0.0,independent,2.0,mean2,loa_lo,0.010854033739540086,0.009741698218335346,0.005351366352829199,-4.612016181864058,-0.69666405693233,-3.915352124931728,,-0.7157574347391314,-0.6775706791255286
0,0.05,False,0.0,independent,2.0,mean2,loa_width,0.02145065367042681,0.019405169922583156,0.010719498456982706,9.462670587254884,1.63315907904972,7.829511508205163,20.85901626606211,1.595125644587574,1.6711925135118657
0,0.05,False,0.0,independent,2.0,mean2,mae,0.002529086787485786,0.0021008029508299375,0.001881621811693014,1.9426363755201546,0.34619685308305337,1.596439522437101,21.685560161687448,0.3420793549283329,0.3503143512377738
0,0.05,False,0.0,independent,2.0,single,ba_bias,0.009144696612376131,0.008677540832030855,0.0031719172713051136,0.11983656765970574,0.12043293848885224,-0.000596370829146518,,0.10342527084954171,0.13744060612816275
0,0.05,False,0.0,independent,2.0,single,icc,0.00055107361616693,0.0003475120566924135,0.0003520120505073868,0.8559791434239112,-0.05297424478131901,0.9089533882052301,,-0.0536553559020021,-0.052293133660635926
0,0.05,False,0.0,independent,2.0,single,loa_hi,0.011078358525350454,0.010261305425346243,0.005368132104153507,5.021619020287442,1.107459637014007,3.9141593832734354,,1.0873478477873237,1.1275714262406904
0,0.05,False,0.0,independent,2.0,single,loa_lo,0.011276957407531814,0.010226970490561899,0.005351366352829199,-4.781945884968031,-0.8665937600363025,-3.915352124931728,,-0.8866382540268661,-0.8465492660457389
0,0.05,False,0.0,independent,2.0,single,loa_width,0.02235531593288227,0.02048827591590814,0.010719498456982706,9.803564905255474,1.9740533970503096,7.829511508205163,25.212982891481076,1.9338971138330625,2.0142096802675566
0,0.05,False,0.0,independent,2.0,single,mae,0.0028193085716101537,0.00249633629531845,0.001881621811693014,2.0127148342675314,0.41627531183043054,1.596439522437101,26.07523216381857,0.411382582559713,0.4211680411011481
