cell,p_beat_cv,p_view_over,p_ai_shared_lambda,ai,sigma_ai_mm,ref,metric,value,mcse,n,mci_lo,mci_hi,note
1,0.05,False,0.5,inherited,1.0,adj_tol3,paired_mae_diff_sd,0.018733996221781388,0.0002962845690925719,2000,0.018153289132604434,0.01931470331095834,
1,0.05,False,0.5,inherited,1.0,mean2,p_lower_mae_than_independent,0.769,0.009424409795843981,2000,0.7505284960788985,0.7874715039211015,
1,0.05,False,0.5,inherited,1.0,mean2,paired_mae_diff_mean,-0.013340610950832119,0.0004166034376555901,2000,-0.01415713869091332,-0.012524083210750919,
1,0.05,False,0.5,inherited,1.0,mean2,paired_mae_diff_sd,0.018631072125159902,0.00029465678923953215,2000,0.018053555425894832,0.01920858882442497,
1,0.05,False,0.5,inherited,1.0,single,p_lower_mae_than_independent,0.7635,0.009501782727467515,2000,0.7448768479183419,0.7821231520816581,
1,0.05,False,0.5,inherited,1.0,single,paired_mae_diff_mean,-0.012537205689572676,0.00041975298808876545,2000,-0.013359906435119084,-0.011714504944026267,
1,0.05,False,0.5,inherited,1.0,single,paired_mae_diff_sd,0.018771924302502782,0.0002968844146845114,2000,0.01819004153756007,0.019353807067445494,
1,0.05,False,0.5,inherited,2.0,T1,p_lower_mae_than_independent,0.2735,0.00996739058129057,2000,0.25396427328673143,0.2930357267132686,
1,0.05,False,0.5,inherited,2.0,T1,paired_mae_diff_mean,0.008538586148550215,0.00032390027794553785,2000,0.007903753264186967,0.009173419032913462,
1,0.05,False,0.5,inherited,2.0,T1,paired_mae_diff_sd,0.014485260788345972,0.00022908936246494651,2000,0.014036253885131725,0.014934267691560218,
1,0.05,False,0.5,inherited,2.0,adj_tol1,p_lower_mae_than_independent,0.7125,0.010120369311443136,2000,0.6926644404828667,0.7323355595171334,
1,0.05,False,0.5,inherited,2.0,adj_tol1,paired_mae_diff_mean,-0.009490107092933754,0.00039477226979174894,2000,-0.010263846529923869,-0.008716367655943639,
1,0.05,False,0.5,inherited,2.0,adj_tol1,paired_mae_diff_sd,0.01765475261772475,0.0002792159617122599,2000,0.01710749938454334,0.01820200585090616,
1,0.05,False,0.5,inherited,2.0,adj_tol2,p_lower_mae_than_independent,0.7115,0.010130837823201,2000,0.6916439225766877,0.7313560774233123,
1,0.05,False,0.5,inherited,2.0,adj_tol2,paired_mae_diff_mean,-0.009485742898493662,0.00039472484851942784,2000,-0.010259389391497193,-0.00871209640549013,
1,0.05,False,0.5,inherited,2.0,adj_tol2,paired_mae_diff_sd,0.01765263187395496,0.0002791824214229084,2000,0.01710544437853323,0.018199819369376688,
1,0.05,False,0.5,inherited,2.0,adj_tol3,p_lower_mae_than_independent,0.71,0.010146427942877238,2000,0.6901133665033665,0.7298866334966334,
1,0.05,False,0.5,inherited,2.0,adj_tol3,paired_mae_diff_mean,-0.009604109291007419,0.0003930334098131832,2000,-0.010374440625038506,-0.008833777956976333,
1,0.05,False,0.5,inherited,2.0,adj_tol3,paired_mae_diff_sd,0.017576988435416212,0.00027798609452464227,2000,0.017032145697647317,0.018121831173185107,
1,0.05,False,0.5,inherited,2.0,mean2,p_lower_mae_than_independent,0.711,0.010136049526319415,2000,0.6911337078261969,0.7308662921738031,
