cell,u_anchor,u_long,anchor_mean_pct,long_mean_pct,combo,axis,estimand,cutoff_mm,estimator,nri_events_vs_A1_mcse,nri_nonevents_vs_A1_mcse,nri_vs_A1_mcse,ppv_mcse,prevalence_mcse,sensitivity_mcse,specificity_mcse,nri_events_vs_A1,nri_nonevents_vs_A1,nri_vs_A1,ppv,prevalence,sensitivity,specificity
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,13.0,A4,0.0017582758045558968,0.000768604832838724,0.0019189286578582669,0.0025127291211838433,0.0013782075184818868,0.0018258580260361705,0.001209978768523212,0.08625558955048247,-0.04614393471666711,0.04011165483381536,0.7133417729335845,0.25494,0.9062132266415627,0.8753925858320135
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,13.0,A5,0.0018533229435265428,0.0007463530494538047,0.001997961162643279,0.002365963127758277,0.0013782075184818868,0.0025272488079604513,0.0008160538756888143,-0.02471169686985173,0.02610528011166886,0.0013935832418171291,0.8386349534643226,0.25494,0.7952459402212285,0.9476418006603495
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,13.0,A6,0.0022028267558414174,0.0008960512514091699,0.002378098728270709,0.002646932798996891,0.0013782075184818868,0.002548907333872843,0.0010570210646375705,-0.029497136581156352,-0.013180146565377283,-0.042677283146533636,0.7469236471460341,0.25494,0.7904605005099239,0.9083563739833034
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,13.0,A7,0.0019523477417328313,0.0008118978008006325,0.00211443603440591,0.002399765866067588,0.0013782075184818868,0.002117766533320934,0.000956254027953744,0.048364321016709816,0.004925777789708211,0.053290098806418024,0.8016005214368482,0.25494,0.8683219581077901,0.9264622983383889
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,7.0,A1,0.0,0.0,0.0,0.001901496870467535,0.0015533496422248277,0.0017796857912327994,0.001409378995960076,0.0,0.0,0.0,0.8098570053300148,0.40667,0.8481323923574396,0.8635160871690291
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,7.0,A2,0.0015213826277039803,0.0011704855030871455,0.0019195419799568428,0.0017486127865147681,0.0015533496422248277,0.001804287170722329,0.0012097872728619454,-0.0051884820616224445,0.040415957393019064,0.03522747533139662,0.8574287143571786,0.40667,0.8429439102958173,0.9039320445620481
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,7.0,A3,0.001399886146082891,0.001204744509722132,0.0018469137921680126,0.0019403180012046697,0.0015533496422248277,0.0012185212880703414,0.0017320211075106371,0.0873189564019967,-0.09517469199265165,-0.007855735590654944,0.7345858999362774,0.40667,0.9354513487594364,0.7683413951763775
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,7.0,A4,0.0013745981926973079,0.0011725010893115402,0.0018067315782382986,0.0019396841631500747,0.0015533496422248277,0.0012482898173418132,0.0017172396212425556,0.08387636166916665,-0.08959600896634251,-0.005719647297175862,0.7386000467690389,0.40667,0.9320087540266063,0.7739200782026865
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,7.0,A5,0.0013997993879765324,0.0010813950655877153,0.0017688565839142907,0.001782798704984833,0.0015533496422248277,0.0018382996325295256,0.001233885134114987,-0.01261465069958443,0.0360676183574065,0.023452967657822073,0.8508112980769231,0.40667,0.8355177416578553,0.8995837055264355
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,7.0,A6,0.0016770127763758662,0.0012752569995386892,0.002106810923410146,0.0019950798844836338,0.0015533496422248277,0.0019398658906850642,0.0014606025295488098,-0.0367374037917722,-0.012202315743346875,-0.048939719535119074,0.789043257849303,0.40667,0.8113949885656675,0.8513137714256822
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,7.0,A7,0.0014577927088470115,0.001171905991347317,0.0018704339695704967,0.0018172759869814058,0.0015533496422248277,0.0015680830561714187,0.0013767340241133195,0.039171810067130594,0.007348355889639835,0.04652016595677043,0.8248525579481553,0.40667,0.8873042024245703,0.8708644430586688
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,10.0,A1,0.0,0.0,0.0,0.0035926711464213806,0.0011093125614541647,0.0033856476944765057,0.0007898537931513738,0.0,0.0,0.0,0.7012506931181073,0.14371,0.7920116902094496,0.9433719884618529
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,10.0,A2,0.002963369116143694,0.0006529416694005324,0.0030344504184701736,0.0034455229961347987,0.0011093125614541647,0.0034430565724403875,0.000642585622278204,-0.009811425788045364,0.019923156874423385,0.010111731086378022,0.7814933259176863,0.14371,0.7822002644214042,0.9632951453362762
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,10.0,A3,0.002669117494611672,0.0006980644410954962,0.002758891473756091,0.003326549121726656,0.0011093125614541647,0.0024133268355131135,0.0010263801698642708,0.11578874121494677,-0.04363007859486856,0.07215866262007821,0.6031158984790347,0.14371,0.9078004314243964,0.8997419098669843
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,10.0,A4,0.0025765499129829054,0.0006467001136857654,0.0026564695539631916,0.003359228979298076,0.0011093125614541647,0.0025155476542953648,0.0009964407365402436,0.10681233038758611,-0.03719534269931916,0.06961698768826696,0.6165338170015751,0.14371,0.8988240205970357,0.9061766457625338
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,10.0,A5,0.0026834210793936887,0.0006037852662865831,0.002750510014000885,0.0034956438879754836,0.0011093125614541647,0.0035096061142539225,0.0006502026588936757,-0.02184955813791664,0.019012250522603323,-0.0028373076153133184,0.7745818461753796,0.14371,0.770162132071533,0.9623842389844562
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,10.0,A6,0.0030903230803919486,0.0007190579060168223,0.003172875826975975,0.003680951175620015,0.0011093125614541647,0.00356224767203679,0.0008565420519325316,-0.03193932224619025,-0.010732345350290204,-0.04267166759648045,0.6544245401713499,0.14371,0.7600723679632594,0.9326396431115627
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,10.0,A7,0.0028489351367901356,0.0006574127792703723,0.0029238028278229405,0.0034249735904134937,0.0011093125614541647,0.0029765177848149293,0.0007570743969712397,0.05824229350775868,0.004869845496268788,0.06311213900402747,0.7338298000120113,0.14371,0.8502539837172083,0.9482418339581217
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,13.0,A1,0.0,0.0,0.0,0.00647042779013234,0.0006601148718215641,0.00631874029198785,0.0004858924602676541,0.0,0.0,0.0,0.611953455571227,0.04566,0.7601839684625493,0.9769369407129534
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,13.0,A2,0.0055805178749953315,0.00040593415304828595,0.005595262486224703,0.006537325584310311,0.0006601148718215641,0.006429525706523632,0.0003851886215429478,-0.012702584318878676,0.00869711004463818,-0.004005474274240497,0.7134197324414716,0.04566,0.7474813841436706,0.9856340507575916
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,13.0,A3,0.00500328187767855,0.0004474859239046751,0.005023253248602882,0.005544268074419193,0.0006601148718215641,0.004596883509968128,0.0006533873862508882,0.13162505475251862,-0.01948990925665905,0.11213514549585957,0.5006762572236567,0.04566,0.8918090232150679,0.9574470314562944
