cell,p_beat_cv,p_view_over,p_ai_shared_lambda,ref,metric,value,mcse,n,mci_lo,mci_hi
3,0.05,True,0.0,adj_tol3,ref_ba_bias_vs_T1,0.09310320460510205,0.008598218099348251,2000,0.07625100666623105,0.10995540254397304
3,0.05,True,0.0,adj_tol3,ref_mae_vs_T1,1.154883884416878,0.0023222692752680775,2000,1.1503323202390465,1.1594354485947096
3,0.05,True,0.0,mean2,ref_ba_bias_vs_T1,0.09444927885908111,0.008554699064953113,2000,0.07768237666093934,0.11121618105722288
3,0.05,True,0.0,mean2,ref_mae_vs_T1,1.1488861321872788,0.0022584611427181904,2000,1.1444596296521523,1.1533126347224052
3,0.05,True,0.0,single,ref_ba_bias_vs_T1,0.09382701539176012,0.008628216137533425,2000,0.07691602237797557,0.11073800840554468
3,0.05,True,0.0,single,ref_mae_vs_T1,1.2811886954251532,0.0028926621791247175,2000,1.2755191816899072,1.2868582091603993
4,0.05,True,0.5,R_img,ref_ba_bias_vs_T1,-0.08620471954472861,0.002300532242360231,2000,-0.09071367992059394,-0.08169575916886328
4,0.05,True,0.5,R_img,ref_mae_vs_T1,1.0405218076896448,0.0015560554269394066,2000,1.0374719950708389,1.0435716203084506
4,0.05,True,0.5,adj_tol1,p_adjudicated,0.45653,0.002859336453178646,2000,0.45092580348788214,0.46213419651211785
4,0.05,True,0.5,adj_tol1,ref_ba_bias_vs_T1,0.08954017684324637,0.008976863532019225,2000,0.07194584748757585,0.1071345061989169
4,0.05,True,0.5,adj_tol1,ref_mae_vs_T1,1.210957975660172,0.002720822252763676,2000,1.2056252619943564,1.2162906893259877
4,0.05,True,0.5,adj_tol2,p_adjudicated,0.14148500000000003,0.0022409614770608696,2000,0.1370927961795739,0.14587720382042615
4,0.05,True,0.5,adj_tol2,ref_ba_bias_vs_T1,0.0879954196962743,0.008808368719136503,2000,0.07073133410804064,0.10525950528450795
4,0.05,True,0.5,adj_tol2,ref_mae_vs_T1,1.170049197184989,0.002450635905041664,2000,1.1652460390339998,1.174852355335978
4,0.05,True,0.5,adj_tol3,p_adjudicated,0.032150000000000005,0.0008745119413523086,2000,0.030435988077379367,0.03386401192262064
4,0.05,True,0.5,adj_tol3,ref_ba_bias_vs_T1,0.08849998250459157,0.00863044540965207,2000,0.07158462019770825,0.10541534481147488
4,0.05,True,0.5,adj_tol3,ref_mae_vs_T1,1.155013771983987,0.0022933074894645254,2000,1.150518971863706,1.159508572104268
4,0.05,True,0.5,mean2,ref_ba_bias_vs_T1,0.0891179785587512,0.008576441641542348,2000,0.0723084616932273,0.1059274954242751
4,0.05,True,0.5,mean2,ref_mae_vs_T1,1.1488309509013932,0.0022485724801307814,2000,1.1444238297889462,1.1532380720138402
4,0.05,True,0.5,single,ref_ba_bias_vs_T1,0.0886622734289468,0.008585028751069439,2000,0.07183592613788573,0.10548862072000786
4,0.05,True,0.5,single,ref_mae_vs_T1,1.282052776519401,0.0029026806371251486,2000,1.2763636269671386,1.2877419260716634
5,0.05,True,1.0,R_img,ref_ba_bias_vs_T1,-0.08147219972147655,0.002248126532919654,2000,-0.08587844679344389,-0.07706595264950922
5,0.05,True,1.0,R_img,ref_mae_vs_T1,1.0412412766253607,0.0015801312574836766,2000,1.038144276245418,1.0443382770053034
5,0.05,True,1.0,adj_tol1,p_adjudicated,0.45757749999999997,0.002743460002126263,2000,0.45220041716039255,0.4629545828396074
5,0.05,True,1.0,adj_tol1,ref_ba_bias_vs_T1,0.09157680964912435,0.00880314326924942,2000,0.07432296575455317,0.10883065354369552
5,0.05,True,1.0,adj_tol1,ref_mae_vs_T1,1.2097095977262755,0.0026770410403446914,2000,1.2044626936606773,1.2149565017918738
5,0.05,True,1.0,adj_tol2,p_adjudicated,0.14149,0.0021298845400812313,2000,0.13731550297728423,0.14566449702271578
5,0.05,True,1.0,adj_tol2,ref_ba_bias_vs_T1,0.09158983692693413,0.008641251597309347,2000,0.07465329488126532,0.10852637897260295
5,0.05,True,1.0,adj_tol2,ref_mae_vs_T1,1.1678623127651127,0.002406966650439899,2000,1.16314474478105,1.1725798807491754
5,0.05,True,1.0,adj_tol3,p_adjudicated,0.031375,0.0008146695837978626,2000,0.029778276943861207,0.032971723056138796
5,0.05,True,1.0,adj_tol3,ref_ba_bias_vs_T1,0.08812198843084795,0.008443735356040188,2000,0.071572571107482,0.10467140575421391
5,0.05,True,1.0,adj_tol3,ref_mae_vs_T1,1.151436203249099,0.002230817596975056,2000,1.1470638810684615,1.1558085254297366
5,0.05,True,1.0,mean2,ref_ba_bias_vs_T1,0.08932323546650622,0.008409323700198307,2000,0.07284126374977075,0.1058052071832417
5,0.05,True,1.0,mean2,ref_mae_vs_T1,1.1463118052346668,0.0021977602866658326,2000,1.142004274192172,1.1506193362771615
5,0.05,True,1.0,single,ref_ba_bias_vs_T1,0.08752199616273529,0.008490755253267097,2000,0.0708804215335209,0.10416357079194968
5,0.05,True,1.0,single,ref_mae_vs_T1,1.2798219830560311,0.0028197292889036566,2000,1.2742954151600343,1.285348550952028
6,0.15,False,0.0,R_img,ref_ba_bias_vs_T1,0.035739103064792783,0.002591116074142483,2000,0.030660608839652187,0.04081759728993338
6,0.15,False,0.0,R_img,ref_mae_vs_T1,1.1895355549964501,0.0017703007563388562,2000,1.1860658292448532,1.1930052807480471
6,0.15,False,0.0,adj_tol1,p_adjudicated,0.5099775,0.0020452010709427304,2000,0.5059689795281908,0.5139860204718092
6,0.15,False,0.0,adj_tol1,ref_ba_bias_vs_T1,0.2633686878031501,0.008806336637688834,2000,0.24610858502139893,0.28062879058490126
6,0.15,False,0.0,adj_tol1,ref_mae_vs_T1,1.3508449766170147,0.002847709519146989,2000,1.3452635684770293,1.3564263847570002
