cell,p_beat_cv,p_sigma_rb_mm,p_ai_draft_sigma_mm,test,w_anchor,min_n_any,min_n_strict,min_n_liberal,max_power_tested,power_at_min_n_any,mcse_power_any,power_mci_lo_any,size_at_min_n_any,power_at_min_n_strict,mcse_power_strict,power_mci_lo_strict,size_at_min_n_strict,power_at_min_n_liberal,mcse_power_liberal,power_mci_lo_liberal,size_at_min_n_liberal
37,0.25,0.0,2.0,f_variance,0.3,50.0,,,0.9855,0.922,0.005996498978570745,0.9102470778759646,0.088,,,,,,,,
37,0.25,0.0,2.0,f_variance,0.5,10.0,,10.0,1.0,0.86,0.00775886589650833,0.844792902162016,0.0645,,,,,0.86,0.00775886589650833,0.844792902162016,0.0645
37,0.25,0.0,2.0,welch_mean,0.1,,,,0.0495,,,,,,,,,,,,
37,0.25,0.0,2.0,welch_mean,0.2,,,,0.0525,,,,,,,,,,,,
37,0.25,0.0,2.0,welch_mean,0.3,,,,0.054,,,,,,,,,,,,
37,0.25,0.0,2.0,welch_mean,0.5,,,,0.063,,,,,,,,,,,,
38,0.25,0.0,3.0,bf,0.1,,,,0.2135,,,,,,,,,,,,
38,0.25,0.0,3.0,bf,0.2,,,,0.7085,,,,,,,,,,,,
38,0.25,0.0,3.0,bf,0.3,50.0,50.0,50.0,0.9795,0.853,0.007918049002121673,0.8374809090056056,0.044,0.853,0.007918049002121673,0.8374809090056056,0.044,0.853,0.007918049002121673,0.8374809090056056,0.044
38,0.25,0.0,3.0,bf,0.5,25.0,25.0,25.0,1.0,0.976,0.0034222799417931915,0.9692924545161632,0.053,0.976,0.0034222799417931915,0.9692924545161632,0.053,0.976,0.0034222799417931915,0.9692924545161632,0.053
38,0.25,0.0,3.0,bf_onesided,0.1,,,,0.3165,,,,,,,,,,,,
38,0.25,0.0,3.0,bf_onesided,0.2,100.0,100.0,100.0,0.8055,0.8055,0.00885069912492793,0.7881529483403098,0.0395,0.8055,0.00885069912492793,0.7881529483403098,0.0395,0.8055,0.00885069912492793,0.7881529483403098,0.0395
38,0.25,0.0,3.0,bf_onesided,0.3,50.0,50.0,50.0,0.9885,0.907,0.006494266702253611,0.8942714710571842,0.0425,0.907,0.006494266702253611,0.8942714710571842,0.0425,0.907,0.006494266702253611,0.8942714710571842,0.0425
38,0.25,0.0,3.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.9845,0.0027622228367747558,0.9790861426799436,0.0285,0.9845,0.0027622228367747558,0.9790861426799436,0.0285,0.9845,0.0027622228367747558,0.9790861426799436,0.0285
38,0.25,0.0,3.0,either_unadjusted,0.1,,,,0.4095,,,,,,,,,,,,
38,0.25,0.0,3.0,either_unadjusted,0.2,100.0,,,0.8605,0.8605,0.00774724951192357,0.8453156698576123,0.1035,,,,,,,,
38,0.25,0.0,3.0,either_unadjusted,0.3,50.0,,,0.997,0.9415,0.0052477495176503994,0.9312145998643878,0.1065,,,,,,,,
38,0.25,0.0,3.0,either_unadjusted,0.5,10.0,,,1.0,0.889,0.007024208140424086,0.8752328049162619,0.111,,,,,,,,
38,0.25,0.0,3.0,f_variance,0.1,,,,0.3825,,,,,,,,,,,,
38,0.25,0.0,3.0,f_variance,0.2,100.0,,100.0,0.8485,0.8485,0.008017098914195832,0.8327867747437371,0.064,,,,,0.8485,0.008017098914195832,0.8327867747437371,0.064
38,0.25,0.0,3.0,f_variance,0.3,50.0,50.0,50.0,0.996,0.937,0.00543281694887652,0.9263518743616123,0.0585,0.937,0.00543281694887652,0.9263518743616123,0.0585,0.937,0.00543281694887652,0.9263518743616123,0.0585
38,0.25,0.0,3.0,f_variance,0.5,10.0,10.0,10.0,1.0,0.864,0.00766498532288223,0.8489769047066225,0.059,0.864,0.00766498532288223,0.8489769047066225,0.059,0.864,0.00766498532288223,0.8489769047066225,0.059
38,0.25,0.0,3.0,welch_mean,0.1,,,,0.054,,,,,,,,,,,,
38,0.25,0.0,3.0,welch_mean,0.2,,,,0.055,,,,,,,,,,,,
38,0.25,0.0,3.0,welch_mean,0.3,,,,0.0555,,,,,,,,,,,,
38,0.25,0.0,3.0,welch_mean,0.5,,,,0.0575,,,,,,,,,,,,
39,0.25,0.75,1.0,bf,0.1,,,,0.1935,,,,,,,,,,,,
39,0.25,0.75,1.0,bf,0.2,,,,0.6205,,,,,,,,,,,,
39,0.25,0.75,1.0,bf,0.3,100.0,100.0,100.0,0.9485,0.9485,0.004942051699446293,0.9388137565829464,0.053,0.9485,0.004942051699446293,0.9388137565829464,0.053,0.9485,0.004942051699446293,0.9388137565829464,0.053
39,0.25,0.75,1.0,bf,0.5,25.0,25.0,25.0,1.0,0.96,0.004381780460041331,0.9514118680424155,0.046,0.96,0.004381780460041331,0.9514118680424155,0.046,0.96,0.004381780460041331,0.9514118680424155,0.046
39,0.25,0.75,1.0,bf_onesided,0.1,,,,0.2685,,,,,,,,,,,,
39,0.25,0.75,1.0,bf_onesided,0.2,,,,0.7245,,,,,,,,,,,,
39,0.25,0.75,1.0,bf_onesided,0.3,50.0,50.0,50.0,0.969,0.833,0.008339994004794009,0.8166539119903878,0.049,0.833,0.008339994004794009,0.8166539119903878,0.049,0.833,0.008339994004794009,0.8166539119903878,0.049
39,0.25,0.75,1.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.9785,0.003243281517229114,0.9721432849843656,0.051,0.9785,0.003243281517229114,0.9721432849843656,0.051,0.9785,0.003243281517229114,0.9721432849843656,0.051
39,0.25,0.75,1.0,either_unadjusted,0.1,,,,0.4305,,,,,,,,,,,,
39,0.25,0.75,1.0,either_unadjusted,0.2,100.0,,,0.806,0.806,0.008842058583836684,0.7886698834897892,0.169,,,,,,,,
39,0.25,0.75,1.0,either_unadjusted,0.3,50.0,,,0.977,0.8985,0.006752693906878944,0.8852649630394979,0.1725,,,,,,,,
39,0.25,0.75,1.0,either_unadjusted,0.5,10.0,,,1.0,0.8465,0.00806032722660811,0.8307020488076283,0.1325,,,,,,,,
39,0.25,0.75,1.0,f_variance,0.1,,,,0.3955,,,,,,,,,,,,
39,0.25,0.75,1.0,f_variance,0.2,,,,0.779,,,,,,,,,,,,
39,0.25,0.75,1.0,f_variance,0.3,50.0,,,0.971,0.869,0.00754450130890041,0.8542130490366023,0.118,,,,,,,,
39,0.25,0.75,1.0,f_variance,0.5,10.0,,,1.0,0.811,0.00875439889427024,0.7938416933255906,0.0865,,,,,,,,
39,0.25,0.75,1.0,welch_mean,0.1,,,,0.0665,,,,,,,,,,,,
39,0.25,0.75,1.0,welch_mean,0.2,,,,0.0815,,,,,,,,,,,,
39,0.25,0.75,1.0,welch_mean,0.3,,,,0.1255,,,,,,,,,,,,
39,0.25,0.75,1.0,welch_mean,0.5,,,,0.256,,,,,,,,,,,,
40,0.25,0.75,2.0,bf,0.1,,,,0.191,,,,,,,,,,,,
40,0.25,0.75,2.0,bf,0.2,,,,0.6925,,,,,,,,,,,,
40,0.25,0.75,2.0,bf,0.3,50.0,50.0,50.0,0.97,0.8235,0.008524897360085926,0.8067915080705366,0.0495,0.8235,0.008524897360085926,0.8067915080705366,0.0495,0.8235,0.008524897360085926,0.8067915080705366,0.0495
40,0.25,0.75,2.0,bf,0.5,25.0,25.0,25.0,1.0,0.971,0.0037522659820433853,0.9636456937567703,0.049,0.971,0.0037522659820433853,0.9636456937567703,0.049,0.971,0.0037522659820433853,0.9636456937567703,0.049
40,0.25,0.75,2.0,bf_onesided,0.1,,,,0.2795,,,,,,,,,,,,
40,0.25,0.75,2.0,bf_onesided,0.2,,,,0.7745,,,,,,,,,,,,
40,0.25,0.75,2.0,bf_onesided,0.3,50.0,50.0,50.0,0.981,0.8795,0.007279414468211026,0.8652326097012272,0.046,0.8795,0.007279414468211026,0.8652326097012272,0.046,0.8795,0.007279414468211026,0.8652326097012272,0.046
40,0.25,0.75,2.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.983,0.0028905881754411173,0.9773345512373097,0.04,0.983,0.0028905881754411173,0.9773345512373097,0.04,0.983,0.0028905881754411173,0.9773345512373097,0.04
40,0.25,0.75,2.0,either_unadjusted,0.1,,,,0.446,,,,,,,,,,,,
40,0.25,0.75,2.0,either_unadjusted,0.2,100.0,,,0.8435,0.8435,0.008124276890899274,0.8275767097678055,0.15,,,,,,,,
40,0.25,0.75,2.0,either_unadjusted,0.3,50.0,,,0.989,0.9205,0.006048956521582876,0.9086442629801323,0.1475,,,,,,,,
40,0.25,0.75,2.0,either_unadjusted,0.5,10.0,,,1.0,0.884,0.0071604469134265636,0.8699657818257728,0.121,,,,,,,,
40,0.25,0.75,2.0,f_variance,0.1,,,,0.4005,,,,,,,,,,,,
40,0.25,0.75,2.0,f_variance,0.2,100.0,,,0.8195,0.8195,0.008599992732555068,0.8026443238439305,0.095,,,,,,,,
40,0.25,0.75,2.0,f_variance,0.3,50.0,,,0.986,0.909,0.0064311352030570765,0.8963952065228755,0.0995,,,,,,,,
40,0.25,0.75,2.0,f_variance,0.5,10.0,,10.0,1.0,0.8635,0.007676840170278393,0.8484536696325006,0.071,,,,,0.8635,0.007676840170278393,0.8484536696325006,0.071
40,0.25,0.75,2.0,welch_mean,0.1,,,,0.0625,,,,,,,,,,,,
40,0.25,0.75,2.0,welch_mean,0.2,,,,0.081,,,,,,,,,,,,
40,0.25,0.75,2.0,welch_mean,0.3,,,,0.106,,,,,,,,,,,,
40,0.25,0.75,2.0,welch_mean,0.5,,,,0.1885,,,,,,,,,,,,
41,0.25,0.75,3.0,bf,0.1,,,,0.23,,,,,,,,,,,,
41,0.25,0.75,3.0,bf,0.2,,,,0.712,,,,,,,,,,,,
41,0.25,0.75,3.0,bf,0.3,50.0,50.0,50.0,0.9715,0.8405,0.008187177474563502,0.8244534268882446,0.049,0.8405,0.008187177474563502,0.8244534268882446,0.049,0.8405,0.008187177474563502,0.8244534268882446,0.049
41,0.25,0.75,3.0,bf,0.5,25.0,25.0,25.0,1.0,0.976,0.0034222799417931915,0.9692924545161632,0.0515,0.976,0.0034222799417931915,0.9692924545161632,0.0515,0.976,0.0034222799417931915,0.9692924545161632,0.0515
41,0.25,0.75,3.0,bf_onesided,0.1,,,,0.3225,,,,,,,,,,,,
41,0.25,0.75,3.0,bf_onesided,0.2,100.0,100.0,100.0,0.8005,0.8005,0.008935875726530668,0.782986005267526,0.041,0.8005,0.008935875726530668,0.782986005267526,0.041,0.8005,0.008935875726530668,0.782986005267526,0.041
41,0.25,0.75,3.0,bf_onesided,0.3,50.0,50.0,50.0,0.9865,0.8925,0.006926173185822025,0.8789249498980235,0.0475,0.8925,0.006926173185822025,0.8789249498980235,0.0475,0.8925,0.006926173185822025,0.8789249498980235,0.0475
41,0.25,0.75,3.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.8075,0.008816001077586141,0.79022095526397,0.0435,0.8075,0.008816001077586141,0.79022095526397,0.0435,0.8075,0.008816001077586141,0.79022095526397,0.0435
41,0.25,0.75,3.0,either_unadjusted,0.1,,,,0.4355,,,,,,,,,,,,
41,0.25,0.75,3.0,either_unadjusted,0.2,100.0,,,0.861,0.861,0.0077355995242773526,0.8458385034139992,0.1175,,,,,,,,
41,0.25,0.75,3.0,either_unadjusted,0.3,50.0,,,0.9925,0.9415,0.0052477495176503994,0.9312145998643878,0.126,,,,,,,,
41,0.25,0.75,3.0,either_unadjusted,0.5,10.0,,,1.0,0.9005,0.006693270874542581,0.887381430043648,0.1245,,,,,,,,
41,0.25,0.75,3.0,f_variance,0.1,,,,0.4005,,,,,,,,,,,,
41,0.25,0.75,3.0,f_variance,0.2,100.0,,,0.847,0.847,0.008049565205649308,0.8312231419812748,0.0755,,,,,,,,
41,0.25,0.75,3.0,f_variance,0.3,50.0,,,0.992,0.9345,0.005532167296819575,0.9236571512562564,0.0775,,,,,,,,
41,0.25,0.75,3.0,f_variance,0.5,10.0,,,1.0,0.8745,0.007407757757918383,0.8599810614737593,0.0755,,,,,,,,
41,0.25,0.75,3.0,welch_mean,0.1,,,,0.0525,,,,,,,,,,,,
41,0.25,0.75,3.0,welch_mean,0.2,,,,0.063,,,,,,,,,,,,
41,0.25,0.75,3.0,welch_mean,0.3,,,,0.0795,,,,,,,,,,,,
41,0.25,0.75,3.0,welch_mean,0.5,,,,0.158,,,,,,,,,,,,
42,0.25,2.0,1.0,bf,0.1,,,,0.1765,,,,,,,,,,,,
42,0.25,2.0,1.0,bf,0.2,,,,0.584,,,,,,,,,,,,
42,0.25,2.0,1.0,bf,0.3,100.0,100.0,100.0,0.9405,0.9405,0.005289600646551685,0.9301325731583819,0.0545,0.9405,0.005289600646551685,0.9301325731583819,0.0545,0.9405,0.005289600646551685,0.9301325731583819,0.0545
42,0.25,2.0,1.0,bf,0.5,25.0,25.0,25.0,1.0,0.9505,0.004850244839180801,0.9409936947240198,0.044,0.9505,0.004850244839180801,0.9409936947240198,0.044,0.9505,0.004850244839180801,0.9409936947240198,0.044
42,0.25,2.0,1.0,bf_onesided,0.1,,,,0.2585,,,,,,,,,,,,
42,0.25,2.0,1.0,bf_onesided,0.2,,,,0.696,,,,,,,,,,,,
42,0.25,2.0,1.0,bf_onesided,0.3,50.0,50.0,50.0,0.969,0.8255,0.008486747021091178,0.808866281361554,0.0385,0.8255,0.008486747021091178,0.808866281361554,0.0385,0.8255,0.008486747021091178,0.808866281361554,0.0385
42,0.25,2.0,1.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.971,0.0037522659820433853,0.9636456937567703,0.0365,0.971,0.0037522659820433853,0.9636456937567703,0.0365,0.971,0.0037522659820433853,0.9636456937567703,0.0365
42,0.25,2.0,1.0,either_unadjusted,0.1,,,,0.4605,,,,,,,,,,,,
42,0.25,2.0,1.0,either_unadjusted,0.2,100.0,,,0.835,0.835,0.008299849396224006,0.8187325939779792,0.1715,,,,,,,,
42,0.25,2.0,1.0,either_unadjusted,0.3,50.0,,,0.984,0.9225,0.005978869040211535,0.9107816319204708,0.1475,,,,,,,,
42,0.25,2.0,1.0,either_unadjusted,0.5,10.0,,,1.0,0.8795,0.007279414468211026,0.8652326097012272,0.124,,,,,,,,
42,0.25,2.0,1.0,f_variance,0.1,,,,0.3815,,,,,,,,,,,,
42,0.25,2.0,1.0,f_variance,0.2,,,,0.759,,,,,,,,,,,,
42,0.25,2.0,1.0,f_variance,0.3,50.0,,,0.9695,0.871,0.007495298526409739,0.8563094847189838,0.1085,,,,,,,,
42,0.25,2.0,1.0,f_variance,0.5,10.0,,,1.0,0.813,0.00871868682772813,0.7959116876903786,0.0775,,,,,,,,
42,0.25,2.0,1.0,welch_mean,0.1,,,,0.111,,,,,,,,,,,,
42,0.25,2.0,1.0,welch_mean,0.2,,,,0.27,,,,,,,,,,,,
42,0.25,2.0,1.0,welch_mean,0.3,,,,0.428,,,,,,,,,,,,
42,0.25,2.0,1.0,welch_mean,0.5,,,,0.606,,,,,,,,,,,,
43,0.25,2.0,2.0,bf,0.1,,,,0.202,,,,,,,,,,,,
43,0.25,2.0,2.0,bf,0.2,,,,0.67,,,,,,,,,,,,
43,0.25,2.0,2.0,bf,0.3,50.0,50.0,50.0,0.97,0.8125,0.008727650027355588,0.795394120141784,0.042,0.8125,0.008727650027355588,0.795394120141784,0.042,0.8125,0.008727650027355588,0.795394120141784,0.042
43,0.25,2.0,2.0,bf,0.5,25.0,25.0,25.0,1.0,0.974,0.0035583704135460676,0.9670257220907845,0.047,0.974,0.0035583704135460676,0.9670257220907845,0.047,0.974,0.0035583704135460676,0.9670257220907845,0.047
43,0.25,2.0,2.0,bf_onesided,0.1,,,,0.289,,,,,,,,,,,,
43,0.25,2.0,2.0,bf_onesided,0.2,,,,0.762,,,,,,,,,,,,
43,0.25,2.0,2.0,bf_onesided,0.3,50.0,50.0,50.0,0.984,0.873,0.007445501997850783,0.8584070841222844,0.038,0.873,0.007445501997850783,0.8584070841222844,0.038,0.873,0.007445501997850783,0.8584070841222844,0.038
43,0.25,2.0,2.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.982,0.002972877394041,0.9761732673312659,0.04,0.982,0.002972877394041,0.9761732673312659,0.04,0.982,0.002972877394041,0.9761732673312659,0.04
43,0.25,2.0,2.0,either_unadjusted,0.1,,,,0.451,,,,,,,,,,,,
43,0.25,2.0,2.0,either_unadjusted,0.2,100.0,,,0.8575,0.8575,0.007816449001944552,0.8421800413483528,0.1425,,,,,,,,
43,0.25,2.0,2.0,either_unadjusted,0.3,50.0,,,0.9945,0.936,0.00547284204047586,0.9252734266229808,0.1255,,,,,,,,
43,0.25,2.0,2.0,either_unadjusted,0.5,10.0,,,1.0,0.903,0.006617816860566631,0.8900293171946964,0.1115,,,,,,,,
43,0.25,2.0,2.0,f_variance,0.1,,,,0.383,,,,,,,,,,,,
43,0.25,2.0,2.0,f_variance,0.2,100.0,,,0.8105,0.8105,0.008763268511234835,0.7933243091956461,0.093,,,,,,,,
43,0.25,2.0,2.0,f_variance,0.3,50.0,,,0.986,0.904,0.006587260432076448,0.8910892066945058,0.084,,,,,,,,
43,0.25,2.0,2.0,f_variance,0.5,10.0,,10.0,1.0,0.8535,0.007906887820122402,0.8380027845205217,0.067,,,,,0.8535,0.007906887820122402,0.8380027845205217,0.067
43,0.25,2.0,2.0,welch_mean,0.1,,,,0.0945,,,,,,,,,,,,
43,0.25,2.0,2.0,welch_mean,0.2,,,,0.202,,,,,,,,,,,,
43,0.25,2.0,2.0,welch_mean,0.3,,,,0.349,,,,,,,,,,,,
43,0.25,2.0,2.0,welch_mean,0.5,,,,0.545,,,,,,,,,,,,
44,0.25,2.0,3.0,bf,0.1,,,,0.211,,,,,,,,,,,,
44,0.25,2.0,3.0,bf,0.2,,,,0.706,,,,,,,,,,,,
44,0.25,2.0,3.0,bf,0.3,50.0,50.0,50.0,0.9785,0.856,0.007850605072222142,0.8406130966802272,0.048,0.856,0.007850605072222142,0.8406130966802272,0.048,0.856,0.007850605072222142,0.8406130966802272,0.048
44,0.25,2.0,3.0,bf,0.5,25.0,25.0,25.0,1.0,0.9835,0.002848486440199423,0.977917069122721,0.0385,0.9835,0.002848486440199423,0.977917069122721,0.0385,0.9835,0.002848486440199423,0.977917069122721,0.0385
44,0.25,2.0,3.0,bf_onesided,0.1,,,,0.301,,,,,,,,,,,,
44,0.25,2.0,3.0,bf_onesided,0.2,100.0,100.0,100.0,0.8,0.8,0.008944271909999158,0.7824695490501905,0.041,0.8,0.008944271909999158,0.7824695490501905,0.041,0.8,0.008944271909999158,0.7824695490501905,0.041
44,0.25,2.0,3.0,bf_onesided,0.3,50.0,50.0,50.0,0.9885,0.9105,0.006383171233799076,0.8979892141759183,0.0405,0.9105,0.006383171233799076,0.8979892141759183,0.0405,0.9105,0.006383171233799076,0.8979892141759183,0.0405
44,0.25,2.0,3.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.8195,0.008599992732555068,0.8026443238439305,0.033,0.8195,0.008599992732555068,0.8026443238439305,0.033,0.8195,0.008599992732555068,0.8026443238439305,0.033
44,0.25,2.0,3.0,either_unadjusted,0.1,,,,0.426,,,,,,,,,,,,
44,0.25,2.0,3.0,either_unadjusted,0.2,100.0,,,0.878,0.878,0.007318333143551201,0.8636563304986328,0.12,,,,,,,,
44,0.25,2.0,3.0,either_unadjusted,0.3,25.0,,,0.9945,0.812,0.008736589723685094,0.7948765986588073,0.109,,,,,,,,
44,0.25,2.0,3.0,either_unadjusted,0.5,10.0,,,1.0,0.914,0.006269130721240385,0.9017127294750749,0.107,,,,,,,,
44,0.25,2.0,3.0,f_variance,0.1,,,,0.366,,,,,,,,,,,,
44,0.25,2.0,3.0,f_variance,0.2,100.0,,100.0,0.8455,0.8455,0.008081761874739938,0.8296600376689373,0.0735,,,,,0.8455,0.008081761874739938,0.8296600376689373,0.0735
44,0.25,2.0,3.0,f_variance,0.3,50.0,,50.0,0.9925,0.9355,0.005492711079239468,0.9247344840222895,0.07,,,,,0.9355,0.005492711079239468,0.9247344840222895,0.07
44,0.25,2.0,3.0,f_variance,0.5,10.0,10.0,10.0,1.0,0.8815,0.007226954752867907,0.8673354288547499,0.0555,0.8815,0.007226954752867907,0.8673354288547499,0.0555,0.8815,0.007226954752867907,0.8673354288547499,0.0555
44,0.25,2.0,3.0,welch_mean,0.1,,,,0.08,,,,,,,,,,,,
44,0.25,2.0,3.0,welch_mean,0.2,,,,0.153,,,,,,,,,,,,
44,0.25,2.0,3.0,welch_mean,0.3,,,,0.271,,,,,,,,,,,,
44,0.25,2.0,3.0,welch_mean,0.5,,,,0.489,,,,,,,,,,,,
45,0.3,0.0,1.0,bf,0.1,,,,0.189,,,,,,,,,,,,
45,0.3,0.0,1.0,bf,0.2,,,,0.6115,,,,,,,,,,,,
45,0.3,0.0,1.0,bf,0.3,100.0,100.0,100.0,0.9315,0.9315,0.0056483515294287415,0.9204294343429748,0.048,0.9315,0.0056483515294287415,0.9204294343429748,0.048,0.9315,0.0056483515294287415,0.9204294343429748,0.048
45,0.3,0.0,1.0,bf,0.5,25.0,25.0,25.0,1.0,0.955,0.004635461142108735,0.9459146630380679,0.048,0.955,0.004635461142108735,0.9459146630380679,0.048,0.955,0.004635461142108735,0.9459146630380679,0.048
45,0.3,0.0,1.0,bf_onesided,0.1,,,,0.2745,,,,,,,,,,,,
45,0.3,0.0,1.0,bf_onesided,0.2,,,,0.703,,,,,,,,,,,,
45,0.3,0.0,1.0,bf_onesided,0.3,50.0,50.0,50.0,0.9635,0.8185,0.008618519304381698,0.8016080124301068,0.044,0.8185,0.008618519304381698,0.8016080124301068,0.044,0.8185,0.008618519304381698,0.8016080124301068,0.044
45,0.3,0.0,1.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.9745,0.00352489361541593,0.967591335409955,0.0515,0.9745,0.00352489361541593,0.967591335409955,0.0515,0.9745,0.00352489361541593,0.967591335409955,0.0515
45,0.3,0.0,1.0,either_unadjusted,0.1,,,,0.4425,,,,,,,,,,,,
45,0.3,0.0,1.0,either_unadjusted,0.2,,,,0.778,,,,,,,,,,,,
45,0.3,0.0,1.0,either_unadjusted,0.3,50.0,,,0.966,0.8715,0.007482905518580331,0.8568337745681813,0.166,,,,,,,,
45,0.3,0.0,1.0,either_unadjusted,0.5,10.0,,,1.0,0.8295,0.008409213696892237,0.8130182438857844,0.1345,,,,,,,,
45,0.3,0.0,1.0,f_variance,0.1,,,,0.409,,,,,,,,,,,,
45,0.3,0.0,1.0,f_variance,0.2,,,,0.762,,,,,,,,,,,,
45,0.3,0.0,1.0,f_variance,0.3,50.0,,,0.964,0.8595,0.007770448828735698,0.844270200031836,0.124,,,,,,,,
45,0.3,0.0,1.0,f_variance,0.5,10.0,,,1.0,0.8025,0.00890207138816579,0.785052260553765,0.09,,,,,,,,
45,0.3,0.0,1.0,welch_mean,0.1,,,,0.049,,,,,,,,,,,,
45,0.3,0.0,1.0,welch_mean,0.2,,,,0.05,,,,,,,,,,,,
45,0.3,0.0,1.0,welch_mean,0.3,,,,0.0475,,,,,,,,,,,,
45,0.3,0.0,1.0,welch_mean,0.5,,,,0.05,,,,,,,,,,,,
46,0.3,0.0,2.0,bf,0.1,,,,0.196,,,,,,,,,,,,
46,0.3,0.0,2.0,bf,0.2,,,,0.647,,,,,,,,,,,,
46,0.3,0.0,2.0,bf,0.3,50.0,50.0,50.0,0.957,0.81,0.008772114910328066,0.7928069705718939,0.0475,0.81,0.008772114910328066,0.7928069705718939,0.0475,0.81,0.008772114910328066,0.7928069705718939,0.0475
46,0.3,0.0,2.0,bf,0.5,25.0,25.0,25.0,1.0,0.974,0.0035583704135460676,0.9670257220907845,0.0475,0.974,0.0035583704135460676,0.9670257220907845,0.0475,0.974,0.0035583704135460676,0.9670257220907845,0.0475
46,0.3,0.0,2.0,bf_onesided,0.1,,,,0.2895,,,,,,,,,,,,
46,0.3,0.0,2.0,bf_onesided,0.2,,,,0.7485,,,,,,,,,,,,
46,0.3,0.0,2.0,bf_onesided,0.3,50.0,50.0,50.0,0.979,0.8715,0.007482905518580331,0.8568337745681813,0.045,0.8715,0.007482905518580331,0.8568337745681813,0.045,0.8715,0.007482905518580331,0.8568337745681813,0.045
46,0.3,0.0,2.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.9825,0.002932042803234629,0.976753301659201,0.052,0.9825,0.002932042803234629,0.976753301659201,0.052,0.9825,0.002932042803234629,0.976753301659201,0.052
46,0.3,0.0,2.0,either_unadjusted,0.1,,,,0.426,,,,,,,,,,,,
46,0.3,0.0,2.0,either_unadjusted,0.2,100.0,,,0.811,0.811,0.00875439889427024,0.7938416933255906,0.1465,,,,,,,,
46,0.3,0.0,2.0,either_unadjusted,0.3,50.0,,,0.9855,0.911,0.006367063687446513,0.8985207843868976,0.146,,,,,,,,
46,0.3,0.0,2.0,either_unadjusted,0.5,10.0,,,1.0,0.882,0.007213736895673421,0.8678613353790083,0.145,,,,,,,,
46,0.3,0.0,2.0,f_variance,0.1,,,,0.393,,,,,,,,,,,,
46,0.3,0.0,2.0,f_variance,0.2,,,,0.798,,,,,,,,,,,,
46,0.3,0.0,2.0,f_variance,0.3,50.0,,,0.9845,0.901,0.006678285708173917,0.8879108004302646,0.1085,,,,,,,,
46,0.3,0.0,2.0,f_variance,0.5,10.0,,,1.0,0.854,0.007895695029571494,0.838524721987061,0.0905,,,,,,,,
46,0.3,0.0,2.0,welch_mean,0.1,,,,0.054,,,,,,,,,,,,
46,0.3,0.0,2.0,welch_mean,0.2,,,,0.0545,,,,,,,,,,,,
46,0.3,0.0,2.0,welch_mean,0.3,,,,0.0535,,,,,,,,,,,,
46,0.3,0.0,2.0,welch_mean,0.5,,,,0.0535,,,,,,,,,,,,
47,0.3,0.0,3.0,bf,0.1,,,,0.213,,,,,,,,,,,,
47,0.3,0.0,3.0,bf,0.2,,,,0.695,,,,,,,,,,,,
47,0.3,0.0,3.0,bf,0.3,50.0,50.0,50.0,0.979,0.852,0.007940277073251286,0.8364373427864021,0.047,0.852,0.007940277073251286,0.8364373427864021,0.047,0.852,0.007940277073251286,0.8364373427864021,0.047
47,0.3,0.0,3.0,bf,0.5,25.0,25.0,25.0,1.0,0.984,0.00280570846668003,0.9785009124108119,0.043,0.984,0.00280570846668003,0.9785009124108119,0.043,0.984,0.00280570846668003,0.9785009124108119,0.043
47,0.3,0.0,3.0,bf_onesided,0.1,,,,0.2985,,,,,,,,,,,,
47,0.3,0.0,3.0,bf_onesided,0.2,100.0,100.0,100.0,0.8,0.8,0.008944271909999158,0.7824695490501905,0.045,0.8,0.008944271909999158,0.7824695490501905,0.045,0.8,0.008944271909999158,0.7824695490501905,0.045
47,0.3,0.0,3.0,bf_onesided,0.3,50.0,50.0,50.0,0.9905,0.903,0.006617816860566631,0.8900293171946964,0.0445,0.903,0.006617816860566631,0.8900293171946964,0.0445,0.903,0.006617816860566631,0.8900293171946964,0.0445
47,0.3,0.0,3.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.801,0.008927457644816915,0.7835025044046341,0.0315,0.801,0.008927457644816915,0.7835025044046341,0.0315,0.801,0.008927457644816915,0.7835025044046341,0.0315
47,0.3,0.0,3.0,either_unadjusted,0.1,,,,0.425,,,,,,,,,,,,
47,0.3,0.0,3.0,either_unadjusted,0.2,100.0,,,0.8595,0.8595,0.007770448828735698,0.844270200031836,0.125,,,,,,,,
47,0.3,0.0,3.0,either_unadjusted,0.3,50.0,,,0.992,0.936,0.00547284204047586,0.9252734266229808,0.1255,,,,,,,,
47,0.3,0.0,3.0,either_unadjusted,0.5,10.0,,,1.0,0.8885,0.00703803061942757,0.8747057133550242,0.104,,,,,,,,
47,0.3,0.0,3.0,f_variance,0.1,,,,0.383,,,,,,,,,,,,
47,0.3,0.0,3.0,f_variance,0.2,100.0,,,0.842,0.842,0.008155856791288087,0.8260148142999199,0.0755,,,,,,,,
