cell,p_beat_cv,p_sigma_rb_mm,p_ai_draft_sigma_mm,test,w_anchor,min_n_any,min_n_strict,min_n_liberal,max_power_tested,power_at_min_n_any,mcse_power_any,power_mci_lo_any,size_at_min_n_any,power_at_min_n_strict,mcse_power_strict,power_mci_lo_strict,size_at_min_n_strict,power_at_min_n_liberal,mcse_power_liberal,power_mci_lo_liberal,size_at_min_n_liberal
18,0.15,0.0,1.0,bf_onesided,0.3,50.0,50.0,50.0,0.9765,0.87,0.007519973404208289,0.8552611228467943,0.045,0.87,0.007519973404208289,0.8552611228467943,0.045,0.87,0.007519973404208289,0.8552611228467943,0.045
18,0.15,0.0,1.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.9845,0.0027622228367747558,0.9790861426799436,0.036,0.9845,0.0027622228367747558,0.9790861426799436,0.036,0.9845,0.0027622228367747558,0.9790861426799436,0.036
18,0.15,0.0,1.0,either_unadjusted,0.1,,,,0.432,,,,,,,,,,,,
18,0.15,0.0,1.0,either_unadjusted,0.2,100.0,,,0.819,0.819,0.008609268261588787,0.8021261441409433,0.154,,,,,,,,
18,0.15,0.0,1.0,either_unadjusted,0.3,50.0,,,0.987,0.917,0.006168914004912047,0.9049091506312766,0.153,,,,,,,,
18,0.15,0.0,1.0,either_unadjusted,0.5,10.0,,,1.0,0.885,0.007133547504573023,0.871018503698747,0.119,,,,,,,,
18,0.15,0.0,1.0,f_variance,0.1,,,,0.393,,,,,,,,,,,,
18,0.15,0.0,1.0,f_variance,0.2,,,,0.789,,,,,,,,,,,,
18,0.15,0.0,1.0,f_variance,0.3,50.0,,,0.982,0.8915,0.00695441406590088,0.8778695987897406,0.1055,,,,,,,,
18,0.15,0.0,1.0,f_variance,0.5,10.0,,,1.0,0.8545,0.007884470495854492,0.8390467216690631,0.078,,,,,,,,
18,0.15,0.0,1.0,welch_mean,0.1,,,,0.0565,,,,,,,,,,,,
18,0.15,0.0,1.0,welch_mean,0.2,,,,0.083,,,,,,,,,,,,
18,0.15,0.0,1.0,welch_mean,0.3,,,,0.129,,,,,,,,,,,,
18,0.15,0.0,1.0,welch_mean,0.5,,,,0.295,,,,,,,,,,,,
19,0.15,0.0,2.0,bf,0.1,,,,0.233,,,,,,,,,,,,
19,0.15,0.0,2.0,bf,0.2,,,,0.7045,,,,,,,,,,,,
19,0.15,0.0,2.0,bf,0.3,50.0,50.0,50.0,0.979,0.8395,0.00820791538699078,0.823412781326452,0.0555,0.8395,0.00820791538699078,0.823412781326452,0.0555,0.8395,0.00820791538699078,0.823412781326452,0.0555
19,0.15,0.0,2.0,bf,0.5,25.0,25.0,25.0,1.0,0.979,0.00320616593457045,0.9727160301902156,0.0555,0.979,0.00320616593457045,0.9727160301902156,0.0555,0.979,0.00320616593457045,0.9727160301902156,0.0555
19,0.15,0.0,2.0,bf_onesided,0.1,,,,0.3225,,,,,,,,,,,,
19,0.15,0.0,2.0,bf_onesided,0.2,,,,0.7995,,,,,,,,,,,,
19,0.15,0.0,2.0,bf_onesided,0.3,50.0,50.0,50.0,0.9875,0.899,0.006737915107805974,0.8857939289536442,0.0445,0.899,0.006737915107805974,0.8857939289536442,0.0445,0.899,0.006737915107805974,0.8857939289536442,0.0445
19,0.15,0.0,2.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.809,0.008789738335126933,0.7917724292937314,0.0255,0.809,0.008789738335126933,0.7917724292937314,0.0255,0.809,0.008789738335126933,0.7917724292937314,0.0255
19,0.15,0.0,2.0,either_unadjusted,0.1,,,,0.4325,,,,,,,,,,,,
19,0.15,0.0,2.0,either_unadjusted,0.2,100.0,,,0.8745,0.8745,0.007407757757918383,0.8599810614737593,0.1285,,,,,,,,
19,0.15,0.0,2.0,either_unadjusted,0.3,50.0,,,0.9955,0.9415,0.0052477495176503994,0.9312145998643878,0.123,,,,,,,,
19,0.15,0.0,2.0,either_unadjusted,0.5,10.0,,,1.0,0.8935,0.0068977441964746715,0.8799806696937007,0.104,,,,,,,,
19,0.15,0.0,2.0,f_variance,0.1,,,,0.388,,,,,,,,,,,,
19,0.15,0.0,2.0,f_variance,0.2,100.0,,100.0,0.8565,0.8565,0.007839252196478946,0.8411353479079804,0.0745,,,,,0.8565,0.007839252196478946,0.8411353479079804,0.0745
19,0.15,0.0,2.0,f_variance,0.3,50.0,,50.0,0.994,0.925,0.0058896094946948715,0.9134565774163399,0.073,,,,,0.925,0.0058896094946948715,0.9134565774163399,0.073
19,0.15,0.0,2.0,f_variance,0.5,10.0,10.0,10.0,1.0,0.871,0.007495298526409739,0.8563094847189838,0.0515,0.871,0.007495298526409739,0.8563094847189838,0.0515,0.871,0.007495298526409739,0.8563094847189838,0.0515
19,0.15,0.0,2.0,welch_mean,0.1,,,,0.061,,,,,,,,,,,,
19,0.15,0.0,2.0,welch_mean,0.2,,,,0.0715,,,,,,,,,,,,
19,0.15,0.0,2.0,welch_mean,0.3,,,,0.092,,,,,,,,,,,,
19,0.15,0.0,2.0,welch_mean,0.5,,,,0.1905,,,,,,,,,,,,
20,0.15,0.0,3.0,bf,0.1,,,,0.219,,,,,,,,,,,,
20,0.15,0.0,3.0,bf,0.2,,,,0.7205,,,,,,,,,,,,
20,0.15,0.0,3.0,bf,0.3,50.0,50.0,50.0,0.9825,0.853,0.007918049002121673,0.8374809090056056,0.0455,0.853,0.007918049002121673,0.8374809090056056,0.0455,0.853,0.007918049002121673,0.8374809090056056,0.0455
20,0.15,0.0,3.0,bf,0.5,25.0,25.0,25.0,1.0,0.9875,0.0024843258642939696,0.982630810741715,0.0395,0.9875,0.0024843258642939696,0.982630810741715,0.0395,0.9875,0.0024843258642939696,0.982630810741715,0.0395
20,0.15,0.0,3.0,bf_onesided,0.1,,,,0.3225,,,,,,,,,,,,
20,0.15,0.0,3.0,bf_onesided,0.2,100.0,100.0,100.0,0.8155,0.8155,0.00867351572316555,0.7985002214291615,0.0425,0.8155,0.00867351572316555,0.7985002214291615,0.0425,0.8155,0.00867351572316555,0.7985002214291615,0.0425
20,0.15,0.0,3.0,bf_onesided,0.3,50.0,50.0,50.0,0.991,0.9075,0.006478570444164362,0.8948022351579739,0.0395,0.9075,0.006478570444164362,0.8948022351579739,0.0395,0.9075,0.006478570444164362,0.8948022351579739,0.0395
20,0.15,0.0,3.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.8135,0.008709700052240605,0.7964293014468103,0.0285,0.8135,0.008709700052240605,0.7964293014468103,0.0285,0.8135,0.008709700052240605,0.7964293014468103,0.0285
20,0.15,0.0,3.0,either_unadjusted,0.1,,,,0.413,,,,,,,,,,,,
20,0.15,0.0,3.0,either_unadjusted,0.2,100.0,,,0.8865,0.8865,0.007092874946028586,0.872598220449282,0.1065,,,,,,,,
20,0.15,0.0,3.0,either_unadjusted,0.3,50.0,,,0.996,0.9545,0.004659922209651143,0.9453667202262833,0.11,,,,,,,,
20,0.15,0.0,3.0,either_unadjusted,0.5,10.0,,,1.0,0.9115,0.006350895606133045,0.899052473244221,0.1065,,,,,,,,
20,0.15,0.0,3.0,f_variance,0.1,,,,0.3755,,,,,,,,,,,,
20,0.15,0.0,3.0,f_variance,0.2,100.0,100.0,100.0,0.8755,0.8755,0.007382403064043579,0.8610307557609849,0.06,0.8755,0.007382403064043579,0.8610307557609849,0.06,0.8755,0.007382403064043579,0.8610307557609849,0.06
20,0.15,0.0,3.0,f_variance,0.3,50.0,100.0,50.0,0.995,0.9475,0.004987171041783106,0.9377253242962627,0.063,0.995,0.0015771810295587513,0.9919087819605819,0.06,0.9475,0.004987171041783106,0.9377253242962627,0.063
20,0.15,0.0,3.0,f_variance,0.5,10.0,10.0,10.0,1.0,0.8845,0.007147018609182434,0.8704921008186723,0.0545,0.8845,0.007147018609182434,0.8704921008186723,0.0545,0.8845,0.007147018609182434,0.8704921008186723,0.0545
20,0.15,0.0,3.0,welch_mean,0.1,,,,0.0595,,,,,,,,,,,,
20,0.15,0.0,3.0,welch_mean,0.2,,,,0.0685,,,,,,,,,,,,
20,0.15,0.0,3.0,welch_mean,0.3,,,,0.078,,,,,,,,,,,,
20,0.15,0.0,3.0,welch_mean,0.5,,,,0.1345,,,,,,,,,,,,
21,0.15,0.75,1.0,bf,0.1,,,,0.1965,,,,,,,,,,,,
21,0.15,0.75,1.0,bf,0.2,,,,0.6515,,,,,,,,,,,,
21,0.15,0.75,1.0,bf,0.3,50.0,50.0,50.0,0.9585,0.814,0.008700689627839854,0.7969469615542605,0.051,0.814,0.008700689627839854,0.7969469615542605,0.051,0.814,0.008700689627839854,0.7969469615542605,0.051
21,0.15,0.75,1.0,bf,0.5,25.0,25.0,25.0,1.0,0.971,0.0037522659820433853,0.9636456937567703,0.043,0.971,0.0037522659820433853,0.9636456937567703,0.043,0.971,0.0037522659820433853,0.9636456937567703,0.043
21,0.15,0.75,1.0,bf_onesided,0.1,,,,0.291,,,,,,,,,,,,
21,0.15,0.75,1.0,bf_onesided,0.2,,,,0.751,,,,,,,,,,,,
21,0.15,0.75,1.0,bf_onesided,0.3,50.0,50.0,50.0,0.9815,0.875,0.00739509972887452,0.8605058707549962,0.0445,0.875,0.00739509972887452,0.8605058707549962,0.0445,0.875,0.00739509972887452,0.8605058707549962,0.0445
21,0.15,0.75,1.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.9825,0.002932042803234629,0.976753301659201,0.037,0.9825,0.002932042803234629,0.976753301659201,0.037,0.9825,0.002932042803234629,0.976753301659201,0.037
21,0.15,0.75,1.0,either_unadjusted,0.1,,,,0.424,,,,,,,,,,,,
21,0.15,0.75,1.0,either_unadjusted,0.2,100.0,,,0.8365,0.8365,0.008269454335081607,0.8202921672035961,0.153,,,,,,,,
21,0.15,0.75,1.0,either_unadjusted,0.3,50.0,,,0.9895,0.926,0.005853375094763702,0.9145275955357666,0.1405,,,,,,,,
21,0.15,0.75,1.0,either_unadjusted,0.5,10.0,,,1.0,0.8815,0.007226954752867907,0.8673354288547499,0.1345,,,,,,,,
21,0.15,0.75,1.0,f_variance,0.1,,,,0.3865,,,,,,,,,,,,
21,0.15,0.75,1.0,f_variance,0.2,100.0,,,0.8025,0.8025,0.00890207138816579,0.785052260553765,0.119,,,,,,,,
21,0.15,0.75,1.0,f_variance,0.3,50.0,,,0.983,0.896,0.0068258332824644935,0.8826216124963677,0.102,,,,,,,,
21,0.15,0.75,1.0,f_variance,0.5,10.0,,,1.0,0.8335,0.008329998499399624,0.8171735028211228,0.0815,,,,,,,,
21,0.15,0.75,1.0,welch_mean,0.1,,,,0.0545,,,,,,,,,,,,
21,0.15,0.75,1.0,welch_mean,0.2,,,,0.1175,,,,,,,,,,,,
21,0.15,0.75,1.0,welch_mean,0.3,,,,0.2325,,,,,,,,,,,,
21,0.15,0.75,1.0,welch_mean,0.5,,,,0.446,,,,,,,,,,,,
22,0.15,0.75,2.0,bf,0.1,,,,0.2215,,,,,,,,,,,,
22,0.15,0.75,2.0,bf,0.2,,,,0.7185,,,,,,,,,,,,
22,0.15,0.75,2.0,bf,0.3,50.0,50.0,50.0,0.979,0.8565,0.007839252196478946,0.8411353479079804,0.044,0.8565,0.007839252196478946,0.8411353479079804,0.044,0.8565,0.007839252196478946,0.8411353479079804,0.044
22,0.15,0.75,2.0,bf,0.5,25.0,25.0,25.0,1.0,0.98,0.003130495168499707,0.9738643421675667,0.053,0.98,0.003130495168499707,0.9738643421675667,0.053,0.98,0.003130495168499707,0.9738643421675667,0.053
22,0.15,0.75,2.0,bf_onesided,0.1,,,,0.317,,,,,,,,,,,,
22,0.15,0.75,2.0,bf_onesided,0.2,100.0,100.0,100.0,0.8015,0.8015,0.008919017602852906,0.784019046583042,0.04,0.8015,0.008919017602852906,0.784019046583042,0.04,0.8015,0.008919017602852906,0.784019046583042,0.04
22,0.15,0.75,2.0,bf_onesided,0.3,50.0,50.0,50.0,0.9855,0.908,0.006462816723379983,0.8953331118835773,0.0325,0.908,0.006462816723379983,0.8953331118835773,0.0325,0.908,0.006462816723379983,0.8953331118835773,0.0325
22,0.15,0.75,2.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.809,0.008789738335126933,0.7917724292937314,0.0345,0.809,0.008789738335126933,0.7917724292937314,0.0345,0.809,0.008789738335126933,0.7917724292937314,0.0345
22,0.15,0.75,2.0,either_unadjusted,0.1,,,,0.4235,,,,,,,,,,,,
22,0.15,0.75,2.0,either_unadjusted,0.2,100.0,,,0.864,0.864,0.00766498532288223,0.8489769047066225,0.1135,,,,,,,,
22,0.15,0.75,2.0,either_unadjusted,0.3,50.0,,,0.9935,0.945,0.005097793640389931,0.9350085079854067,0.1105,,,,,,,,
22,0.15,0.75,2.0,either_unadjusted,0.5,10.0,,,1.0,0.9075,0.006478570444164362,0.8948022351579739,0.1155,,,,,,,,
22,0.15,0.75,2.0,f_variance,0.1,,,,0.383,,,,,,,,,,,,
22,0.15,0.75,2.0,f_variance,0.2,100.0,,100.0,0.845,0.845,0.008092434738692676,0.8291391192398129,0.067,,,,,0.845,0.008092434738692676,0.8291391192398129,0.067
22,0.15,0.75,2.0,f_variance,0.3,50.0,,50.0,0.9905,0.931,0.0056674068144081545,0.9198920866704053,0.0615,,,,,0.931,0.0056674068144081545,0.9198920866704053,0.0615
22,0.15,0.75,2.0,f_variance,0.5,10.0,,10.0,1.0,0.87,0.007519973404208289,0.8552611228467943,0.0655,,,,,0.87,0.007519973404208289,0.8552611228467943,0.0655
22,0.15,0.75,2.0,welch_mean,0.1,,,,0.0605,,,,,,,,,,,,
22,0.15,0.75,2.0,welch_mean,0.2,,,,0.097,,,,,,,,,,,,
22,0.15,0.75,2.0,welch_mean,0.3,,,,0.167,,,,,,,,,,,,
22,0.15,0.75,2.0,welch_mean,0.5,,,,0.3285,,,,,,,,,,,,
23,0.15,0.75,3.0,bf,0.1,,,,0.218,,,,,,,,,,,,
23,0.15,0.75,3.0,bf,0.2,,,,0.724,,,,,,,,,,,,
23,0.15,0.75,3.0,bf,0.3,50.0,50.0,50.0,0.9825,0.8685,0.007556710593902613,0.8536891192775323,0.0475,0.8685,0.007556710593902613,0.8536891192775323,0.0475,0.8685,0.007556710593902613,0.8536891192775323,0.0475
23,0.15,0.75,3.0,bf,0.5,25.0,25.0,25.0,1.0,0.98,0.003130495168499707,0.9738643421675667,0.052,0.98,0.003130495168499707,0.9738643421675667,0.052,0.98,0.003130495168499707,0.9738643421675667,0.052
23,0.15,0.75,3.0,bf_onesided,0.1,,,,0.313,,,,,,,,,,,,
23,0.15,0.75,3.0,bf_onesided,0.2,100.0,100.0,100.0,0.818,0.818,0.008627745939699432,0.8010899285570429,0.0425,0.818,0.008627745939699432,0.8010899285570429,0.0425,0.818,0.008627745939699432,0.8010899285570429,0.0425
23,0.15,0.75,3.0,bf_onesided,0.3,50.0,50.0,50.0,0.9915,0.9155,0.006219314672855845,0.9033103671365308,0.0425,0.9155,0.006219314672855845,0.9033103671365308,0.0425,0.9155,0.006219314672855845,0.9033103671365308,0.0425
23,0.15,0.75,3.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.8165,0.00865528018032923,0.7995359624366412,0.031,0.8165,0.00865528018032923,0.7995359624366412,0.031,0.8165,0.00865528018032923,0.7995359624366412,0.031
23,0.15,0.75,3.0,either_unadjusted,0.1,,,,0.4295,,,,,,,,,,,,
23,0.15,0.75,3.0,either_unadjusted,0.2,100.0,,,0.8795,0.8795,0.007279414468211026,0.8652326097012272,0.1055,,,,,,,,
23,0.15,0.75,3.0,either_unadjusted,0.3,25.0,,,0.996,0.816,0.008664409962599878,0.7990180683920628,0.1035,,,,,,,,
23,0.15,0.75,3.0,either_unadjusted,0.5,10.0,,,1.0,0.899,0.006737915107805974,0.8857939289536442,0.1005,,,,,,,,
23,0.15,0.75,3.0,f_variance,0.1,,,,0.3805,,,,,,,,,,,,
23,0.15,0.75,3.0,f_variance,0.2,100.0,100.0,100.0,0.867,0.867,0.00759312188760328,0.8521177544526856,0.0475,0.867,0.00759312188760328,0.8521177544526856,0.0475,0.867,0.00759312188760328,0.8521177544526856,0.0475
23,0.15,0.75,3.0,f_variance,0.3,50.0,50.0,50.0,0.9955,0.9525,0.00475624589355933,0.9431779292734759,0.057,0.9525,0.00475624589355933,0.9431779292734759,0.057,0.9525,0.00475624589355933,0.9431779292734759,0.057
23,0.15,0.75,3.0,f_variance,0.5,10.0,10.0,10.0,1.0,0.8755,0.007382403064043579,0.8610307557609849,0.052,0.8755,0.007382403064043579,0.8610307557609849,0.052,0.8755,0.007382403064043579,0.8610307557609849,0.052
23,0.15,0.75,3.0,welch_mean,0.1,,,,0.068,,,,,,,,,,,,
23,0.15,0.75,3.0,welch_mean,0.2,,,,0.089,,,,,,,,,,,,
23,0.15,0.75,3.0,welch_mean,0.3,,,,0.125,,,,,,,,,,,,
23,0.15,0.75,3.0,welch_mean,0.5,,,,0.2315,,,,,,,,,,,,
24,0.15,2.0,1.0,bf,0.1,,,,0.193,,,,,,,,,,,,
24,0.15,2.0,1.0,bf,0.2,,,,0.622,,,,,,,,,,,,
24,0.15,2.0,1.0,bf,0.3,100.0,100.0,100.0,0.9495,0.9495,0.0048964145045124596,0.9399032038420777,0.0455,0.9495,0.0048964145045124596,0.9399032038420777,0.0455,0.9495,0.0048964145045124596,0.9399032038420777,0.0455
24,0.15,2.0,1.0,bf,0.5,25.0,25.0,25.0,1.0,0.9665,0.004023540107914917,0.9586140062359306,0.046,0.9665,0.004023540107914917,0.9586140062359306,0.046,0.9665,0.004023540107914917,0.9586140062359306,0.046
24,0.15,2.0,1.0,bf_onesided,0.1,,,,0.2785,,,,,,,,,,,,
24,0.15,2.0,1.0,bf_onesided,0.2,,,,0.738,,,,,,,,,,,,
24,0.15,2.0,1.0,bf_onesided,0.3,50.0,50.0,50.0,0.974,0.8625,0.007700446415630719,0.8474074022414348,0.043,0.8625,0.007700446415630719,0.8474074022414348,0.043,0.8625,0.007700446415630719,0.8474074022414348,0.043
24,0.15,2.0,1.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.984,0.00280570846668003,0.9785009124108119,0.039,0.984,0.00280570846668003,0.9785009124108119,0.039,0.984,0.00280570846668003,0.9785009124108119,0.039
24,0.15,2.0,1.0,either_unadjusted,0.1,,,,0.496,,,,,,,,,,,,
24,0.15,2.0,1.0,either_unadjusted,0.2,100.0,,,0.8735,0.8735,0.0074329586975846965,0.8589316685392472,0.1595,,,,,,,,
24,0.15,2.0,1.0,either_unadjusted,0.3,25.0,,,0.99,0.8045,0.008867912663079175,0.7871192104252207,0.1345,,,,,,,,
24,0.15,2.0,1.0,either_unadjusted,0.5,10.0,,,1.0,0.915,0.006235984284778145,0.9027776952972691,0.1245,,,,,,,,
24,0.15,2.0,1.0,f_variance,0.1,,,,0.384,,,,,,,,,,,,
24,0.15,2.0,1.0,f_variance,0.2,,,,0.785,,,,,,,,,,,,
24,0.15,2.0,1.0,f_variance,0.3,50.0,,,0.9745,0.8915,0.00695441406590088,0.8778695987897406,0.105,,,,,,,,
24,0.15,2.0,1.0,f_variance,0.5,10.0,,,1.0,0.832,0.008359904305672405,0.815614888517437,0.0755,,,,,,,,
24,0.15,2.0,1.0,welch_mean,0.1,,,,0.1535,,,,,,,,,,,,
24,0.15,2.0,1.0,welch_mean,0.2,,,,0.353,,,,,,,,,,,,
24,0.15,2.0,1.0,welch_mean,0.3,,,,0.5,,,,,,,,,,,,
24,0.15,2.0,1.0,welch_mean,0.5,,,,0.6845,,,,,,,,,,,,
25,0.15,2.0,2.0,bf,0.1,,,,0.2165,,,,,,,,,,,,
25,0.15,2.0,2.0,bf,0.2,,,,0.7035,,,,,,,,,,,,
25,0.15,2.0,2.0,bf,0.3,50.0,50.0,50.0,0.9775,0.8455,0.008081761874739938,0.8296600376689373,0.0475,0.8455,0.008081761874739938,0.8296600376689373,0.0475,0.8455,0.008081761874739938,0.8296600376689373,0.0475
25,0.15,2.0,2.0,bf,0.5,25.0,25.0,25.0,1.0,0.982,0.002972877394041,0.9761732673312659,0.0445,0.982,0.002972877394041,0.9761732673312659,0.0445,0.982,0.002972877394041,0.9761732673312659,0.0445
25,0.15,2.0,2.0,bf_onesided,0.1,,,,0.3025,,,,,,,,,,,,
25,0.15,2.0,2.0,bf_onesided,0.2,100.0,100.0,100.0,0.8005,0.8005,0.008935875726530668,0.782986005267526,0.038,0.8005,0.008935875726530668,0.782986005267526,0.038,0.8005,0.008935875726530668,0.782986005267526,0.038
25,0.15,2.0,2.0,bf_onesided,0.3,50.0,50.0,50.0,0.989,0.901,0.006678285708173917,0.8879108004302646,0.0375,0.901,0.006678285708173917,0.8879108004302646,0.0375,0.901,0.006678285708173917,0.8879108004302646,0.0375
25,0.15,2.0,2.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.8175,0.008636948245763661,0.8005718923684401,0.035,0.8175,0.008636948245763661,0.8005718923684401,0.035,0.8175,0.008636948245763661,0.8005718923684401,0.035
25,0.15,2.0,2.0,either_unadjusted,0.1,,,,0.465,,,,,,,,,,,,
25,0.15,2.0,2.0,either_unadjusted,0.2,100.0,,,0.9025,0.9025,0.006633014020790248,0.8894995313077558,0.112,,,,,,,,
25,0.15,2.0,2.0,either_unadjusted,0.3,25.0,,,0.9975,0.8325,0.008349962574766428,0.8161343739521105,0.116,,,,,,,,
25,0.15,2.0,2.0,either_unadjusted,0.5,10.0,,,1.0,0.9305,0.005686376262612245,0.9193549072348255,0.1185,,,,,,,,
25,0.15,2.0,2.0,f_variance,0.1,,,,0.3835,,,,,,,,,,,,
25,0.15,2.0,2.0,f_variance,0.2,100.0,100.0,100.0,0.857,0.857,0.007827866886962246,0.8416576627047619,0.0565,0.857,0.007827866886962246,0.8416576627047619,0.0565,0.857,0.007827866886962246,0.8416576627047619,0.0565
25,0.15,2.0,2.0,f_variance,0.3,50.0,100.0,50.0,0.992,0.931,0.0056674068144081545,0.9198920866704053,0.0685,0.992,0.001991983935678198,0.9880957831974924,0.0565,0.931,0.0056674068144081545,0.9198920866704053,0.0685
25,0.15,2.0,2.0,f_variance,0.5,10.0,100.0,10.0,1.0,0.876,0.007369667563737186,0.8615557168831074,0.0715,1.0,0.0,1.0,0.0565,0.876,0.007369667563737186,0.8615557168831074,0.0715
25,0.15,2.0,2.0,welch_mean,0.1,,,,0.1125,,,,,,,,,,,,
25,0.15,2.0,2.0,welch_mean,0.2,,,,0.268,,,,,,,,,,,,
25,0.15,2.0,2.0,welch_mean,0.3,,,,0.4215,,,,,,,,,,,,
25,0.15,2.0,2.0,welch_mean,0.5,,,,0.6175,,,,,,,,,,,,
26,0.15,2.0,3.0,bf,0.1,,,,0.226,,,,,,,,,,,,
26,0.15,2.0,3.0,bf,0.2,,,,0.7205,,,,,,,,,,,,
26,0.15,2.0,3.0,bf,0.3,50.0,50.0,50.0,0.983,0.8665,0.0076051873744175415,0.8515941065328871,0.048,0.8665,0.0076051873744175415,0.8515941065328871,0.048,0.8665,0.0076051873744175415,0.8515941065328871,0.048
26,0.15,2.0,3.0,bf,0.5,25.0,25.0,25.0,1.0,0.9825,0.002932042803234629,0.976753301659201,0.0515,0.9825,0.002932042803234629,0.976753301659201,0.0515,0.9825,0.002932042803234629,0.976753301659201,0.0515
26,0.15,2.0,3.0,bf_onesided,0.1,,,,0.3215,,,,,,,,,,,,
26,0.15,2.0,3.0,bf_onesided,0.2,100.0,100.0,100.0,0.8095,0.8095,0.008780938161722813,0.7922896773167971,0.0425,0.8095,0.008780938161722813,0.7922896773167971,0.0425,0.8095,0.008780938161722813,0.7922896773167971,0.0425
26,0.15,2.0,3.0,bf_onesided,0.3,50.0,50.0,50.0,0.991,0.92,0.006066300355241239,0.90811026969054,0.0365,0.92,0.006066300355241239,0.90811026969054,0.0365,0.92,0.006066300355241239,0.90811026969054,0.0365
26,0.15,2.0,3.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.8135,0.008709700052240605,0.7964293014468103,0.0295,0.8135,0.008709700052240605,0.7964293014468103,0.0295,0.8135,0.008709700052240605,0.7964293014468103,0.0295
26,0.15,2.0,3.0,either_unadjusted,0.1,,,,0.4435,,,,,,,,,,,,
26,0.15,2.0,3.0,either_unadjusted,0.2,100.0,,,0.8825,0.8825,0.0072004774147274445,0.8683873234843211,0.107,,,,,,,,
26,0.15,2.0,3.0,either_unadjusted,0.3,25.0,,,0.9985,0.8175,0.008636948245763661,0.8005718923684401,0.1055,,,,,,,,
26,0.15,2.0,3.0,either_unadjusted,0.5,10.0,,,1.0,0.918,0.006134981662564281,0.9059756568007139,0.1185,,,,,,,,
26,0.15,2.0,3.0,f_variance,0.1,,,,0.3875,,,,,,,,,,,,
26,0.15,2.0,3.0,f_variance,0.2,100.0,,100.0,0.8545,0.8545,0.007884470495854492,0.8390467216690631,0.0615,,,,,0.8545,0.007884470495854492,0.8390467216690631,0.0615
26,0.15,2.0,3.0,f_variance,0.3,50.0,50.0,50.0,0.9975,0.9465,0.005031786462082825,0.9366378796786303,0.0555,0.9465,0.005031786462082825,0.9366378796786303,0.0555,0.9465,0.005031786462082825,0.9366378796786303,0.0555
26,0.15,2.0,3.0,f_variance,0.5,10.0,10.0,10.0,1.0,0.8785,0.007305400399704318,0.8641816782109939,0.0595,0.8785,0.007305400399704318,0.8641816782109939,0.0595,0.8785,0.007305400399704318,0.8641816782109939,0.0595
26,0.15,2.0,3.0,welch_mean,0.1,,,,0.0795,,,,,,,,,,,,
26,0.15,2.0,3.0,welch_mean,0.2,,,,0.1865,,,,,,,,,,,,
26,0.15,2.0,3.0,welch_mean,0.3,,,,0.3075,,,,,,,,,,,,
26,0.15,2.0,3.0,welch_mean,0.5,,,,0.515,,,,,,,,,,,,
27,0.2,0.0,1.0,bf,0.1,,,,0.1865,,,,,,,,,,,,
27,0.2,0.0,1.0,bf,0.2,,,,0.6315,,,,,,,,,,,,
27,0.2,0.0,1.0,bf,0.3,100.0,100.0,100.0,0.952,0.952,0.004779958158812692,0.9426314540872208,0.0465,0.952,0.004779958158812692,0.9426314540872208,0.0465,0.952,0.004779958158812692,0.9426314540872208,0.0465
27,0.2,0.0,1.0,bf,0.5,25.0,25.0,25.0,1.0,0.9615,0.004302194207610808,0.9530678542320743,0.0455,0.9615,0.004302194207610808,0.9530678542320743,0.0455,0.9615,0.004302194207610808,0.9530678542320743,0.0455
27,0.2,0.0,1.0,bf_onesided,0.1,,,,0.2625,,,,,,,,,,,,
27,0.2,0.0,1.0,bf_onesided,0.2,,,,0.723,,,,,,,,,,,,
27,0.2,0.0,1.0,bf_onesided,0.3,50.0,50.0,50.0,0.9725,0.858,0.00780499839846236,0.8427024841189561,0.044,0.858,0.00780499839846236,0.8427024841189561,0.044,0.858,0.00780499839846236,0.8427024841189561,0.044
27,0.2,0.0,1.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.9765,0.0033873108803297025,0.9698609926177455,0.04,0.9765,0.0033873108803297025,0.9698609926177455,0.04,0.9765,0.0033873108803297025,0.9698609926177455,0.04
27,0.2,0.0,1.0,either_unadjusted,0.1,,,,0.423,,,,,,,,,,,,
27,0.2,0.0,1.0,either_unadjusted,0.2,100.0,,,0.8035,0.8035,0.008885036578427801,0.7860856481675983,0.1645,,,,,,,,
27,0.2,0.0,1.0,either_unadjusted,0.3,50.0,,,0.982,0.9,0.006708203932499368,0.8868521617876428,0.1575,,,,,,,,
27,0.2,0.0,1.0,either_unadjusted,0.5,10.0,,,1.0,0.8595,0.007770448828735698,0.844270200031836,0.132,,,,,,,,
27,0.2,0.0,1.0,f_variance,0.1,,,,0.3785,,,,,,,,,,,,
27,0.2,0.0,1.0,f_variance,0.2,,,,0.774,,,,,,,,,,,,
27,0.2,0.0,1.0,f_variance,0.3,50.0,,,0.9765,0.8815,0.007226954752867907,0.8673354288547499,0.1075,,,,,,,,
