u_anchor,u_long,mean_under_anchor_pct,mean_under_long_pct,n,comparison,mean_diff_mm,mean_diff_mcse,sd_diff_mm,sd_diff_mcse,loa_lo_mm,loa_hi_mm,pct_ratio_of_means,pct_ratio_of_means_mcse,pct_mean_relative,pct_mean_relative_mcse,mean_truth_mm
0.25,0.25,19.947114020071634,19.947114020071634,88000,"long-axis view mean, AP, vs T1 AP",-1.680204027107463,0.00922399591931949,2.736279383273351,0.0065223871233108825,-7.043311618323231,3.6829035641083054,-15.525883066688234,0.08162516174444732,-15.133956931316293,0.07966985528400161,10.821954666864954
0.25,0.25,19.947114020071634,19.947114020071634,88000,"long-axis view single beat, AP, vs T1 AP",-1.7456329515899554,0.010315974825878408,3.060212675863856,0.007294537200280175,-7.743649796283114,4.252383893103202,-16.13047739827257,0.0924662766946118,-16.05387954291968,0.09182815632972686,10.821954666864954
0.25,0.25,19.947114020071634,19.947114020071634,88000,"anchor view mean, AP, vs T1 AP",-1.8577856088068836,0.008964319606813511,2.6592469402356937,0.006338767198526395,-7.069909611668844,3.354338394055076,-17.16682120740274,0.0783874595854161,-16.81143033325091,0.07668270107944364,10.821954666864954
0.25,0.25,19.947114020071634,19.947114020071634,88000,long-axis view biplane mean vs mean of T1 AP and SL,-1.3326976415073524,0.006358315225393774,1.886181110201705,0.004496033358514264,-5.0296126175026945,2.3642173344879893,-15.019200871905577,0.06722856739347427,-14.501700377301185,0.06821585736324318,8.873292613059412
0.25,0.25,19.947114020071634,19.947114020071634,88000,"A4 composite, AP, vs T1 AP",-0.31302057486023827,0.0073148585441598956,2.169937714740696,0.005172415468803564,-4.566098495752002,3.9400573460315256,-2.8924587516399027,0.06702290594469171,-1.9238296041522243,0.06636124624594392,10.821954666864954
0.25,0.5,19.947114020071634,39.89422804014327,88000,"long-axis view mean, AP, vs T1 AP",-3.656023733645615,0.013131544443299593,3.8954456013451164,0.00928545688173729,-11.291097112282044,3.979049644990813,-33.76422581232592,0.11078696904624348,-33.45250057131237,0.10579125144889348,10.82809881075654
0.25,0.5,19.947114020071634,39.89422804014327,88000,"long-axis view single beat, AP, vs T1 AP",-3.7632033723183973,0.01387242355995826,4.115225864708507,0.009809340505786088,-11.829046067147072,4.302639322510277,-34.75405459525419,0.1187713641811101,-34.79349376619803,0.11495738229769736,10.82809881075654
0.25,0.5,19.947114020071634,39.89422804014327,88000,"anchor view mean, AP, vs T1 AP",-1.8524868964999393,0.00889985298885826,2.6401230508537776,0.0062931821568034205,-7.0271280761733435,3.3221542831734654,-17.108145472958693,0.07809091586818159,-16.83694109654075,0.0767875987583343,10.82809881075654
0.25,0.5,19.947114020071634,39.89422804014327,88000,long-axis view biplane mean vs mean of T1 AP and SL,-2.9558755947232287,0.008819859174570153,2.616393050673759,0.006236617666877263,-8.084005974043796,2.172254784597339,-33.284090052695454,0.08557657213913594,-32.82121232064164,0.08450379414113299,8.880746296634456
0.25,0.5,19.947114020071634,39.89422804014327,88000,"A4 composite, AP, vs T1 AP",-0.8535521060548584,0.007948917647974266,2.358030041398191,0.005620765508234414,-5.475290987195313,3.768186775085596,-7.8827513580403155,0.07167073284403958,-7.1063097494400305,0.0708163855878847,10.82809881075654
