scenario,K,beat_cv,view_over,window,S_median_mm,axis,estimand,estimator,bias_min,bias_min_mcse,bias_min_combo,bias_max,bias_max_mcse,bias_max_combo,bias_range,bias_range_mcse,maxabs_bias,maxabs_bias_mcse,maxabs_bias_combo,maxabs_argmax_clear,rmse_min,rmse_max,rmse_max_mcse,rmse_max_combo,mean_abs_bias,infl_min,infl_max,infl_max_mcse,infl_min_combo,infl_max_combo
beat CV 30%,3,0.3,True,0.0,10.0,AP,T1,A3,-0.15970374480894897,0.00896185659465213,20/40,1.9377988147387333,0.008646303733667772,2.4/8,2.0975025595476824,0.012452848745485794,1.9377988147387333,0.008646303733667772,2.4/8,True,2.712512577941366,3.3512454868777235,0.012734892166830086,2.4/8,1.1206232278180888,,,,,
beat CV 30%,3,0.3,True,0.0,10.0,AP,T1,A4,-0.43604724298429215,0.00885502780325287,20/40,1.6444585116260022,0.00821402671853979,2.4/8,2.0805057546102943,0.012078151859008351,1.6444585116260022,0.00821402671853979,2.4/8,True,2.622241938973885,3.0742803742522944,0.011718108359538522,2.4/8,0.8888792400922895,,,,,
beat CV 30%,3,0.3,True,0.0,10.0,AP,T1,A5,-2.8312746574073953,0.009289645020141714,20/40,-0.04350780496451336,0.006626589924390487,2.4/8,2.787766852442882,0.01141092452986511,2.8312746574073953,0.009289645020141714,20/40,True,2.0746301506300404,4.079924061572364,0.012175099356899867,20/40,1.2901593157611666,,,,,
beat CV 30%,3,0.3,True,0.0,10.0,AP,T1,A6,-1.6544388856891348,0.01257183225716746,20/40,0.3703703582154535,0.012974119783687075,2.4/20,2.0248092439045884,0.018065955564647462,1.6544388856891348,0.01257183225716746,20/40,False,3.9549875496293687,4.338890516496794,0.014090039254200359,20/8,0.6499865051369847,,,,,
beat CV 30%,3,0.3,True,0.0,10.0,AP,T1,A7,0.5249453497088827,0.008332576949406284,20/40,0.5490758649507372,0.008223425387348488,4.8/40,0.0241305152418545,0.01170711594369273,0.5490758649507372,0.008223425387348488,4.8/40,False,2.02772997935919,2.68676051223775,0.009157820311500009,20/40,0.5353140897231357,,,,,
beat CV 30%,3,0.3,True,0.0,10.0,SL,T1,A1,-1.0529455479884815,0.006633350607956174,20/40,0.23402541615891215,0.00594811598272262,2.4/20,1.2869709641473936,0.008909625358677705,1.0529455479884815,0.006633350607956174,20/40,False,1.8528304941252483,2.354154195167742,0.007256234372136332,20/8,0.41411735341911554,,,,,
beat CV 30%,3,0.3,True,0.0,10.0,SL,T1,A2,-1.863385090835706,0.005870308195635427,20/40,0.03805339731363701,0.004489404544942173,2.4/8,1.901438488149343,0.0073902145760385,1.863385090835706,0.005870308195635427,20/40,True,1.4121273895075388,2.6302511985369246,0.00721831000968875,20/40,0.8174658366900635,,,,,
beat CV 30%,3,0.3,True,0.0,10.0,SL,T1,A3,-0.05022557853479426,0.006188987880526395,20/40,1.3102586329576125,0.005964293970419573,2.4/8,1.3604842114924067,0.008595136622002343,1.3102586329576125,0.005964293970419573,2.4/8,True,1.8840699487758858,2.2965239752712607,0.008372796279336061,2.4/8,0.7650633034459006,,,,,
beat CV 30%,3,0.3,True,0.0,10.0,SL,T1,A4,-0.1897159308608126,0.006096813130153323,20/40,1.171118916288199,0.005701055964537734,2.4/8,1.3608348471490115,0.008347045552457542,1.171118916288199,0.005701055964537734,2.4/8,True,1.8296022154749492,2.1498118348190527,0.0077128050482065625,2.4/8,0.6573679873454548,,,,,
beat CV 30%,3,0.3,True,0.0,10.0,SL,T1,A5,-1.817654725132405,0.006397575259063755,20/40,-0.02471231067927245,0.004725840501584738,2.4/8,1.7929424144531325,0.007953775056022351,1.817654725132405,0.006397575259063755,20/40,True,1.4868152763508464,2.7196920212342848,0.00829985917083219,20/40,0.8197854795731429,,,,,
beat CV 30%,3,0.3,True,0.0,10.0,SL,T1,A6,-1.0535982345193025,0.008741776707478464,20/40,0.23709919533298293,0.008930602274037948,2.4/20,1.2906974298522853,0.012496972312542938,1.0535982345193025,0.008741776707478464,20/40,False,2.7294049670018787,2.9611706698132485,0.009476694945937655,20/8,0.4140775363891051,,,,,
beat CV 30%,3,0.3,True,0.0,10.0,SL,T1,A7,0.33694297720308414,0.004842807515381043,10/20,0.3517462741517488,0.004572166119436873,10/8,0.014803296948664668,0.00666014171431491,0.3517462741517488,0.004572166119436873,10/8,False,1.473525613649103,2.2960830304766224,0.008667329316397507,20/40,0.34183870198176614,,,,,
beat CV 30%,3,0.3,True,0.0,10.0,AP,T1,A3-A1,,,,,,,,,,,,,,,,,,0.6211986772615574,3.0870889651316404,0.010072646079854778,2.4/40,20/8
beat CV 30%,3,0.3,True,0.0,10.0,SL,T1,A3-A1,,,,,,,,,,,,,,,,,,0.4377753863210686,2.0508734457331976,0.006727445491646144,2.4/40,20/8
window 0.15,3,0.15,True,0.15,10.0,AP,T1,A1,-1.8627862389087844,0.008429271422235323,20/20,0.06562974696112504,0.006390327752226184,2.4/20,1.9284159858699095,0.010577755219827375,1.8627862389087844,0.008429271422235323,20/20,False,2.0135001782377198,3.2519475995505425,0.01017871081769352,20/20,0.721627092677207,,,,,
window 0.15,3,0.15,True,0.15,10.0,AP,T1,A2,-3.0497051758897458,0.008076411522274039,20/40,-0.2260015538839374,0.005301301598764606,2.4/8,2.8237036220058083,0.009660860299071974,3.0497051758897458,0.008076411522274039,20/40,True,1.6915757336476929,3.977873645446486,0.010345925892566131,20/40,1.4982757588502766,,,,,
window 0.15,3,0.15,True,0.15,10.0,AP,T1,A3,-0.6457398147467579,0.007508199095284238,20/40,1.0990277210129749,0.006508711566875204,2.4/8,1.7447675357597328,0.009936618132705017,1.0990277210129749,0.006508711566875204,2.4/8,True,2.0648190426711053,2.4605342714008738,0.008568452268720498,20/40,0.5506379398035716,,,,,
